business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Bar/Beer,Customer Service/Atmosphere,Burger/Fries,Chicken/Ribs/Sandwich,Brunch/Eggs,Order/Waiting Time
1uAYx8wgiRXNB_I9g1n8eQ,Red Cranberries Restaurant,Toronto,Cabbagetown,43.6678386,-79.3692698,american,2.0,4.148936170212766,0.20280558065326756,0.27548993776471126,0.045905953834837164,0.15576982923885613,0.11914551641951467,0.2008831820888133
27_N5P9HZ86IviONPT_twg,Woodlot Restaurant,Toronto,Little Italy,43.655640999999996,-79.40991640000001,american,3.0,3.9375,0.09989071618231728,0.21392159413044523,0.017107059324742133,0.05009638232546922,0.042803376050816966,0.576180871986209
28TtvOd1npZQ-tH7Hm432w,Casey's Bar and Grill,Toronto,Downtown Core,43.6449099,-79.3833287,american,2.0,2.96,0.3402062466273303,0.0843159336917593,0.15889360369102146,0.08130054397184631,0.02177903443678164,0.3135046375812611
28adZ4lsuUeVB2aWzohK9g,Prohibition Gastrohouse,Toronto,Riverdale,43.6588948,-79.35038399999999,american,2.0,3.905829596412556,0.2726273641430293,0.21431548887381627,0.08773592930453222,0.10511887441347788,0.08342752275904232,0.236774820506102
2Mnz482BN5VFpJ9vcY84KQ,JP Restaurant,Toronto,,43.6730796,-79.31955390000002,american,,4.166666666666667,0.0896803444666066,0.36328883755853963,0.32047211794031355,0.04921463704108158,0.10973790543507493,0.06760615755838371
2Wff1lKhXu56Rdsf0omDGA,Rivoli Cafe & Club,Toronto,Queen Street West,43.6492932,-79.3949985,american,2.0,3.6633663366336635,0.37303509323075157,0.24095124415448677,0.0909226363538762,0.0671546655980573,0.05398341516505002,0.1739529454977779
2auigv5pF08RjJ8CL1dIVw,O&B Canteen,Toronto,Entertainment District,43.646693,-79.39021,american,2.0,3.3520408163265305,0.14025492935235798,0.21198937674873428,0.05122118570404419,0.08455149017468347,0.1694617640336213,0.342521253986559
2rZy8hefL26IEpyA-sPQ-A,N'awlins Jazz Bar & Dining,Toronto,Entertainment District,43.6462726,-79.39016190000001,american,2.0,3.859154929577465,0.2465556763538444,0.2727256443681065,0.004781736573124682,0.06958543338597484,0.023548700829608755,0.38280280848934084
2vBo1wWJckBnGOHhxt9ecg,St. Louis Bar & Grill,Toronto,City Place,43.6404259,-79.39046090000001,american,2.0,3.2051282051282053,0.45596175644044806,0.1317482232626615,0.07118489503945487,0.2150795706508142,0.021343071027852087,0.10468248357876932
35Mdu_9unGIn4pMoQByWFQ,Signatures Restaurant,Toronto,The Annex,43.668525,-79.3963728,american,3.0,2.5,0.0354380250716494,0.26204376105900784,0.10119311455617458,0.0,0.08162796198374572,0.5196971373294225
3Pa3Y_3rjpjvMfYZLqBPpw,747 Wine Bar,Toronto,Riverdale,43.6591536,-79.3481684,american,2.0,3.4857142857142858,0.29120423138738233,0.2900368098255792,0.01741405656225311,0.01791538570779018,0.024836331208161155,0.35859318530883405
3XUmcXMoToEFNJQ7gp5UYQ,Craft Kitchen,Toronto,,43.6466472975,-79.39660180359999,american,2.0,3.4285714285714284,0.061824950123609015,0.09216853367462836,0.057778580086596996,0.27299876435827275,0.2679557152531369,0.24727345650375593
3_pqjWhP3js9AQy3Ktm2uw,Shoxs Billiard Lounge,Toronto,The Junction,43.6653114,-79.4635943,american,2.0,3.2941176470588234,0.5736605683040811,0.18450527519796747,0.07857935177305801,0.056927264111223466,0.012966263874400173,0.0933612767392699
3a7Qby_IX7sU7O6ZsQZeOQ,RH Courtyard Cafe,Toronto,,43.7246843,-79.4541729,american,2.0,4.08,0.10460664615163201,0.15374504780151843,0.10580540535934939,0.04591803038265419,0.23435593578155853,0.35556893452328736
3cXsW6HxqW1HS4fcNCP1HQ,Pickle Barrel,Toronto,,43.7958126394,-79.4213057378,american,2.0,2.0526315789473686,0.1500800584562559,0.049761619114024866,0.07802531592567667,0.05360944258836288,0.14245844714940045,0.5260651167662792
3ohJ9WQLb5Cbb_j1zdJ-xg,Fabarnak Community Cafe and Catering,Toronto,Church-Wellesley Village,43.6665099,-79.3808819,american,2.0,4.364485981308412,0.10258404119542185,0.20165243501705316,0.016231329096680496,0.1043005632967214,0.1996825371358576,0.37554909425826555
3zyt4IW7Ic0yyeiLV7hk_w,Urban House,Toronto,Riverdale,43.6590232166,-79.3496101722,american,1.0,4.333333333333333,0.2951646012340391,0.3391249560931974,0.036301346687359105,0.0778097126878569,0.13264534146592802,0.11895404183161955
46iq4HvvVEKVjDs6aRc6eA,Chicken Tender,Toronto,,43.6980984201,-79.5027121707,american,,4.5,0.0498607211392388,0.3558821004825042,0.03580825893695071,0.4489169809690398,0.004912822073102678,0.10461911639916384
4IZsGR2mSg7jiCKKZ6VZkQ,Maggies,Toronto,Church-Wellesley Village,43.6690283,-79.3850912,american,2.0,3.238095238095238,0.10958161859500969,0.17014529587401564,0.06495762215861108,0.049295570094783484,0.4700994276336556,0.13592046564392446
4MQaqhBUJCpghGukSWNq7w,The Loose Moose,Toronto,Downtown Core,43.6452325,-79.38389699999999,american,2.0,3.7598253275109172,0.45710242804030826,0.2360202784065218,0.07794632240139217,0.09445746401020809,0.018139427568106516,0.11633407957346306
4iY-JA8swpJcLMGFit_G-g,KFC,Toronto,Downtown Core,43.6610059,-79.383213,american,1.0,1.5,0.03584130122916642,0.0,0.1862980706438137,0.45454362772874385,0.0,0.32331700039827604
4oWEqa3paBylDXRfTPB-bA,Jack Astor's Bar & Grill,Toronto,Willowdale,43.7671908,-79.4119741,american,2.0,3.338235294117647,0.3802143737358315,0.2526903289900699,0.07266464078101216,0.0674971255262219,0.016508977683261844,0.21042455328360268
4wtqTzXPPp_6vBfFQKiTGQ,Milestones Restaurants,Toronto,Ryerson,43.6567455,-79.380484,american,2.0,3.046153846153846,0.2404619987368285,0.18961368875388057,0.09207635827456868,0.06727083720133627,0.04898438568742511,0.361592731345961
53NomlztIy1NTFCtpIoP3A,Swiss Chalet Rotisserie & Grill,Toronto,The Annex,43.6667303,-79.4045057,american,,2.0,0.09787843944930129,0.12541883722275274,0.011361750159738901,0.49694971560505036,0.01485654442270891,0.2535347131404478
5K1MooOvs4A9VXnykGP3UA,Stock Restaurant Bar & Lounge,Toronto,Downtown Core,43.6495049,-79.3799351,american,3.0,3.5652173913043477,0.10899363961193288,0.20635765580005208,0.018951979091995384,0.023801667485650848,0.07834223214115348,0.5635528258692154
5N8R7ALESZ30EoAzVJtabw,The Dirty Bird Chicken + Waffles,Toronto,Kensington Market,43.654786200000004,-79.4006905,american,2.0,3.9033816425120773,0.07141898936218335,0.08990319533700486,0.026928509102612293,0.6818283164264284,0.05480615367573106,0.07511483609604025
5PO5ZIHIcaTNIiHNoRKDqg,The Kensington Cornerstone Restaurant,Toronto,Kensington Market,43.6528952,-79.4001416,american,2.0,3.3529411764705883,0.16802585016108673,0.21256838873181372,0.052255596617673976,0.10888232354810205,0.19320975497675377,0.2650580859645698
5a2WPziZW2HoW10H1ovbpQ,The Peasant Table,Toronto,Riverdale,43.659535650900004,-79.3473240556,american,2.0,4.0256410256410255,0.14101253304946787,0.26210848597593045,0.07713726628385278,0.02038434009572349,0.126482647261833,0.3728747273331925
5a2WPziZW2HoW10H1ovbpQ,The Peasant Table,Toronto,Riverdale,43.659535650900004,-79.3473240556,italian,2.0,4.0256410256410255,0.14101253304946787,0.26210848597593045,0.07713726628385278,0.02038434009572349,0.126482647261833,0.3728747273331925
5vgieFiCubi43G6ciiFhNQ,CC Lounge & Whisky Bar,Toronto,St. Lawrence,43.6479658,-79.3745153,american,2.0,4.464285714285714,0.3387129588468127,0.45933619710729195,0.030080867333693872,0.03110427415325745,0.021940414417166133,0.11882528814177772
6-u0uom4XEt42TfJBnDI8g,Zelda's Living Well,Toronto,Downtown Core,43.6677104,-79.3857339,american,2.0,3.357142857142857,0.22472723729940886,0.2609301396077022,0.09968441968890422,0.0708099225140784,0.1530571894095393,0.19079109148036705
64kpo_0UjVcy0x1o4CgyXQ,Steak & Cheese Factory,Toronto,Downtown Core,43.659909999999996,-79.37929,american,1.0,3.25,0.14912237271622558,0.09672578109066687,0.13172689966160891,0.2837356155642746,0.041688082027454436,0.2970012489397695
6AFe4y_ClT9D-CGGyikNQg,The Grand Hive Mansion,Toronto,Church-Wellesley Village,43.6672279,-79.37897480000001,american,3.0,3.6,0.15226785299772896,0.24720291872961347,0.05809398728225351,0.13747267389601975,0.11368881552242635,0.2912737515719579
6E6-PZpjz98jlbOs_a3Jtg,Riverside Public House,Toronto,Riverdale,43.658896,-79.349192,american,3.0,3.5384615384615383,0.2784862165046055,0.14900627194056804,0.07624659008633507,0.2529870507430453,0.05544363233269442,0.18783023839275176
6OL984vuQvNiHqvLfSVDXQ,Entice Restaurant & Lounge,Toronto,West Queen West,43.6440172,-79.4202565,american,3.0,3.9523809523809526,0.10674478527800749,0.24650024294100503,0.02198466281233911,0.07914808905982901,0.16014153919777127,0.38548068071104813
6cL9Z4CY8_jZt0WOqnRJOg,Shoeless Joe's,Toronto,Downtown Core,43.6654057,-79.40337770000001,american,2.0,2.769230769230769,0.45525797802637646,0.1402649939195032,0.09794712891334445,0.11068899217445154,0.0257298872877536,0.17011101967857073
6md5a6HzI8oKkBTaOecygg,EPIC Restaurant,Toronto,Financial District,43.6456407034,-79.38223958020001,american,3.0,3.923076923076923,0.08427300257225799,0.23630321462697654,0.005709182738477435,0.027178262477945192,0.11727942584865877,0.5292569117356841
6oq1tUbRkfC7Qye2SrdxMw,Tucker's Marketplace,Toronto,Etobicoke,43.689031299999996,-79.5851311,american,2.0,3.30188679245283,0.23030633083779783,0.20069561211245004,0.06915930867242555,0.04928073815853659,0.07967917349084604,0.37087883672794386
7-Pb3DdCD39RJ4ZSxG_7-g,Pepper's Cafe,Toronto,Wallace Emerson,43.6621703,-79.4446327,american,1.0,4.285714285714286,0.411513352120321,0.23501470742987096,0.1730342187216652,0.07604013290519022,0.05935612147927887,0.045041467343673765
769NudnrUxWFtJCGU66A_A,Thompson Diner,Toronto,Niagara,43.6429141584,-79.4020456979,american,2.0,3.409356725146199,0.13473635701291584,0.15276267776872102,0.14944715374747025,0.1525021795241898,0.21130928844043947,0.19924234350626388
769NudnrUxWFtJCGU66A_A,Thompson Diner,Toronto,Niagara,43.6429141584,-79.4020456979,american,2.0,3.409356725146199,0.13473635701291584,0.15276267776872102,0.14944715374747025,0.1525021795241898,0.21130928844043947,0.19924234350626388
7YmqLsiqjP20G3PtxRjBgg,The Gastro Pub,Toronto,The Beach,43.669814,-79.3000537,american,2.0,4.75,0.15333200178950457,0.2264254118860265,0.09629743684038941,0.21463942494041843,0.06024480330888948,0.24906092123477158
7v91woy8IpLrqXsRvxj_vw,Old School,Toronto,Little Italy,43.6519218754,-79.4083632901,american,2.0,3.62874251497006,0.09592040288164658,0.14534616323602373,0.027053417362147718,0.19063372052394034,0.39165533288880827,0.14939096310743322
8IqVdS0q-JpzZc1-it4lRg,Food Cabbie,Toronto,Downtown Core,43.653226000000004,-79.3831843,american,1.0,4.2,0.10401707808097886,0.09838771347828698,0.22196068326394042,0.18081580554677978,0.17771326378199073,0.2171054558480232
8ZpXbFWIY4uEnmOJMr6gyQ,Pour Boy,Toronto,Little Italy,43.655321,-79.413309,american,2.0,4.0,0.3604945146179106,0.3242146338954071,0.09541940602626135,0.06061063857029433,0.05230933208989941,0.10695147480022722
8cusyHsqMhNAsrNSMpzB1A,The 420 Smokehouse,Toronto,Cabbagetown,43.6626591,-79.3673155,american,2.0,4.0625,0.10473591394309756,0.19433124994662457,0.08265957431922925,0.3411630015882529,0.09590678201003505,0.18120347819276061
8owN7MXEQ4SC_3coyc7WPQ,Harvey's,Toronto,Upper Beach,43.666470200000006,-79.31508740000001,american,2.0,3.6,0.10649290559659508,0.02632216728026447,0.6182986858838486,0.10015663809682829,0.02060769520050479,0.12812190794195882
96X4OwboB2qCLY7tQ20wMg,Rainforest Cafe,Toronto,,43.7247752,-79.4553801,american,2.0,3.0,0.3095012577215938,0.20093711881677867,0.07123602263777307,0.06628010037982714,0.03578006937792848,0.3162654310660989
9LimxWLM3URfrCcQsUJ3yg,Breakwall BBQ,Toronto,The Beach,43.669324200000005,-79.304498,american,2.0,3.8125,0.22090300812353408,0.23968022177285883,0.027008666321259978,0.26945346641442375,0.02304343801847506,0.2199111993494484
9N_5ggeHPuWxDLb-cCkcTg,Harvey's Restaurants,Toronto,,43.7105725,-79.35746809999999,american,2.0,1.0,0.25610200682951945,0.0,0.054172195897916595,0.3487551849360128,0.0,0.3409706123365511
9Z03sjpsyM4aiSSk_yiwNA,Hard Rock Cafe,Toronto,Entertainment District,43.645268,-79.388952,american,2.0,4.5,0.25083145966603293,0.4252136755117184,0.015219099420188637,0.0,0.07791053680874846,0.2308252285933115
9cM7MCXiHuosXpD-z-ozZQ,Steve's Family Restaurant,Toronto,,43.7385253,-79.43431609999999,american,2.0,3.4242424242424243,0.13268155465471557,0.12659653570173898,0.05374064811442971,0.07251524131468619,0.3797021947189554,0.2347638254954741
9jYnZymuaW-XpMIS75YxgQ,The Beaver,Toronto,Beaconsfield Village,43.6428749,-79.4264422,american,2.0,3.9148936170212765,0.3498458767376339,0.24149668290357185,0.02361534518992007,0.025810451508502252,0.1996971085432514,0.1595345351171205
9nBk3mCFXrwH8cpBqB5pFQ,Bloom Restaurant,Toronto,Swansea,43.650181700000005,-79.479737,american,3.0,4.344827586206897,0.08018127733138138,0.3526782787437842,0.00880407095688951,0.04897489801942534,0.042134355557990236,0.4672271193905293
9vLGuYpCoV9Od2b7hoBPrg,Detroit Eatery,Toronto,Greektown,43.6773905,-79.3516998,american,1.0,4.033333333333333,0.1694943984923339,0.1773105811378234,0.22339494504932578,0.050320056858411386,0.312437154527007,0.06704286393509863
A-UC_QZwS1_gDB_masfJGA,Moxie's Grill & Bar,Toronto,Willowdale,43.764826,-79.4127798,american,2.0,3.268292682926829,0.20039075514478372,0.20494384456374246,0.056404637079948604,0.06580672291703375,0.04127610763021198,0.4311779326642796
A-UC_QZwS1_gDB_masfJGA,Moxie's Grill & Bar,Toronto,Willowdale,43.764826,-79.4127798,american,2.0,3.268292682926829,0.20039075514478372,0.20494384456374246,0.056404637079948604,0.06580672291703375,0.04127610763021198,0.4311779326642796
AMug9zQbMrdw7aM1EaMDsw,State & Main,Toronto,Etobicoke,43.645828729799995,-79.5601339742,american,2.0,3.7,0.3460532369119976,0.2227222645026366,0.13347723404154618,0.04096965841143678,0.013478224652367652,0.24329938148001523
AadEy0OQLhRhyR25xQSBqA,Balsam Restaurant,Toronto,The Beach,43.6721049,-79.2895807,american,,2.6666666666666665,0.11442303024694278,0.22325334187367174,0.00046697595882531483,0.00775416292023035,0.0,0.6541024890003296
AercPW1B2YVNK3UsiPDkTg,Nota Bene,Toronto,Queen Street West,43.6507852,-79.3880479,american,3.0,3.78125,0.09605564497530125,0.20545496161441745,0.0945328057484398,0.04701231058412853,0.014905457332207743,0.5420388197455054
Al-cFxIKoJpbPW9Roy0FEw,Swiss Chalet Rotisserie & Grill,Toronto,,43.6718021,-79.3787064,american,2.0,2.35,0.12982768599824768,0.1301362118943858,0.05260572772068615,0.4301836768832114,0.014722975641139386,0.24252372186232946
Aq4bCSpn6rWRNDWfHh2WfA,Hooters,Toronto,Entertainment District,43.6480059,-79.3905647,american,,2.6842105263157894,0.44764764452781736,0.16773084053038032,0.04754968139952294,0.18083006832986637,0.015375412262961841,0.14086635294945107
B-_lsTh8uZx98Fe_esk1aw,Brant House,Toronto,,43.645081700000006,-79.3974485,american,3.0,2.823529411764706,0.5450370178691709,0.1319901102002962,0.012767243731399827,0.004538122380416346,0.04411631988026134,0.2615511859384554
BGoh78jgne5RLAz0YY54Ng,AllStar Wings and Ribs,Toronto,Greektown,43.6779459,-79.3509916,american,2.0,3.230769230769231,0.37655245637056267,0.10054303954176638,0.10809702171137216,0.2111016616986799,0.024258928867779615,0.1794468918098392
BNDhHX-TbsEw5QKJgHB_ag,Shakes and Franks,Toronto,The Beach,43.670404229300004,-79.2984681576,american,2.0,4.285714285714286,0.06768424901370919,0.2552391767783262,0.1457885798489587,0.1970398305341378,0.09533058402894214,0.2389175797959259
BQDFlWHyabvHIlx6HGxR3Q,Pantry,Toronto,Summer Hill,43.6783169543,-79.3901964494,american,2.0,3.6666666666666665,0.13680553590706923,0.25753978650253867,0.0955609454425773,0.12482432927291798,0.33642831985411203,0.04884108302078483
BSziytE1kGwE_6Qt4gkaVw,Toast Restaurant,Toronto,Leslieville,43.66133189999999,-79.33881170000001,american,2.0,3.2857142857142856,0.07812619344034458,0.10300398187706915,0.015486542382866302,0.014249180523312543,0.5733671308930509,0.2157669708833565
BZm3QkpLhO2TBNHKd0DbBQ,Gabby's Bar and Grill,Toronto,The Annex,43.66869129999999,-79.39527700000001,american,2.0,3.282051282051282,0.38699547918600363,0.22375749632884714,0.12458125914026412,0.056728023933915905,0.029694984121840334,0.17824275728912883
Bj2g9Kgij_yOn5HQRt0BnQ,Liberty Village Market & Cafe,Toronto,Liberty Village,43.637868100000006,-79.42123520000001,american,1.0,3.9411764705882355,0.22119287019527495,0.22109877294680413,0.03967551336528957,0.1513101793514149,0.1580845691272253,0.20863809501399122
BkvUOO79b7wdTjWGYo1pqg,Gallery Grill,Toronto,University of Toronto,43.663948299999994,-79.3941405,american,3.0,4.157894736842105,0.1009045444058625,0.22098734176878146,0.009058940132408915,0.03712955733538448,0.19863466836802465,0.433284947989538
By2DQwaG2EiOxsuHnS8FoA,Vertical Restaurant & Bar,Toronto,Financial District,43.648636200000006,-79.3817439,american,3.0,4.0,0.12594368190429606,0.2906108284126941,0.011853318279523491,0.013154058693641073,0.03176328327975269,0.5266748294300926
By2DQwaG2EiOxsuHnS8FoA,Vertical Restaurant & Bar,Toronto,Financial District,43.648636200000006,-79.3817439,italian,3.0,4.0,0.12594368190429606,0.2906108284126941,0.011853318279523491,0.013154058693641073,0.03176328327975269,0.5266748294300926
ByR685ThcDqQ_bb4A1oj_Q,Tea N Bannock,Toronto,,43.671182,-79.3273557,american,2.0,4.366666666666666,0.061697125503528856,0.41424405491812527,0.09554164490288891,0.07850788521281765,0.07490244469629803,0.2751068447663413
ByrCDfyklGGk0D9O9P2Rog,Moxie's Grill & Bar,Toronto,,43.777990100000004,-79.34409140000001,american,2.0,3.425531914893617,0.22601173810907654,0.1868635959531894,0.06621093746641833,0.0916240424455933,0.050260070407701744,0.3790296156180206
ByrCDfyklGGk0D9O9P2Rog,Moxie's Grill & Bar,Toronto,,43.777990100000004,-79.34409140000001,american,2.0,3.425531914893617,0.22601173810907654,0.1868635959531894,0.06621093746641833,0.0916240424455933,0.050260070407701744,0.3790296156180206
Bz6UcQZgRkrGtDwcagvt9w,Ronnie B's Southern Kitchen & Taps,Toronto,Cabbagetown,43.6642408,-79.36810559999999,american,2.0,3.6666666666666665,0.11700625016294335,0.0773561669625903,0.017121508641381285,0.3496044838765613,0.04067695271154862,0.3982346376449752
C4O-xIlNZN6r0XzqtsVugw,Swiss Chalet Rotisserie & Grill,Toronto,Deer Park,43.6899297,-79.3949411,american,2.0,2.25,0.08831835182890088,0.05864437973234196,0.08076931015317612,0.4238608954034917,0.05118535992573846,0.2972217029563509
C6gxHfx7g0s1Y6MfDsIvog,Frank's on Kipling,Toronto,Etobicoke,43.6329480194,-79.5316218585,american,,5.0,0.23721995232988133,0.37773430052955426,0.198184331851996,0.05588493359530527,0.13097648169326317,0.0
C6uJ3mbYCuQyy9PK2rBcKw,Granite Brewery & Restaurant,Toronto,Mount Pleasant and Davisville,43.7081764,-79.38956999999999,american,2.0,3.566666666666667,0.43600517602271605,0.21085680186677985,0.06651518752153054,0.08537572085684754,0.029712895656063203,0.17153421807606298
CBMcVQlLdD5I5Vd-3PRFGw,Midtown Gastro Hub,Toronto,Deer Park,43.690091619499995,-79.3946665898,american,2.0,2.9,0.37362977403227465,0.08426394989303897,0.12541099515866216,0.04227148472265627,0.03132339482382,0.34310040136954795
CBMcVQlLdD5I5Vd-3PRFGw,Midtown Gastro Hub,Toronto,Deer Park,43.690091619499995,-79.3946665898,american,2.0,2.9,0.37362977403227465,0.08426394989303897,0.12541099515866216,0.04227148472265627,0.03132339482382,0.34310040136954795
CF2HAEZwaqpMqqHtC5c9tw,Chi-Ko-Roo,Toronto,Church-Wellesley Village,43.6651518,-79.3805922,american,2.0,3.5555555555555554,0.07542769335648586,0.2711742168024497,0.1321395901031439,0.10325117890922134,0.21043495281179833,0.20757236801690093
CMdfStxi0thj-ZLa8qD3hQ,Kwame's Fusion,Toronto,East York,43.6928414,-79.3340562,american,1.0,4.333333333333333,0.17093955516144757,0.11122611937994877,0.0220215654992176,0.3739929434844001,0.12187997067727441,0.19993984579771149
CNrbvdH2DsnWOu9vHxiKAQ,Leonard's Family Restaurant,Toronto,,43.7123304,-79.36443680000001,american,2.0,2.8181818181818183,0.16908483329334653,0.11346242924499675,0.06783940986108826,0.07269188805054484,0.3925154037440295,0.18440603580599413
CPIZ2HxNOiBqpsL3VTFnjQ,Swiss Chalet Rotisserie & Grill,Toronto,The Junction,43.67159275310001,-79.467455261,american,2.0,4.0,0.11834193044450754,0.2614767341466572,0.028345123340622842,0.27028104170042133,0.03296645347054334,0.28858871689724785
CZo5aeQpv55NKf0VG9wWEA,Wild Wing,Toronto,Corktown,43.652691100000006,-79.3754128,american,2.0,3.8333333333333335,0.43993048262716467,0.30375194552493195,0.03372902339040502,0.1491134803360453,0.009456374655020644,0.06401869346643252
ClnWjgG9IMP7EPEu9lPsTg,The Dirty Bird Chicken + Waffles,Toronto,,43.665321500000005,-79.40931979999999,american,2.0,3.7837837837837838,0.09485498517830035,0.06633540906129214,0.017372764303892677,0.6799520762452257,0.05240245085402591,0.08908231435726326
CmOFu9WDV0GsxD6QyFV4Iw,Richtree Eaton Centre,Toronto,Downtown Core,43.652465027299996,-79.3795499951,american,2.0,3.0444444444444443,0.22538239084512676,0.09475114498200446,0.18462271735257613,0.12834424639427544,0.061078562636381936,0.30582093778963526
CuR4Xxu_aHrYD0IGGRdm5Q,South of Temperance,Toronto,Downtown Core,43.6503063,-79.3793309,american,3.0,3.4047619047619047,0.4654350690097753,0.1946497056550472,0.059640256682214364,0.05499080760339328,0.0303592883140171,0.1949248727355528
CuSXvUwz5k-LEuLN0jbBZA,Aquila Restaurant,Toronto,The Junction,43.664747999999996,-79.4639477,american,2.0,3.625,0.19779551728788103,0.24366686618275327,0.017660612970966334,0.11765338133668962,0.07519062875112363,0.3480329934705862
CvsTfS2pIWwZbwusZL4x0Q,Swiss Chalet Rotisserie & Grill,Toronto,Brockton Village,43.656013200000004,-79.43524690000001,american,2.0,2.5,0.22190982236404197,0.10591247971054718,0.05472123520975234,0.35094202085828663,0.018831188177478957,0.2476832536798929
