business_id,label,size
-llrUA_TlQTWH_CMM3NTNQ,-1,3
-llrUA_TlQTWH_CMM3NTNQ,1,2
-mhBbHbh5T_hxKZUYfdexw,-1,1
-mhBbHbh5T_hxKZUYfdexw,0,1
-mhBbHbh5T_hxKZUYfdexw,1,3
-oUM2uISux96lMGeawHIOA,-1,131
-oUM2uISux96lMGeawHIOA,0,60
-oUM2uISux96lMGeawHIOA,1,360
-qYuPncpK8elgD-6Qx3v7A,-1,9
-qYuPncpK8elgD-6Qx3v7A,0,13
-qYuPncpK8elgD-6Qx3v7A,1,172
-r8SvItXXG6_T3mP5GXRAw,0,2
-r8SvItXXG6_T3mP5GXRAw,1,8
-rKuAcB5suEWKhcUiqr13w,-1,17
-rKuAcB5suEWKhcUiqr13w,0,10
-rKuAcB5suEWKhcUiqr13w,1,62
-t2b2DaLhrb2-Ngv8Tvw9w,-1,3
-t2b2DaLhrb2-Ngv8Tvw9w,0,4
-t2b2DaLhrb2-Ngv8Tvw9w,1,26
-v0d7t-7AjNzn9GzdZZGDw,0,3
-v0d7t-7AjNzn9GzdZZGDw,1,9
-vb_yx5QnIhpXUIdPVD2og,-1,1
-vb_yx5QnIhpXUIdPVD2og,0,1
-vb_yx5QnIhpXUIdPVD2og,1,4
-w2WaIQWPH4iNeJz7IZKDw,-1,5
-w2WaIQWPH4iNeJz7IZKDw,0,1
-w2WaIQWPH4iNeJz7IZKDw,1,19
-wCtRhzWJ40Z4F8mmg7kWg,-1,39
-wCtRhzWJ40Z4F8mmg7kWg,0,30
-wCtRhzWJ40Z4F8mmg7kWg,1,371
-wDNRL4lm1UgeFLG9KcrjQ,-1,30
-wDNRL4lm1UgeFLG9KcrjQ,0,18
-wDNRL4lm1UgeFLG9KcrjQ,1,106
-xEGQKqXZzvkdyVQilQtrg,-1,3
-xEGQKqXZzvkdyVQilQtrg,1,1
-xbQQR_ydEJGqYzHSF4DnQ,-1,28
-xbQQR_ydEJGqYzHSF4DnQ,0,10
-xbQQR_ydEJGqYzHSF4DnQ,1,55
-zH9u-R0pGpHbrr0G9sMyg,-1,2
-zH9u-R0pGpHbrr0G9sMyg,0,1
-zkn2p1mu9g-kbGNdM1lUA,-1,3
-zkn2p1mu9g-kbGNdM1lUA,0,1
-zkn2p1mu9g-kbGNdM1lUA,1,15
-zo0R_6vW6JlJeoX2GHA-w,-1,17
-zo0R_6vW6JlJeoX2GHA-w,0,9
-zo0R_6vW6JlJeoX2GHA-w,1,32
0-ZA4TTKlHYGIQJj06G0-w,-1,16
0-ZA4TTKlHYGIQJj06G0-w,0,20
0-ZA4TTKlHYGIQJj06G0-w,1,138
0-cZ9XfpC3vsLotOJ6Nxfg,1,3
005XmZKuJZuNbl5tGXc5SA,-1,5
005XmZKuJZuNbl5tGXc5SA,0,1
005XmZKuJZuNbl5tGXc5SA,1,15
00I_YBjgZAvd2ggZr3J0cQ,-1,3
00I_YBjgZAvd2ggZr3J0cQ,0,5
00I_YBjgZAvd2ggZr3J0cQ,1,11
014FsLbXZrHg3k1LsRgElQ,-1,3
014FsLbXZrHg3k1LsRgElQ,0,3
014FsLbXZrHg3k1LsRgElQ,1,2
01Ov9eDxKRY5k6ImMdiWLQ,-1,47
01Ov9eDxKRY5k6ImMdiWLQ,0,25
01Ov9eDxKRY5k6ImMdiWLQ,1,96
01SiPgdiOskMC5bUJoyy_g,-1,20
01SiPgdiOskMC5bUJoyy_g,0,22
01SiPgdiOskMC5bUJoyy_g,1,96
01VPJkcU0m8WzlA7dCEpVQ,-1,14
01VPJkcU0m8WzlA7dCEpVQ,0,22
01VPJkcU0m8WzlA7dCEpVQ,1,235
02Ycww2etUAxorZb5gIM8Q,-1,6
02Ycww2etUAxorZb5gIM8Q,0,6
02Ycww2etUAxorZb5gIM8Q,1,53
03Yt7kMeYihN_y6ptiXxyQ,-1,9
03Yt7kMeYihN_y6ptiXxyQ,0,7
03Yt7kMeYihN_y6ptiXxyQ,1,10
07AZL5XenCQ_-op_onKLdw,-1,65
07AZL5XenCQ_-op_onKLdw,0,40
07AZL5XenCQ_-op_onKLdw,1,440
07jQarxKd_8J_AJHD5YBqQ,-1,23
07jQarxKd_8J_AJHD5YBqQ,0,14
07jQarxKd_8J_AJHD5YBqQ,1,82
0APIz0O0c_XBDXQIWkJimA,0,4
0APIz0O0c_XBDXQIWkJimA,1,9
0BeKOp6cWw4ArB04lnyBYw,-1,2
0BeKOp6cWw4ArB04lnyBYw,1,7
0DQ31asd4IeOTI7dkZ3OXQ,-1,1
0DQ31asd4IeOTI7dkZ3OXQ,0,1
0DQ31asd4IeOTI7dkZ3OXQ,1,1
0EgYXYjt2XJL4hlsKnzrcw,-1,64
0EgYXYjt2XJL4hlsKnzrcw,0,61
0EgYXYjt2XJL4hlsKnzrcw,1,678
0Eqjt54KPklmWTsly9ltyQ,-1,6
0Eqjt54KPklmWTsly9ltyQ,0,3
0Eqjt54KPklmWTsly9ltyQ,1,4
0GmQjd_LXUyKXD_utcLuPA,-1,1
0GmQjd_LXUyKXD_utcLuPA,0,1
0GmQjd_LXUyKXD_utcLuPA,1,4
0Hcks5q-DgJbDlmEWolx4A,-1,33
0Hcks5q-DgJbDlmEWolx4A,0,29
0Hcks5q-DgJbDlmEWolx4A,1,214
0InA3Ffj8MxyQV9hgsyYcQ,-1,47
0InA3Ffj8MxyQV9hgsyYcQ,0,46
0InA3Ffj8MxyQV9hgsyYcQ,1,294
0JmCGyAqAK_yVEuZ0ts16w,-1,6
0JmCGyAqAK_yVEuZ0ts16w,0,1
0JmCGyAqAK_yVEuZ0ts16w,1,7
0LA4HKI7ydji1zwnqDbgnw,-1,3
0LA4HKI7ydji1zwnqDbgnw,0,3
0LA4HKI7ydji1zwnqDbgnw,1,28
0LL9gKKj8AWOZBYeh_tk0g,-1,2
0LL9gKKj8AWOZBYeh_tk0g,1,1
0Mhw1lD_Zwsv4Vo6oQrPWA,-1,1
0Mhw1lD_Zwsv4Vo6oQrPWA,0,4
0Mhw1lD_Zwsv4Vo6oQrPWA,1,12
0NmTwqYEQiKErDv4a55obg,-1,92
0NmTwqYEQiKErDv4a55obg,0,76
0NmTwqYEQiKErDv4a55obg,1,1087
0O3H5plJx-Cq2A80qFVW5w,1,17
0Ovh4Vn9ntMt5Ara-ZP2sA,-1,3
0Ovh4Vn9ntMt5Ara-ZP2sA,0,1
0Ovh4Vn9ntMt5Ara-ZP2sA,1,9
0Q0IgUtm3B0jnfj8YcCKfQ,-1,2
0Q0IgUtm3B0jnfj8YcCKfQ,0,2
0Q0IgUtm3B0jnfj8YcCKfQ,1,32
0QHMAUi6NdOUZ1ckXq0-sA,-1,130
0QHMAUi6NdOUZ1ckXq0-sA,0,62
0QHMAUi6NdOUZ1ckXq0-sA,1,251
0TljdWRIDQzlp4siHQ_BAQ,-1,33
0TljdWRIDQzlp4siHQ_BAQ,0,15
0TljdWRIDQzlp4siHQ_BAQ,1,29
0Tutx9JhCi_HE6MUnbh5vw,-1,1
0Tutx9JhCi_HE6MUnbh5vw,1,2
0UESjBq6_kPjCs4zPh4oEQ,-1,3
0UESjBq6_kPjCs4zPh4oEQ,0,1
0UESjBq6_kPjCs4zPh4oEQ,1,6
0VjHFdczi6Nln_nn8bucJQ,-1,15
0VjHFdczi6Nln_nn8bucJQ,0,14
0VjHFdczi6Nln_nn8bucJQ,1,104
0WPXDs4ini3D7jpiy1Daqw,-1,20
0WPXDs4ini3D7jpiy1Daqw,0,21
0WPXDs4ini3D7jpiy1Daqw,1,73
0X8G5_wbBtzwUlxonHdplA,0,4
0X8G5_wbBtzwUlxonHdplA,1,10
0X8MLdXMghaBkGFTMolZcw,-1,4
0X8MLdXMghaBkGFTMolZcw,0,3
0X8MLdXMghaBkGFTMolZcw,1,7
0XZkaHXjxHAhJc_jPtoJCA,-1,8
0XZkaHXjxHAhJc_jPtoJCA,0,5
0XZkaHXjxHAhJc_jPtoJCA,1,12
0YctfylXsdutJo8qFYnZJA,-1,4
0YctfylXsdutJo8qFYnZJA,0,5
0YctfylXsdutJo8qFYnZJA,1,14
0Yeb_P24sj6MwG2qmuehkA,-1,2
0Yeb_P24sj6MwG2qmuehkA,0,7
0Yeb_P24sj6MwG2qmuehkA,1,42
0ZVtPnEq69epPqao-RwWug,-1,5
0ZVtPnEq69epPqao-RwWug,0,4
0ZVtPnEq69epPqao-RwWug,1,10
0_aeYE2-VbsZts_UpILgDw,-1,103
0_aeYE2-VbsZts_UpILgDw,0,75
0_aeYE2-VbsZts_UpILgDw,1,843
0aw3HbxkZ4G7pkPYt10fhA,-1,35
0aw3HbxkZ4G7pkPYt10fhA,0,15
0aw3HbxkZ4G7pkPYt10fhA,1,80
0bWLkWeIcT-EnrE7SiGEBA,-1,15
0bWLkWeIcT-EnrE7SiGEBA,0,10
0bWLkWeIcT-EnrE7SiGEBA,1,126
0c6PQILCLwRZ8FIB4AEsGw,-1,25
0c6PQILCLwRZ8FIB4AEsGw,0,19
0c6PQILCLwRZ8FIB4AEsGw,1,64
0cpLF0LFQHHRFNlL0iy_Aw,-1,10
0cpLF0LFQHHRFNlL0iy_Aw,0,13
0cpLF0LFQHHRFNlL0iy_Aw,1,101
0d_aewXm7wVlaTW8Glzxdw,-1,5
0d_aewXm7wVlaTW8Glzxdw,0,12
0d_aewXm7wVlaTW8Glzxdw,1,43
0dr1FgqQSEMbaTu9SDqiIg,-1,38
0dr1FgqQSEMbaTu9SDqiIg,0,22
0dr1FgqQSEMbaTu9SDqiIg,1,145
0eZHVYDyACtVVOIgoBlV3g,-1,9
0eZHVYDyACtVVOIgoBlV3g,0,7
0eZHVYDyACtVVOIgoBlV3g,1,30
0gVPTer9PnXRmSjuHt-XgQ,-1,1
0gVPTer9PnXRmSjuHt-XgQ,1,9
0gj8bpTF6I6T_C5xyBUafw,-1,3
0gj8bpTF6I6T_C5xyBUafw,1,1
0jVLEi0Y5hfwApkpD25r6A,-1,7
0jVLEi0Y5hfwApkpD25r6A,0,4
0jVLEi0Y5hfwApkpD25r6A,1,29
0jtRI7hVMpQHpUVtUy4ITw,-1,29
0jtRI7hVMpQHpUVtUy4ITw,0,24
0jtRI7hVMpQHpUVtUy4ITw,1,188
0k6B3X0sinFB7ASe1lWg1Q,-1,2
0k6B3X0sinFB7ASe1lWg1Q,1,2
0mnnlFCploePlnEaddw63g,-1,7
0mnnlFCploePlnEaddw63g,0,3
0mnnlFCploePlnEaddw63g,1,24
0nlocywsFHQmEt8_xbHNiw,-1,12
0nlocywsFHQmEt8_xbHNiw,0,8
0nlocywsFHQmEt8_xbHNiw,1,65
0p27EjcNwTI7Ey4K_MNPww,-1,31
0p27EjcNwTI7Ey4K_MNPww,0,10
0p27EjcNwTI7Ey4K_MNPww,1,38
0pHBqJT0mzu9bO6D33Byug,-1,1
0pHBqJT0mzu9bO6D33Byug,0,1
0pHBqJT0mzu9bO6D33Byug,1,5
0qPNeqLuKE88rKbIbSZDpg,-1,74
0qPNeqLuKE88rKbIbSZDpg,0,34
0qPNeqLuKE88rKbIbSZDpg,1,166
0qet57CmMA5qUm6gPFUTpg,-1,40
0qet57CmMA5qUm6gPFUTpg,0,23
0qet57CmMA5qUm6gPFUTpg,1,64
0r9NuzpFE6l0hwVAJDnhVg,-1,6
0r9NuzpFE6l0hwVAJDnhVg,0,2
0r9NuzpFE6l0hwVAJDnhVg,1,9
0rMFhLzeq3Z2OaJ62MQXlw,-1,1
0rMFhLzeq3Z2OaJ62MQXlw,0,2
0rMFhLzeq3Z2OaJ62MQXlw,1,9
0sPOBQHlVvuhO1h-1p1ccQ,-1,8
0sPOBQHlVvuhO1h-1p1ccQ,0,7
0sPOBQHlVvuhO1h-1p1ccQ,1,42
0txNpCq2YunZSL7jHIiGlA,0,2
0txNpCq2YunZSL7jHIiGlA,1,17
0xdpv5CPpbUUch7JKBG98Q,-1,28
0xdpv5CPpbUUch7JKBG98Q,0,17
0xdpv5CPpbUUch7JKBG98Q,1,118
0xy5_iqOYWp_XRXpeb-IFQ,-1,2
0xy5_iqOYWp_XRXpeb-IFQ,1,7
0xzmIBsJQc5eUNLucFrZ0Q,-1,19
0xzmIBsJQc5eUNLucFrZ0Q,0,18
0xzmIBsJQc5eUNLucFrZ0Q,1,148
0zGeYN8ReYwVj27U7EHOJA,-1,3
0zGeYN8ReYwVj27U7EHOJA,0,1
0zGeYN8ReYwVj27U7EHOJA,1,3
0zoXYHq82haayMaV952jEQ,-1,38
0zoXYHq82haayMaV952jEQ,0,38
0zoXYHq82haayMaV952jEQ,1,306
1-mycIcKFGbvqLE60XrwnQ,-1,12
1-mycIcKFGbvqLE60XrwnQ,0,8
1-mycIcKFGbvqLE60XrwnQ,1,22
111d13yLgIdqvpZekgVnbQ,1,5
12P7GjIoq6oj7qCyJ_c0Ag,-1,14
12P7GjIoq6oj7qCyJ_c0Ag,0,8
12P7GjIoq6oj7qCyJ_c0Ag,1,11
12f7GOkkC0GZRMif-fidhQ,-1,14
12f7GOkkC0GZRMif-fidhQ,0,5
12f7GOkkC0GZRMif-fidhQ,1,30
165eSyTOWmpfDfWDXo4f6A,-1,5
165eSyTOWmpfDfWDXo4f6A,0,4
165eSyTOWmpfDfWDXo4f6A,1,30
16Fplxu-OwVmTEFxQAUP4g,-1,69
16Fplxu-OwVmTEFxQAUP4g,0,49
16Fplxu-OwVmTEFxQAUP4g,1,328
17YCQTKmq4D5sMMaY1EbqQ,-1,1
17YCQTKmq4D5sMMaY1EbqQ,0,1
17YCQTKmq4D5sMMaY1EbqQ,1,5
19MbjvDqkPG6dGxr3kvK9w,-1,3
19MbjvDqkPG6dGxr3kvK9w,0,2
19MbjvDqkPG6dGxr3kvK9w,1,7
1BtNZszIr8LvtPOhN0X4Mw,-1,12
1BtNZszIr8LvtPOhN0X4Mw,0,4
1BtNZszIr8LvtPOhN0X4Mw,1,12
1CP8aJa8ILlfM5deroar0Q,-1,48
1CP8aJa8ILlfM5deroar0Q,0,30
1CP8aJa8ILlfM5deroar0Q,1,80
1CR2ddUcjYYwRd5JLtiRrw,-1,115
1CR2ddUcjYYwRd5JLtiRrw,0,70
1CR2ddUcjYYwRd5JLtiRrw,1,391
1CWMNSTRMejdSyXBG2chNg,-1,25
1CWMNSTRMejdSyXBG2chNg,0,15
1CWMNSTRMejdSyXBG2chNg,1,94
1D-5uvzEiTljiq69uSjWHg,-1,2
1D-5uvzEiTljiq69uSjWHg,0,2
1D-5uvzEiTljiq69uSjWHg,1,7
1DP5vHxJzCDbgawv0WC3yA,-1,67
1DP5vHxJzCDbgawv0WC3yA,0,63
1DP5vHxJzCDbgawv0WC3yA,1,712
1DkpdmcxLCRXAdEi6TdOFw,-1,13
1DkpdmcxLCRXAdEi6TdOFw,0,8
1DkpdmcxLCRXAdEi6TdOFw,1,24
1FAvxOUOGGyZoYNlAXACag,-1,97
1FAvxOUOGGyZoYNlAXACag,0,49
1FAvxOUOGGyZoYNlAXACag,1,180
1FL3oE2mqq_EFAYPd1TWUg,-1,35
1FL3oE2mqq_EFAYPd1TWUg,0,13
1FL3oE2mqq_EFAYPd1TWUg,1,71
1HplwLVbBid-Bgw1sEPGFg,-1,4
1HplwLVbBid-Bgw1sEPGFg,0,3
1HplwLVbBid-Bgw1sEPGFg,1,5
1Iz9OlIJi12jLWrQYoUsAA,-1,1
1Iz9OlIJi12jLWrQYoUsAA,0,1
1Iz9OlIJi12jLWrQYoUsAA,1,5
1JgaRBX0oiRsvEhHF3ZMjw,-1,10
1JgaRBX0oiRsvEhHF3ZMjw,0,12
1JgaRBX0oiRsvEhHF3ZMjw,1,37
1Jm-fFPCAD-ZGM2J4HACXA,-1,1
1Jm-fFPCAD-ZGM2J4HACXA,0,6
1Jm-fFPCAD-ZGM2J4HACXA,1,2
1KxcxGMRy-hMwkdl9EN3KQ,-1,2
1KxcxGMRy-hMwkdl9EN3KQ,0,5
1KxcxGMRy-hMwkdl9EN3KQ,1,42
1LysYiRg6lvwb76WHMfIyw,-1,2
1LysYiRg6lvwb76WHMfIyw,1,7
1M-oyCcUluxwTid8vbBSdA,1,6
1NZNZHnGE4-FLZmU6xp3oQ,-1,19
1NZNZHnGE4-FLZmU6xp3oQ,0,5
1NZNZHnGE4-FLZmU6xp3oQ,1,9
1PFg5TTddZiTmkBq0RuqzQ,-1,1
1PFg5TTddZiTmkBq0RuqzQ,0,2
1PFg5TTddZiTmkBq0RuqzQ,1,6
1PJpo48hSChCbriXEHGSjw,-1,4
1PJpo48hSChCbriXEHGSjw,0,3
1PJpo48hSChCbriXEHGSjw,1,44
1Tak6Q-IlkDrdmLwrEZeSg,-1,5
1Tak6Q-IlkDrdmLwrEZeSg,0,8
1Tak6Q-IlkDrdmLwrEZeSg,1,41
1Uco6roZusuNYST18eqPhQ,-1,1
1Uco6roZusuNYST18eqPhQ,1,4
1VAsBosvx02jpvIUxiKvmg,0,8
1VAsBosvx02jpvIUxiKvmg,1,12
1Vvxx-9AoINg8TJXOZgEHg,-1,82
1Vvxx-9AoINg8TJXOZgEHg,0,53
1Vvxx-9AoINg8TJXOZgEHg,1,369
1WBVqmo7tgF0z0eGf4fPhQ,-1,34
1WBVqmo7tgF0z0eGf4fPhQ,0,41
1WBVqmo7tgF0z0eGf4fPhQ,1,355
1WsXLCPRP2EZ9KoBRTkSbw,-1,9
1WsXLCPRP2EZ9KoBRTkSbw,0,7
1WsXLCPRP2EZ9KoBRTkSbw,1,18
1XCR1GxL44O2hg3ehRwtMA,-1,3
1XCR1GxL44O2hg3ehRwtMA,0,2
1XCR1GxL44O2hg3ehRwtMA,1,4
1Z9rGyR3Ld2mtnOTE4pNcg,-1,9
1Z9rGyR3Ld2mtnOTE4pNcg,0,11
1Z9rGyR3Ld2mtnOTE4pNcg,1,31
1ZHBhMwi9rdXJ92QPHrWLw,-1,6
1ZHBhMwi9rdXJ92QPHrWLw,1,4
1ZhZUzFbbt1gGXDEW3JaBw,-1,3
1ZhZUzFbbt1gGXDEW3JaBw,0,5
1ZhZUzFbbt1gGXDEW3JaBw,1,42
1ZnVfS-qP19upP_fwOhZsA,-1,137
1ZnVfS-qP19upP_fwOhZsA,0,136
1ZnVfS-qP19upP_fwOhZsA,1,632
1aB0kMQNVRhhUXtb7C4Njg,-1,2
1aB0kMQNVRhhUXtb7C4Njg,0,1
1aB0kMQNVRhhUXtb7C4Njg,1,23
1aj4TG0eFq6NaPBKk6bK7Q,-1,19
1aj4TG0eFq6NaPBKk6bK7Q,0,14
1aj4TG0eFq6NaPBKk6bK7Q,1,133
1bRozVurn_mL11YGsitNMw,-1,4
1bRozVurn_mL11YGsitNMw,0,8
1bRozVurn_mL11YGsitNMw,1,4
1eyfFwXY0NCS7SMXmgl_Dw,-1,1
1eyfFwXY0NCS7SMXmgl_Dw,1,4
1fG7Xg4dLzcKIApzJiXtXw,-1,3
1fG7Xg4dLzcKIApzJiXtXw,0,2
1fG7Xg4dLzcKIApzJiXtXw,1,10
1gBBumY1aO5x4ybRYWRacA,-1,8
1gBBumY1aO5x4ybRYWRacA,0,4
1gBBumY1aO5x4ybRYWRacA,1,23
1gL9mw6HRbetCb9vOBoPQw,-1,6
1gL9mw6HRbetCb9vOBoPQw,0,3
1gL9mw6HRbetCb9vOBoPQw,1,12
1i4iRBkkNU_o_S2pY7W7kQ,-1,8
1i4iRBkkNU_o_S2pY7W7kQ,0,3
1i4iRBkkNU_o_S2pY7W7kQ,1,12
1jNteKQ2JuF6Sk1SI9X23Q,-1,11
1jNteKQ2JuF6Sk1SI9X23Q,0,13
1jNteKQ2JuF6Sk1SI9X23Q,1,62
1jxxXQYOdP91LkF2Mz9Q9Q,-1,3
1jxxXQYOdP91LkF2Mz9Q9Q,0,1
1jxxXQYOdP91LkF2Mz9Q9Q,1,3
1kVicFRGjgUrB6IezlTTdw,-1,3
1kVicFRGjgUrB6IezlTTdw,0,3
1kVicFRGjgUrB6IezlTTdw,1,23
1kqLZp0_FEMHGx-W4TjTLQ,0,3
1kqLZp0_FEMHGx-W4TjTLQ,1,8
1lRytuj8IdLMHDFl2LetxA,-1,3
1lRytuj8IdLMHDFl2LetxA,0,1
1lRytuj8IdLMHDFl2LetxA,1,7
1nM-ES-xVqL0yQGTCwtd-Q,-1,13
1nM-ES-xVqL0yQGTCwtd-Q,0,6
1nM-ES-xVqL0yQGTCwtd-Q,1,40
1oJG7PcNNNfazaSLOxwmmQ,0,1
1oJG7PcNNNfazaSLOxwmmQ,1,2
1qTx9z8RMz7RIYKAfnpZ0A,-1,19
1qTx9z8RMz7RIYKAfnpZ0A,0,7
1qTx9z8RMz7RIYKAfnpZ0A,1,68
1skTxDMBQSpElbLfhBgmVQ,-1,11
1skTxDMBQSpElbLfhBgmVQ,0,4
1skTxDMBQSpElbLfhBgmVQ,1,12
1tJdRIuyH9UY_35yfn_uyg,-1,6
1tJdRIuyH9UY_35yfn_uyg,0,2
1tJdRIuyH9UY_35yfn_uyg,1,4
1tUUCVKiFRfocWjKJgL3Gg,-1,1
1tUUCVKiFRfocWjKJgL3Gg,1,3
1tinvR_pRVARKO_JGC-IHw,0,2
1tinvR_pRVARKO_JGC-IHw,1,1
1uAYx8wgiRXNB_I9g1n8eQ,-1,3
1uAYx8wgiRXNB_I9g1n8eQ,0,3
1uAYx8wgiRXNB_I9g1n8eQ,1,46
1yAUftiOsCEkZ4B1UsdxRQ,1,4
1yAbNyUgJhOjCz9EcOCWdA,-1,12
1yAbNyUgJhOjCz9EcOCWdA,0,5
1yAbNyUgJhOjCz9EcOCWdA,1,23
1ziIZL9P77FrsXS4_NMiDQ,-1,1
1ziIZL9P77FrsXS4_NMiDQ,1,2
