business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Waiting Time,Pizza,Price,Pasta/Chicken,Customer Service,Atmosphere
0xdpv5CPpbUUch7JKBG98Q,Sirio Ristorante,Las Vegas,The Strip,36.1068839544,-115.174226761,italian,3.0,3.6535433070866143,0.2904629905701912,0.026500802135674944,0.13791011446033857,0.3240519855162555,0.1490899322000557,0.07198417511748414
0xzmIBsJQc5eUNLucFrZ0Q,Stratta,Las Vegas,The Strip,36.1260652563,-115.17215976799999,american,3.0,3.7254901960784315,0.27222773148655505,0.11628697537597843,0.15434059021622046,0.2793416704716444,0.09101296963531401,0.08679006281428797
0xzmIBsJQc5eUNLucFrZ0Q,Stratta,Las Vegas,The Strip,36.1260652563,-115.17215976799999,italian,3.0,3.7254901960784315,0.27222773148655505,0.11628697537597843,0.15434059021622046,0.2793416704716444,0.09101296963531401,0.08679006281428797
12P7GjIoq6oj7qCyJ_c0Ag,Little Caesars Pizza,Las Vegas,Northwest,36.247393200000005,-115.2096463,italian,1.0,3.0,0.2744579017052471,0.46049308896701635,0.09073421592028967,0.03783021157977873,0.04456691756239095,0.09191766426527723
1FAvxOUOGGyZoYNlAXACag,Dal Toro Ristorante,Las Vegas,The Strip,36.124268,-115.16950700000001,italian,2.0,3.3451776649746194,0.36415695976342594,0.037933075601742514,0.16790838175752593,0.1865639385820795,0.11688164296140786,0.12655600133381845
1Iz9OlIJi12jLWrQYoUsAA,Chianti Cafe,Las Vegas,Summerlin,36.1936092,-115.3040091,italian,2.0,4.2,0.1789872204390622,0.08738057726679094,0.1251483593821467,0.3139176230951676,0.051530780685057766,0.24303543913177483
1JgaRBX0oiRsvEhHF3ZMjw,Upper Crust Pizza,Las Vegas,Summerlin,36.1929381,-115.3055866,italian,1.0,4.166666666666667,0.06051442964250867,0.5027346787996751,0.12521892604626336,0.10141423253840813,0.05859256489432431,0.1515251680788202
1Tak6Q-IlkDrdmLwrEZeSg,Off the Strip Just Real Food,Las Vegas,Spring Valley,36.099571818899996,-115.30722210200001,american,2.0,3.977272727272727,0.25995589745558395,0.04923093026351025,0.20155252278591115,0.2024700597045416,0.08752416449017086,0.1992664253002823
1Tak6Q-IlkDrdmLwrEZeSg,Off the Strip Just Real Food,Las Vegas,Spring Valley,36.099571818899996,-115.30722210200001,italian,2.0,3.977272727272727,0.25995589745558395,0.04923093026351025,0.20155252278591115,0.2024700597045416,0.08752416449017086,0.1992664253002823
1WBVqmo7tgF0z0eGf4fPhQ,Pastaidea,Las Vegas,Summerlin,36.196944,-115.26211699999999,italian,2.0,4.654255319148936,0.08797707972319219,0.016347850534503296,0.14384836513863616,0.39772965077981787,0.1536978309380956,0.20039922288575499
1eyfFwXY0NCS7SMXmgl_Dw,Bertolini's Authentic Trattoria,Las Vegas,Westside,36.1449499,-115.301818,italian,2.0,4.75,0.19965891751278703,0.008242415007906371,0.12664809968730548,0.2678626353462931,0.14281270944933985,0.2547752229963681
21sGRVR7HEs_t6PdB9tGMw,Angelina's Pizzeria,Las Vegas,,36.0852347,-115.20739579999999,italian,2.0,3.913793103448276,0.17139134262890385,0.3729427786601514,0.13689379772775756,0.10739659605621171,0.08966821825594128,0.12170726667103439
2O_b-IAAW7SoPt__RX1Kww,Buca di Beppo,Las Vegas,The Strip,36.113615837,-115.169611573,italian,2.0,3.5714285714285716,0.2769164807005769,0.032680662390065236,0.22175790989003036,0.22357386018655986,0.12435654554382766,0.12071454128893994
2SfSzEd3B7WimeZac23zhg,Leoné Café,Las Vegas,Westside,36.166996958,-115.286524787,italian,2.0,4.445045045045045,0.176057336454633,0.018948244230113927,0.2116407566262563,0.13016023635383986,0.14878907070886782,0.31440435562628927
2bK1ng2mnRdtTh_BDNGmIg,North End Pizza,Las Vegas,Centennial,36.2777222,-115.28630929999999,italian,2.0,3.965,0.07210461396212552,0.5107139549477646,0.09501665919712458,0.0944658806435722,0.06460377885132358,0.1630951123980893
30TxDt2V8G7FWXsKaEKA9A,Marco's Pizza,Las Vegas,South Summerlin,36.128052000000004,-115.31455600000001,italian,2.0,4.466666666666667,0.08579103616332405,0.45297268432866145,0.13663961528833246,0.10015865152537723,0.07213820981353662,0.1522998028807681
35sOd4isS-SJi92Yknn-Xg,Bella Luna Ristorante Italiano,Las Vegas,Westside,36.1431878,-115.26365009999999,italian,3.0,4.5,0.29521695360458955,0.033009891081473744,0.27851267343312897,0.11537140134831139,0.14405244056111885,0.1338366399713776
36ckWelVitpgX16g7lecqA,Canaletto Ristorante Veneto,Las Vegas,The Strip,36.12186320000001,-115.16964909999999,italian,2.0,4.318181818181818,0.226630966500363,0.04292856228592335,0.254792783871278,0.2059355687247111,0.1509933331436006,0.11871878547412398
38fDU-Bh7eD2oETpF24pAA,Made In Italy Pizzeria Romana,Las Vegas,Spring Valley,36.089649,-115.242873,italian,2.0,4.888888888888889,0.013964089528384306,0.5474721934898767,0.09535577159488252,0.060225840589894344,0.13802834453121224,0.14495376026575
45513UgSlMqWV_yAPVkXrg,Verona Pizza,Las Vegas,Eastside,36.115082539899994,-115.148105845,italian,1.0,4.130434782608695,0.09530025200807202,0.4616501774569001,0.11605687522909838,0.1266471551874421,0.11435345495606096,0.08599208516242643
46JVW4pwLDRIye4gYJboSw,Terra Rossa,Las Vegas,South Summerlin,36.1572810451,-115.333614349,italian,3.0,3.432098765432099,0.24101869367055473,0.0431311819992847,0.1189151181717728,0.3865004054554763,0.1092933091258178,0.10114129157709362
4EfiNcKSsafogIhAjwv0gg,Rustica Pizzeria,Las Vegas,Spring Valley,36.1003949,-115.3047985,italian,2.0,4.26890756302521,0.09678682126538997,0.38468306850814604,0.14747091361640188,0.1211909069762465,0.06844538364378772,0.18142290599002797
4KmrrhtfnngTVFa2d5LAjg,Allegro,Las Vegas,The Strip,36.127858,-115.16596899999999,italian,3.0,3.963696369636964,0.26208531873406393,0.1409973358145786,0.16995632820081588,0.20651354916610137,0.13810610325743652,0.08234136482700417
4Odbtgh9g8XUKorRg7MTHg,Italian American Club Restaurant,Las Vegas,Downtown,36.145455149600004,-115.116317666,italian,2.0,4.681528662420382,0.24487752056519568,0.007444515189290875,0.19252756079198013,0.15531084364309766,0.22391053492286309,0.17592902488757267
4VkLiFoIEjTTpbCRgxjnCQ,Spaghetty Western,Las Vegas,Southwest,35.9951546506,-115.20635056399999,italian,2.0,4.51953125,0.13232819072402224,0.03600689430164756,0.16508187030032884,0.2592602212325708,0.19515982435796297,0.21216299908346764
4nhQy38y-PnkY1qALNBTeQ,Antonio's Italian Ristorante,Las Vegas,,36.175,-115.136389,italian,3.0,4.428571428571429,0.24708058688293866,0.006674962482287798,0.09718212683861445,0.46073472379747643,0.1473836598901745,0.040943940108508256
4yJVSK-Q5UkED6RjORRssA,El Congo Restaurant,Las Vegas,,36.2020465,-115.24176659999999,italian,2.0,4.714285714285714,0.16736614333539385,0.014638906266673496,0.24709414421398382,0.19267637790724726,0.19326609884876378,0.18495832942793783
5CJOaZc8Muu8WothauxQ4g,Pizza Forte,Las Vegas,Eastside,36.110267,-115.15533700000002,italian,1.0,3.875,0.11641173393097747,0.5300912138312774,0.09838489676876451,0.05623463609814986,0.04373844785950801,0.15513907151132256
5NUHLYoZS_iCp2JSt5tQZQ,Mr B's Bar & Grill,Las Vegas,Eastside,36.120094,-115.154214,italian,2.0,4.153846153846154,0.33525952111999974,0.09632993071213108,0.2179411569506857,0.08935382447936877,0.12100180219634976,0.14011376454146496
5YKsKS3nzdkwu37ORT9oiQ,Pizza Lounge,Las Vegas,Westside,36.1675004657,-115.28591964399999,italian,2.0,3.9310344827586206,0.1553885410366183,0.39797492095855014,0.15179566128042798,0.08277345041590499,0.05393832728974814,0.1581290990187505
5gZ4k_mdDOcEmCG4wHVH-g,Rhodes Ranch Club House Restaurant,Las Vegas,Southwest,36.042984999999994,-115.28893799999999,american,2.0,3.0,0.4638039646072605,0.03304562034795447,0.0990530328809699,0.11296209728877381,0.11245964882182737,0.178675636053214
5gZ4k_mdDOcEmCG4wHVH-g,Rhodes Ranch Club House Restaurant,Las Vegas,Southwest,36.042984999999994,-115.28893799999999,italian,2.0,3.0,0.4638039646072605,0.03304562034795447,0.0990530328809699,0.11296209728877381,0.11245964882182737,0.178675636053214
5gv6AqHXfi3gJV4fb432Vw,Little Italy Pizza,Las Vegas,Chinatown,36.122364000000005,-115.19081489999999,italian,1.0,4.367816091954023,0.10393356012753673,0.3271576767006007,0.1501356209181946,0.10928850317734762,0.10931826578949182,0.2001663732868288
5keoVVM81g-nJw0Zdpl1nA,Evel Pie,Las Vegas,Downtown,36.1692398,-115.1400789,italian,1.0,4.474474474474475,0.09021333725853144,0.42666377612968,0.16256766583505136,0.03633882222107708,0.09278204007178133,0.19143435848387896
60uVlCUiLJvq3xNo_3bhQQ,Carmine's Pizza Kitchen,Las Vegas,Spring Valley,36.0690513,-115.2987628,italian,2.0,4.532467532467533,0.08548178221160203,0.4030884968713143,0.1415601465651665,0.10471996537968462,0.10185117670006487,0.16329843227216773
64o_nYvzIKwHFOSYSEm-qw,Joe's New York Pizza,Las Vegas,Southeast,36.052027100000004,-115.17155,italian,2.0,4.238095238095238,0.07959468439220589,0.4998787987773982,0.10072400196742577,0.08813838505399979,0.09111666795435835,0.14054746185461228
6H8xfhoZ2IGa3eNiY5FqLA,Trattoria Nakamura-Ya,Las Vegas,Chinatown,36.1266205315,-115.20995189700001,italian,2.0,4.318302387267905,0.15268656460083774,0.010383793182794835,0.11261295369986916,0.45259592723453324,0.1157243795129414,0.15599638176902314
6Na0jTJjX5GQY_ZJ53G02A,Verrazano Pizza,Las Vegas,Southeast,36.0410492,-115.12081,italian,1.0,4.25,0.07223911764339593,0.49190102983833556,0.11917711892693639,0.08578544855916316,0.07903665087557919,0.15186063415658968
6PqYwabO2g1r2ZB7eImOiw,Olive Garden Italian Restaurant,Las Vegas,Northwest,36.218748,-115.2444449,italian,2.0,4.0583941605839415,0.29676632699964256,0.023581909959021097,0.19876423946814425,0.23664586877647945,0.1253341582711625,0.1189074965255503
6TQ0gCdAqaBbuDyCGa0joA,Masso Osteria,Las Vegas,South Summerlin,36.156957301599995,-115.33312606700001,italian,3.0,4.018867924528302,0.26676597720829165,0.022274158979305625,0.14450184750720538,0.2609665536770109,0.20948080399859526,0.09601065862959135
6bVEM9jD-mpU4WNXcJ9tHA,New York Pizza Ribs & Wings,Las Vegas,Westside,36.160118881500004,-115.234851616,italian,1.0,4.506666666666667,0.12829924963997272,0.3582464153138507,0.14739834995830692,0.10206813924162458,0.09125980601264061,0.17272803983360444
6jDD-Z8QcsKTdIDWwM8gog,Anna Marie's Italian Cuisine,Las Vegas,Spring Valley,36.1016027,-115.31422079999999,italian,2.0,4.5,0.15193626657200912,0.1436860204727423,0.1891980213699256,0.20964268340981845,0.16266480530939745,0.1428722028661069
6lJB8vc2zNpHpZLuBxGU5A,Italian Delights,Las Vegas,,36.240852600000004,-115.0789297,italian,1.0,3.0,0.11422676592215826,0.12495814407823366,0.13925216511302466,0.3233828815141812,0.034408409884270824,0.2637716334881315
6rjqU2x9A6BErUxh6THz6A,Vinny-Boy's Italian Market Place,Las Vegas,Westside,36.145787,-115.1906168,italian,1.0,3.7142857142857144,0.11321925251251438,0.059391299195999676,0.17710513092397392,0.3095522845056139,0.056062205479458525,0.2846698273824395
74C1z6cqEdvJVgETTcEodw,Portofino by Chef Michael LaPlaca,Las Vegas,The Strip,36.121305,-115.175582,italian,3.0,4.19921875,0.25234469222321304,0.005228436066648578,0.15257432241033528,0.2854551858648651,0.21874197859842193,0.08565538483651598
78TC3sZSYBzBsSJ0z5pyhw,Le Provencal,Las Vegas,The Strip,36.112500638,-115.170578957,italian,3.0,3.1235955056179776,0.304652932714827,0.033064331410834334,0.09930224005098182,0.35794329478290005,0.08005978901411491,0.12497741202634192
7NucoWCjPzZyRPjsVR28xQ,Bonanno's New York Pizzeria,Las Vegas,The Strip,36.1027894454,-115.169889609,italian,2.0,3.5636363636363635,0.127302122400897,0.4995044278526775,0.08057718329698468,0.1309269733516329,0.06391619935469811,0.0977730937431097
7RidnmyYyH0cfcX2x7buag,Siena Bistro,Las Vegas,South Summerlin,36.107853999999996,-115.324773,american,2.0,4.1875,0.30783410450860443,0.011425741441929468,0.23439734076652755,0.18987654607294716,0.1659369685958364,0.09052929861415492
7RidnmyYyH0cfcX2x7buag,Siena Bistro,Las Vegas,South Summerlin,36.107853999999996,-115.324773,italian,2.0,4.1875,0.30783410450860443,0.011425741441929468,0.23439734076652755,0.18987654607294716,0.1659369685958364,0.09052929861415492
7fxebHYUwIF6CakxSr70iQ,Carnevino,Las Vegas,The Strip,36.1248436068,-115.168655058,italian,4.0,3.910665451230629,0.3361114847413466,0.010114988243533785,0.1316270713073925,0.24635073324981394,0.1945456220031532,0.08125010045476046
82-wE5pkxyBKhfxyyZap_A,Cafe Modena,Las Vegas,Southeast,36.057301200000005,-115.1285587,american,1.0,4.037037037037037,0.17459402313426975,0.31182155821405516,0.07393652822571647,0.22965376683739083,0.062341152000222805,0.1476529715883449
82-wE5pkxyBKhfxyyZap_A,Cafe Modena,Las Vegas,Southeast,36.057301200000005,-115.1285587,italian,1.0,4.037037037037037,0.17459402313426975,0.31182155821405516,0.07393652822571647,0.22965376683739083,0.062341152000222805,0.1476529715883449
83C5ysOCnmNGB_fDsVdr9Q,Brothers Italian Bistro,Las Vegas,Centennial,36.271482899999995,-115.2605999,italian,2.0,3.8095238095238093,0.1605600768059566,0.3870923794972583,0.0765538236732128,0.2031399925563409,0.07468741869002703,0.09796630877720432
8dSIAoz_UphMGpZr_uMing,Rosati's,Las Vegas,Southwest,36.0417005407,-115.24190851899999,italian,2.0,4.1909090909090905,0.09371096685348315,0.4192794331601637,0.13891665515254867,0.11376145799899597,0.08000641363095566,0.15432507320385289
8lZtLSeJVg28Gb75iklmmQ,East Side Pizza,Las Vegas,Westside,36.1604696,-115.28988909999998,italian,2.0,4.0125,0.07876283158671463,0.4584294872044462,0.08996793100297824,0.14632396275928372,0.07123682740010635,0.15527896004647074
8olG8J91NG_QU92WHG5QfA,Amore Taste of Chicago,Las Vegas,Spring Valley,36.119189,-115.27973329999999,italian,2.0,4.222011385199241,0.10896158505546634,0.3996963663607563,0.11966166072566262,0.13963568476197688,0.08845115396460608,0.14359354913153247
8pmGz3Lg4f_r7HdDZPa4dQ,Payless Pizza,Las Vegas,,36.0994967,-115.22008559999999,american,1.0,4.684027777777778,0.07734211551591237,0.3981124236432432,0.12887339315928753,0.10142011936218155,0.13187318092012626,0.1623787673992487
8pmGz3Lg4f_r7HdDZPa4dQ,Payless Pizza,Las Vegas,,36.0994967,-115.22008559999999,american,1.0,4.684027777777778,0.07734211551591237,0.3981124236432432,0.12887339315928753,0.10142011936218155,0.13187318092012626,0.1623787673992487
8pmGz3Lg4f_r7HdDZPa4dQ,Payless Pizza,Las Vegas,,36.0994967,-115.22008559999999,italian,1.0,4.684027777777778,0.07734211551591237,0.3981124236432432,0.12887339315928753,0.10142011936218155,0.13187318092012626,0.1623787673992487
8qAtou9A4ksXGkjyLibWDg,D. Vino,Las Vegas,The Strip,36.104917057600005,-115.174168257,italian,2.0,3.8828125,0.30545709423251355,0.05098695394849767,0.19900267020305465,0.2547140883769381,0.11317294777464368,0.07666624546435243
8yiLVWzJyyTEhYE0fVNvlA,Il Mulino New York,Las Vegas,The Strip,36.119468,-115.173077,italian,4.0,4.2984496124031,0.28331855919950644,0.00950772576130043,0.14348523382457354,0.2427199496024418,0.23162499080161936,0.08934354081055866
94dJrwA458khavCv5i7gKA,DiMartino's Italian Restaurant,Las Vegas,Southeast,36.029664700000005,-115.13615259999999,italian,2.0,3.6363636363636362,0.15214883372485377,0.04825008871969417,0.07673612163663156,0.5500709335680017,0.08216077206228445,0.09063325028853432
9IpKGHaPy3hhXo9g5Bt7lg,Metro Pizza,Las Vegas,,36.1184484856,-115.209104221,italian,2.0,4.099137931034483,0.09065625451673555,0.5005287786045113,0.10344716339158956,0.1107325690782766,0.07664179936306495,0.11799343504582192
A8CbZwWOPsd_9wrJlv94Lw,Dal Italia,Las Vegas,Eastside,36.1149304,-115.0709505,italian,1.0,4.357142857142857,0.1329690746506766,0.3927880083943589,0.0980823738055332,0.15188657163752664,0.02904513947947782,0.19522883203242683
AMTNJbYbu0OMMAkx4meQxw,Circo,Las Vegas,The Strip,36.111990000000006,-115.177001,italian,4.0,3.895348837209302,0.3695872010411956,0.021549225778754084,0.1356432536947347,0.2425255787605259,0.1528245982190895,0.07787014250570064
AN0bWhisCf6LN9eHZ7DQ3w,Los Olivos Ristorante,Las Vegas,Eastside,36.1291778,-115.09248329999998,italian,2.0,4.94,0.09328887688520966,0.04681148627935678,0.12413724866334956,0.2891982662639052,0.26347214526257,0.18309197664560872
ANAGlfG4ELW3jiO62GQ1zw,Corsa Cucina,Las Vegas,The Strip,36.1268768,-115.16587320000001,italian,3.0,3.8333333333333335,0.3390306709931161,0.04036000916524537,0.12481342515963877,0.3354399268969354,0.07902013742831754,0.08133583035674699
AOEHe6uKrnC_Aje3kT8-7w,Angelo's Pizza  Kitchen,Las Vegas,Northwest,36.2384845,-115.2245482,italian,2.0,4.153846153846154,0.10314486787589344,0.4548035479464464,0.11699896561562215,0.125427579108,0.10370076705599371,0.09592427239804426
AQKOuwrOCacAhd-jfFMABA,Carmine's Pizza Kitchen,Las Vegas,Downtown,36.145768200000006,-115.13665859999999,italian,2.0,3.076923076923077,0.16095406679498764,0.45879195404889156,0.08146604956272513,0.1309180491754891,0.06779604456791696,0.10007383584998952
AZlnpvILz5cEWJifjr2CSQ,Roma Deli II and Wine Shop,Las Vegas,Westside,36.1445144,-115.27752199999999,italian,2.0,4.462686567164179,0.14784652177016944,0.02899647572259943,0.17593011284658688,0.2614143874450539,0.15755514349393393,0.22825735872165648
Ay34xZOFax3X23zaA3nwdg,Roma Deli 1 & Restaurant,Las Vegas,Chinatown,36.125289,-115.21999299999999,italian,2.0,4.535564853556485,0.1242746006136643,0.02306337097695622,0.15129126775717358,0.275702476993543,0.1845146827987599,0.24115360085990295
B3GjNu23NqsbGnhcth_MNw,Palermo Pizza Kitchen,Las Vegas,Spring Valley,36.086549299999994,-115.2438663,italian,1.0,4.0,0.11043118581738548,0.7971865574275491,0.025106221204560693,0.0,0.0,0.06727603555050467
BCORM4dEleJXnyPXoaH3HQ,Giovanni's,Las Vegas,Southeast,36.0559061,-115.1163475,italian,2.0,4.125,0.12057579445250034,0.20745344617007083,0.08103908243346147,0.19022966983081677,0.17433235230993935,0.22636965480321122
BOQOuwSNhfKx1xvKtONsBg,Settebello Pizzeria Napoletana,Las Vegas,Westside,36.1472606377,-115.29965858899999,italian,2.0,4.2274143302180685,0.12195865229714077,0.4533584537120925,0.132158251678896,0.06780091327382992,0.09508769055459394,0.12963603848344712
BX-bp0raoO-V1phG66Q9SA,Aroma Garden Cafe,Las Vegas,Spring Valley,36.0816179,-115.24300890000002,italian,2.0,5.0,0.06702411362473067,0.0,0.16835404256275902,0.5495238198189218,0.04442980334669763,0.1706682206468908
Bb75P8jpxGGtFUzKbA7XFg,Pop N' Sons,Las Vegas,,36.0874170513,-115.183385576,american,,5.0,0.07314965153391463,0.054357189870332695,0.2073012611951285,0.19168782699384065,0.3782538678256516,0.09525020258113187
Bb75P8jpxGGtFUzKbA7XFg,Pop N' Sons,Las Vegas,,36.0874170513,-115.183385576,italian,,5.0,0.07314965153391463,0.054357189870332695,0.2073012611951285,0.19168782699384065,0.3782538678256516,0.09525020258113187
BflNpVLfFQujE5uBHUgcFg,Don Antonio's Pizzeria,Las Vegas,Spring Valley,36.1081393459,-115.27829026299999,italian,,3.5,0.11372020331374422,0.25326300456035633,0.016414611697300675,0.3616724834332644,0.003960590252936988,0.25096910674239736
BvV9SSaQhC4fvpC3XyQjjA,Island Flavor,Las Vegas,The Strip,36.1067305,-115.1719754,italian,1.0,3.6666666666666665,0.08660386807393615,0.03749506838102545,0.22637821231940783,0.12258396322531322,0.07713613929757349,0.4498027487027439
By7P2EBBvhqoSDj8PnQa8g,D.O.C.G. Enoteca,Las Vegas,The Strip,36.1092162,-115.1732212,italian,3.0,3.946308724832215,0.23806117796770176,0.14677124189089463,0.1514241989082464,0.24241584963460303,0.1307087663247074,0.09061876527384671
CIu7ybFJhERiWzugrkPb8g,The Grill At Valentino,Las Vegas,The Strip,36.1226902,-115.1701939,italian,4.0,4.142857142857143,0.2324567448484987,0.003091748815967682,0.14721083822493922,0.33557833863456216,0.1825397814108868,0.09912254806514544
CR2DMfg3uP02PKT_fuygIw,Lefty's Pizza,Las Vegas,Southeast,36.0070206,-115.1462553,italian,1.0,4.303921568627451,0.07270285129295948,0.5023479389867685,0.08767477496082106,0.10059873321821955,0.07099730757057586,0.16567839397065556
CSaVK9wgqe2_tQuuCDINyQ,Frankie's Pizza,Las Vegas,Southeast,36.034614000000005,-115.11915790000002,italian,2.0,4.7625,0.046198848503530406,0.4011521282849171,0.148409336655777,0.1343230846343135,0.11615748666463124,0.15375911525683067
CZF9Nm8CFY2R9ZhfwYIARQ,Giuseppes Bar & Grille Las Vegas,Las Vegas,Spring Valley,36.078641999999995,-115.279971,american,2.0,3.9835164835164836,0.210725935995569,0.08963155689790601,0.1754138964895752,0.2282516746988329,0.13301022897998555,0.16296670693813162
CZF9Nm8CFY2R9ZhfwYIARQ,Giuseppes Bar & Grille Las Vegas,Las Vegas,Spring Valley,36.078641999999995,-115.279971,italian,2.0,3.9835164835164836,0.210725935995569,0.08963155689790601,0.1754138964895752,0.2282516746988329,0.13301022897998555,0.16296670693813162
CvpXZRF-I7wfm19dW1jOXA,Mark Rich's New York Pizza & Pasta,Las Vegas,Summerlin,36.159290696999996,-115.350952173,italian,2.0,3.8646616541353382,0.13443083244044465,0.35238769694680844,0.13592961312556362,0.13357199462527447,0.0864425880133796,0.1572372748485291
DESv2ys6SjBKA4SyDtJvxw,Ferraro's Restaurant,Las Vegas,Eastside,36.109198342199996,-115.151955374,italian,3.0,4.436339522546419,0.2594633767860176,0.01325209503379294,0.18081624951772912,0.18158831338551498,0.23727520761616533,0.12760475766077994
DGDBFpZk-NIvah4M7MtDDg,Pizzeria Fracesco's,Las Vegas,The Strip,36.124748,-115.172082,italian,1.0,4.0,0.2470034198717059,0.4114174648499596,0.02427154256375584,0.07388675280913336,0.045407009899176724,0.19801381000626872
DHa-YDvcs_0LeOT9ojUQWw,Magura's,Las Vegas,Southeast,36.0993309,-115.1285043,italian,1.0,5.0,0.040578092657770445,0.24818624148012966,0.33917313905889757,0.08429389052046458,0.12886223900800667,0.15890639727473105
DLJCwHGtbAV31UQ1lnIjlw,Siena Italian Authentic Trattoria and Deli,Las Vegas,Westside,36.1449499,-115.301818,italian,2.0,4.117647058823529,0.24361103721515018,0.03923940900031012,0.18934702426184336,0.23012343917499722,0.1371231275682188,0.1605559627794801
DZwXQUa5KGUcJ0y4TO1pFQ,Brother's Italian Bistro,Las Vegas,Northwest,36.240299,-115.2499187,italian,2.0,3.9056603773584904,0.13154604464111103,0.3564765876634476,0.11337184921473577,0.14886588362868092,0.08416348890505726,0.1655761459469674
D_mVIUu5XyrHz-7U_z_pDg,Nove Italiano,Las Vegas,,36.114483,-115.194814,italian,3.0,4.191685912240184,0.31605207236447885,0.017946874594430846,0.16231777885839718,0.1817060791293618,0.24020675369413513,0.08177044135919602
EBnR5M6upBcHfMK4063_Sw,Mob City Pizza,Las Vegas,,36.1075559,-115.22574159999999,italian,1.0,4.363636363636363,0.12232204937972325,0.492707684860737,0.061480105212382626,0.09287691267997532,0.10116132143940684,0.12945192642777506
ENaLdbV5Z3ZctxUgQZjwhw,Judit's Bistro,Las Vegas,Spring Valley,36.086456899999995,-115.2437024,italian,1.0,3.4444444444444446,0.11020031653014471,0.33468153834803543,0.0030199196072545464,0.27397809050811717,0.051002003876676895,0.22711813112977128
E_jLyf_YuGgMP_rw8tvNSA,Niko's Pizza Las Vegas,Las Vegas,Spring Valley,36.106477000000005,-115.29806570000001,italian,2.0,4.870466321243524,0.09102557608535446,0.48949673669008953,0.10587755509350395,0.07244263925203784,0.1340586746376404,0.10709881824137386
EbSX56Nddv-AcYlt58m0kg,Cafe Verdi,Las Vegas,Eastside,36.116132799999995,-115.13784469999999,italian,2.0,3.024390243902439,0.2194109182334027,0.35203150707413416,0.08727644428649088,0.19015349711588556,0.03568268296654912,0.11544495032353753
Ehy00JWQixgoXzisVKhvag,Cucina by Wolfgang Puck,Las Vegas,The Strip,36.107676716,-115.17506169,italian,2.0,4.2377622377622375,0.1977749506501032,0.1485672105745805,0.1924076503703237,0.22813155813011052,0.14950741941497775,0.08361121085990435
