business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Waiting Time,Dim Sum,Dumplings,Noodles/Soup,Chicken Rice,Customer Service
1yAbNyUgJhOjCz9EcOCWdA,Forestview Chinese Restaurant,Toronto,Chinatown,43.6533314,-79.3967309,chinese,2.0,3.3214285714285716,0.2138712152967752,0.46355524274508214,0.050923959084333746,0.020715811879446773,0.061942440316689926,0.18899133067767226
2FImjoBv0qvq9NumhcVOyA,South Asia Malaysian Cuisine,Toronto,Milliken,43.8146311,-79.2932514,chinese,2.0,3.488372093023256,0.26472984739622407,0.011778838595389031,0.007576271005585933,0.1564443823330389,0.37861635163930735,0.1808543090304547
2OB0p5idPAicilqf_wzHLQ,Oxtail Pho & Banh Mi,Toronto,Little Italy,43.6518091,-79.40893740000001,chinese,2.0,4.15,0.21257659888890043,0.012949562614025748,0.03564610872361758,0.1829441152892691,0.14027551064279534,0.41560810384139185
2Q89PhkcyT9uZnQORmqMKg,House of Gourmet,Toronto,Chinatown,43.6532248,-79.3972469,chinese,2.0,3.8870292887029287,0.2750726668208399,0.024878715645677014,0.056811297634834834,0.18014065869362642,0.16692245658653437,0.2961742046184875
2SyYW8GiDZsqtPb-aCbosg,Noodle King,Toronto,Downtown Core,43.6511809,-79.3844646,chinese,1.0,4.181818181818182,0.07306657662343327,0.014299996524266985,0.04250682303007991,0.5112574742277788,0.12229794442015322,0.23657118517428755
2TPyzxqlhIRYqd6zi317Lw,Umami Hakka,Toronto,Etobicoke,43.7248619,-79.5508426,chinese,2.0,4.833333333333333,0.12787013078375575,0.0014840580953987433,0.008501144390734678,0.0720418217239904,0.3842139724127776,0.4058888725933427
2UFl9gLOQrSGY2sPu6U-kA,Little Sheep Mongolian Hot Pot,Toronto,Scarborough,43.791536548100005,-79.3127724142,chinese,2.0,3.6391752577319587,0.4833583179177848,0.007893720090207553,0.031165732390593642,0.26011144830685384,0.04294422483195269,0.17452655646260778
2ZZp5V8N0nHlsml01XBJUQ,JXY Dumpling Restaurant,Toronto,Milliken,43.8050673742,-79.287420474,chinese,2.0,3.8214285714285716,0.07860480045561283,0.005009923790106529,0.4961124226880112,0.23966823003092874,0.08480686699898952,0.09579775603635123
2d9RbgRtHJyTRzY99GBNOQ,Garden Restaurant,Toronto,Downtown Core,43.6551786266,-79.3857817644,chinese,2.0,3.4571428571428573,0.28434872838351694,0.0181236623641216,0.02375322298514916,0.05280082172738771,0.3796335690347099,0.2413399955051147
2dSXKC4BQUFSqsiziNFwtA,Old Neighbour Restaurant,Toronto,Scarborough,43.7871559,-79.27600679999999,chinese,1.0,4.1875,0.16621396772799735,0.014500855360040064,0.5328924684839288,0.13480160014873294,0.02418784778116975,0.12740326049813117
2gDHQELrlq3jVuZZfJeWUg,Chop Chop,Toronto,Trinity Bellwoods,43.651939500000005,-79.40701999999999,chinese,1.0,4.275862068965517,0.14628411933490162,0.004858305266565869,0.2560608643314382,0.1743974160172917,0.19168193253875337,0.2267173625110493
2jkJ7odjlDIvDqJf2dwzaA,New East Garden,Toronto,,43.7076409,-79.3023117,chinese,1.0,4.4,0.1344868041739283,0.024333622322096245,0.06831341856041499,0.12964668690762063,0.3560757969332683,0.28714367110267147
3FekhBpUmAWXBCvXBhuqVQ,Da Ke Yi Snacks,Toronto,Milliken,43.81423606479999,-79.2918189615,chinese,1.0,4.0,0.10889156089209653,0.04492901987630696,0.02833393577750937,0.150006055087295,0.3943409177418275,0.2734985106249646
3K9Ubut2voHsQeVq0PCn3w,Shanghai 360,Toronto,Downtown Core,43.654871,-79.380438,chinese,,3.0,0.1510530380018144,0.39647863178834786,0.0,0.19979157292924885,0.06698364174159786,0.185693115538991
3Kx4IdA-knGK-9QrGtGl2w,Dickens Cafe,Toronto,Scarborough,43.7870613,-79.2761657,chinese,1.0,3.5555555555555554,0.4353630372093702,0.010760215581227289,0.01260607774174747,0.14591583927059892,0.060421740047899734,0.3349330901491563
3cAy1gxlprn1ue0q3L_ziw,Lee Chen Asian Bistro,Toronto,Yorkville,43.6713265,-79.38744659999999,chinese,2.0,3.7419354838709675,0.18919309084336017,0.06196208189961047,0.19108478494659678,0.17304843127448874,0.1629101790889855,0.22180143194695826
3iq7mvnwfYlOmdzENYolng,Hutaoli Music Restaurant & Bar,Toronto,Scarborough,43.7986682795,-79.3181378541,chinese,,3.8461538461538463,0.2527995546427868,0.003103523981303228,0.21825068902652695,0.14857109551518954,0.04060633402149423,0.3366688028126993
3nR6c2dXJNrjQEC65Vy_3A,Red Onion,Toronto,Chinatown,43.6557684,-79.3990253,chinese,1.0,3.888888888888889,0.15229684641221047,0.00800807011802234,0.020873848027850753,0.06199520870032858,0.44013640806786025,0.3166896186737276
3ot6ucvk6eG6Zgtzc2-gwg,Sandy's Restaurant,Toronto,The Danforth,43.6855652,-79.3122921,chinese,1.0,3.909090909090909,0.13151021833360266,0.009014692082220199,0.03294620939164636,0.03765181051521828,0.19240074292877887,0.5964763267485337
3zKqIaiW_DENjZNcd31W4A,South Pacific,Toronto,Dovercourt,43.66749420000001,-79.4320645,chinese,1.0,3.5,0.4123498968488415,0.01102381713325059,0.03613512720527705,0.0608921715343448,0.13701996331815758,0.34257902396012846
47WDyaBzlYK24wY1m_XnsA,Congee Phoenix Cuisine,Toronto,,43.775248122700006,-79.33409378180001,chinese,2.0,3.3181818181818183,0.36051459439296696,0.024054364842068278,0.03586519248540285,0.07190606447856884,0.30045415311443924,0.20720563068655373
4KHo1LnkM69RtWTDBdG16g,31 Kitchen,Toronto,,43.7903766,-79.365383,chinese,2.0,3.28125,0.519425375890402,0.011337418810618095,0.021717357858119568,0.0971769236452111,0.16426612887734265,0.18607679491830648
4VFSvjuAkcpa2IOPc92Ksg,Scarborough Buffet,Toronto,Scarborough,43.7786531,-79.23213220000001,chinese,2.0,3.111111111111111,0.5082048564811246,0.06346746096370065,0.017555350494901926,0.0836570204508357,0.08992729633537717,0.23718801527405997
4YdRr-g57XM5rGMqoP2T9w,Hot Bunzz Street Cuizine,Toronto,Queen Street West,43.6491217,-79.3969014,chinese,1.0,4.166666666666667,0.24857950425079858,0.013607067671387576,0.09954150908304693,0.13924136199728598,0.20529672069295565,0.29373383630452526
4etFlEdWOTx3WhFldxW6XA,Yunnan Steamed Fish Pot,Toronto,Milliken,43.8058769951,-79.28831700239999,chinese,3.0,3.933333333333333,0.40879936595979427,0.002051455683888934,0.059147801003329975,0.2468409669346032,0.09635143977182686,0.18680897064655666
4gtPPwx8fBWJ9FGtQqQA0Q,New Greatime Corp,Toronto,,43.8078109,-79.3569636,chinese,2.0,2.5714285714285716,0.29150894524481796,0.01510394886196515,0.061939130631878045,0.22716450281610687,0.29780060599059416,0.1064828664546378
4h0JeXtiLaqqpB-9-V7few,98 Aroma,Toronto,Kensington Market,43.6570083,-79.399969,chinese,2.0,4.416666666666667,0.19207273795472857,0.012139178938283368,0.07169209805756768,0.09889973261217481,0.1562595319876929,0.46893672044955276
4oVN8DPTpUF4TySkpOU19Q,Northeast Chinese Restaurant,Toronto,Chinatown,43.6533156,-79.396884,chinese,2.0,3.2941176470588234,0.35267556759556845,0.013343574317365796,0.15682884570659208,0.15439717329332922,0.10922846083884558,0.21352637824829887
52M-iwLEc185itv2BiuKmA,Buddy HK Cafe,Toronto,Milliken,43.799339948400004,-79.30664688350001,chinese,2.0,3.7,0.4129511436462977,0.0028929721889884466,0.004627822469303101,0.10829856664218455,0.1865615129071675,0.2846679821460587
5GcHJvxiTrIt23gB0qMdjw,Leslie Cafe,Toronto,,43.7915662,-79.3666354,chinese,1.0,3.3636363636363638,0.4936365477773807,0.005177463582208216,0.023130986161061032,0.16171568218111235,0.12336917109860845,0.1929701491996293
5oV7oSbo9h4nzWxNfoLc4A,K-Wok,Toronto,Yorkville,43.6689115418,-79.38647009430001,chinese,,4.0,0.27122613255747746,0.004863273515352294,0.038292865493664764,0.2261482557646934,0.15932511478445746,0.3001443578843546
5td-5D7aMQ6zSuSSNLAQjQ,Kong Kee Barbeque,Toronto,Milliken,43.8136578,-79.2914218,chinese,1.0,4.083333333333333,0.2561788999973129,0.04996787720866672,0.035330542291968726,0.10203778797887147,0.283961150967261,0.2725237415559192
68PJJkcq_i0SlLqO6t7Qxw,Asian Legend,Toronto,Chinatown,43.6537925,-79.3951548,chinese,2.0,3.8133333333333335,0.2142825786926195,0.0861436428490945,0.22315571857761118,0.13417891296079346,0.16267120576961783,0.1795679411502637
69YyslIwQ6bYacxd5A4sGw,House of Cheung,Toronto,Bloordale Village,43.6589114,-79.4410464,chinese,2.0,2.1666666666666665,0.35433532456158456,0.01651094794738912,0.03768880864610478,0.04268822015407537,0.4126502898132705,0.13612640887757568
6JMrdDVIoQGQaHlfWFRoyA,Original Congee,Toronto,Scarborough,43.8317345692,-79.2653150484,chinese,1.0,3.7333333333333334,0.17287453602221048,0.014382755881495204,0.04397364712262797,0.19833796124143438,0.28109927399904905,0.289331825733183
6KBxEJcT46Ti14Az9Pc9Bg,Loco Hot Pot,Toronto,,43.78507380600001,-79.41603910180001,chinese,,4.5,0.40644707403506025,0.0,0.025865706644018292,0.25751346645222334,0.08510101826387442,0.22507273460482372
6NrvGGPrLlPWIu7h0OVhVA,HG Bar & Restaurant,Toronto,,43.75067429999999,-79.4871378,chinese,1.0,4.833333333333333,0.1886198667607911,0.0017897813102512447,0.06403989495419009,0.023653462148782115,0.2864623478663199,0.43543464695966555
6OhahrmtLGmkUdPfaMck0A,Ding Tai Fung,Toronto,Scarborough,43.796407,-79.270493,chinese,2.0,3.735294117647059,0.1949257914244464,0.09749051430493909,0.3697996475916352,0.16640844915964018,0.07773844912044368,0.09363714839889549
6TLIuls4SiG9VFf2U42p1A,Pho Ngon,Toronto,Koreatown,43.664154700000005,-79.41504,chinese,1.0,3.5,0.3581833234825959,0.031223547743649587,0.009614555208900259,0.2655533077266417,0.10028046185297772,0.23514480398523482
6U73zDP4NuFKyOQLSigcPA,Spring China House,Toronto,Scarborough,43.7437714,-79.3020175,chinese,2.0,3.75,0.10468452521111263,0.040478839627827834,0.002892526708648436,0.18227099171620273,0.24542721506941997,0.42424590166678844
6XnA2qGD60dPYCs88WlDXg,Jasmine Chinese Food,Toronto,Scarborough,43.798183441199996,-79.3183135986,chinese,1.0,4.857142857142857,0.12964121972182033,0.0015672253072659271,0.035978155213326035,0.15344885567314792,0.3620982094765523,0.31726633460788756
6hkHrWb82XfJdZ-SJmCKCg,Wok & Roast Chinese BBQ,Toronto,Riverdale,43.6650672,-79.3523283,chinese,1.0,4.116279069767442,0.14850249145144268,0.02050435168886407,0.06532606187483352,0.12244077753566564,0.2952599439397175,0.34796637350947657
6sOBPz69VLgIvNAY7dowOg,Mei Chuen Fast Food Restaurant,Toronto,Scarborough,43.8201412,-79.2619579,chinese,1.0,4.0,0.5099295169357857,0.003205756685353121,0.014072164975455957,0.1560111215043402,0.1254056338836382,0.19137580601542672
6uA2uRexFr8kfv7ghzryHg,On Bridge Rice Noodle,Toronto,Willowdale,43.775037071499995,-79.4142769712,chinese,2.0,2.75,0.25521135344434953,0.009255495860899266,0.011199543788947736,0.5689233402119308,0.056245088899715724,0.09916517779415687
79e4GUc_y2A5Cn3z1lNERw,Dumpling King,Toronto,Chinatown,43.6535039,-79.3955005,chinese,2.0,3.1875,0.12367143073353931,0.006100608579768677,0.5425074801600189,0.14331678017449104,0.08010885831424232,0.10429484203793968
7Rp2yHgW0JR3OrSWNdISKw,Popular Pot Inc / Zhuang Yuan Bbq Bar,Toronto,Chinatown,43.6558216,-79.3986901,chinese,1.0,3.8,0.23483628032770115,0.007925311316962056,0.04273263559131426,0.1923010227256945,0.22933467453454504,0.2928700755037831
7T3WU-Up01pgCeygbc_K-A,Dagu Rice Noodle,Toronto,Downtown Core,43.655397799999996,-79.38429040000001,chinese,2.0,3.7761194029850746,0.17461057911747616,0.00760401105197051,0.027890540540978625,0.5787356475970202,0.08922568296360248,0.12193353872895195
7d4_aSWLjzu9z778ac4g2g,Fish Soup Supreme,Toronto,Milliken,43.8216629028,-79.2986907959,chinese,2.0,3.4,0.19082815751610455,0.01333990828359358,0.03201768784730904,0.5758416731458073,0.06659033531087735,0.12138223789630823
7lvogweL-b7av26TUOCf4w,Hey Noodles,Toronto,Willowdale,43.776012,-79.414437,chinese,2.0,3.8461538461538463,0.17802045783460566,0.0035489698203886024,0.014180014689247332,0.6247191170908818,0.04812244711187334,0.1314089934530032
7wduNBQUATNkaYzExyGJpg,Happy Congee,Toronto,Scarborough,43.8317065134,-79.2647286505,chinese,1.0,3.6,0.20242407566078655,0.03997440017092933,0.054452953473924724,0.18347987500525645,0.33498059724467016,0.18468809844443285
8MXjK1lhVRhU3yGCUv9qsA,Mean Bao,Toronto,Downtown Core,43.6541583,-79.3904907,chinese,1.0,3.761904761904762,0.16412159094192913,0.120347109148451,0.24338923980320354,0.11648045807731863,0.19395736884310774,0.16170423318598995
8Sqd1E8Jhjt3pbsoyOZ4dQ,Szechuan Express,Toronto,Financial District,43.6465059,-79.3801451,chinese,1.0,3.6,0.08047626698997294,0.006296422515482225,0.024442189556153314,0.29785610174129534,0.39944000499960775,0.19148901419748854
8f9Tl2gq78wqjtrToOTo7A,Phoenix Restaurant,Toronto,Scarborough,43.7979211345,-79.3186289817,chinese,2.0,3.5952380952380953,0.41009307144526924,0.01612610663000938,0.006219219427297309,0.09756003400517581,0.2501207720481014,0.2198807964441467
8rpkIPlk3gHGR2sULZbJAA,Ivan's Kitchen,Toronto,Chinatown,43.6562726,-79.3996306,chinese,2.0,3.0,0.0,0.07571839666770015,0.0,0.0,0.9242816033322999,0.0
8ySvFNHBGHnVaQ3XwOuFqg,Tacos Baos,Toronto,Dovercourt,43.661972999999996,-79.4265865,chinese,1.0,4.0,0.14065342624577973,0.005143533459090747,0.09343094065100023,0.014483431669167022,0.43810432555926365,0.3081843424156986
95A_eit7YDcEtM7zPO9yHQ,Bamboo Cafe Chinese Restaurant,Toronto,Greektown,43.67825379999999,-79.3491033,chinese,2.0,4.333333333333333,0.09164665568661144,0.28189873649719815,0.05766025571826686,0.06863159453301569,0.21903587322579812,0.28112688433910976
9Auncrq-xGueTzgkGO1AkA,E Pan Chinese Cuisine,Toronto,Chinatown,43.6558216,-79.3986901,chinese,2.0,4.25,0.32464394336532326,0.034371646478217686,0.09166393420877637,0.07795414847359577,0.19997556626503252,0.2713907612090544
9LNs7rIaRngiI57TEfSYiQ,I Love BBQ,Toronto,,43.789680600000004,-79.4180137,chinese,2.0,3.5,0.4496030795574132,0.003695181936174036,0.03553405174068796,0.10104260069581361,0.09335208666605466,0.3167729994038565
9OD0pQ0QYa_7dO-LbOBFZQ,Furama Cake and Desserts Garden,Toronto,Alexandra Park,43.6515848,-79.39784370000001,chinese,1.0,3.5925925925925926,0.3861728808221941,0.04762036516381744,0.0718459313395556,0.053951099834869516,0.1403981989865675,0.3000115238529958
9WmvVbYoM9X1ZP6txZgohQ,Liwan Kitchen,Toronto,Scarborough,43.785527404899995,-79.2762500793,chinese,2.0,3.909090909090909,0.09942601755770779,0.022694783681312822,0.025894528783961725,0.17924070072181084,0.48367239917094557,0.18907157008426123
9Z7JJvzB_5FG27QrTiws3Q,Kowloon Dim Sum Restaurant,Toronto,Downtown Core,43.6560226,-79.3925088,chinese,2.0,3.625,0.2485186543964886,0.30332246528507023,0.02225599487972041,0.06484332674798776,0.16521473325330419,0.1958448254374287
9bPeWHLGZPFGLob-iJyQdQ,Dumpling Fresh Express,Toronto,,43.672385299999995,-79.387375,chinese,,5.0,0.0,0.009444884809273047,0.9004234443645749,0.0,0.0,0.09013167082615202
9jJxXCuwku2l8arVGrBNTA,Manchu WOK,Toronto,Scarborough,43.776062100000004,-79.2575963,chinese,1.0,2.6666666666666665,0.2822089575385201,0.0,0.0,0.05903144658687462,0.5314910843280575,0.12726851154654775
9pBcKw24z9nZiHW7Vx_z8A,Manchu Wok,Toronto,Downtown Core,43.646576700000004,-79.3787824,chinese,1.0,3.3333333333333335,0.14727396896709988,0.0,0.06065526500844962,0.31699834888672945,0.13125517412402576,0.34381724301369526
9plS24hVE2wSw1RLGNBa9Q,Rougamo & Noodles,Toronto,Willowdale,43.764168,-79.411373,chinese,,3.5,0.1914206002304495,0.00400877665994904,0.008376634777058646,0.6366875706484184,0.04382161814069918,0.11568479954342524
9sFPbD1PUGmyg0CNdkBEew,Fortune House Restaurant,Toronto,Scarborough,43.7903388,-79.30224940000001,chinese,2.0,3.727272727272727,0.4569645783292746,0.021143885976178313,0.03931213095591269,0.06325449100835646,0.11506509267125713,0.3042598210590208
9xPK9u_AGM1sxoG2CU9psA,Golden Wok Chinese Restaurant,Toronto,,43.699580299999994,-79.29737659999999,chinese,,4.222222222222222,0.20975148878821975,0.017540327317239552,0.05942367424905199,0.03781142166390973,0.24793599982512518,0.42753708815645386
9xitj8uws6IpbhlxV5tpSQ,The Only Cuisine Corp,Toronto,Scarborough,43.7867037446,-79.270709306,chinese,2.0,3.5555555555555554,0.3294356699476646,0.046255141987672846,0.05055843090493074,0.2739752784371892,0.17384782991139594,0.1259276488111466
A1ailXV5E0e9RobODEJ2BQ,Tong Ha Supreme BBQ,Toronto,Milliken,43.822235713400005,-79.2987155914,chinese,1.0,4.2,0.15640869350544295,0.03598650421816944,0.12743643355025824,0.11244954852958233,0.36982914393129573,0.19788967626525125
ABRgXNwdOX_JyqChNr8IYw,Swatow Restaurant,Toronto,Chinatown,43.653836,-79.39810909999999,chinese,2.0,4.0353535353535355,0.18701872350020432,0.02036272617214213,0.059115182201426635,0.2091166924983647,0.20503061302103745,0.3193560626068244
ALU2waeVNN_X70sIhqOTig,Helena's Chinese Restaurant & Tavern,Toronto,,43.805958200000006,-79.3839728,chinese,,4.0,0.3639887289358365,0.007772636717847152,0.018868558144420376,0.06762554161134486,0.43067202521709375,0.11107250937345736
AOrWjg7SjqrtUtp_sw6MrA,Woburn Garden,Toronto,Scarborough,43.775714958900004,-79.2306143045,chinese,,4.0,0.3658510048155471,0.0,0.0,0.0,0.37240485283688274,0.2617441423475701
APyqRwSZ5g-FRWxDl7YuEg,Sichuan Ren,Toronto,Chinatown,43.653323221,-79.3964715132,chinese,3.0,3.0,0.28280005865005897,0.004715752765173369,0.06578120634795767,0.39542574033990535,0.1178313448605907,0.13344589703631385
AVLj5MSJD1si-Rl6X6qTXQ,Rosewood Chinese Cuisine,Toronto,Chinatown,43.6531088463,-79.39671278,chinese,2.0,3.663716814159292,0.16161273366822562,0.4581379280733907,0.08692705860478657,0.034675397110324684,0.08544923782934583,0.17319764471392635
AbQMlXCfWvMnNXADMaiMIw,TCJ Restaurant,Toronto,Corktown,43.6533268947,-79.3755613063,chinese,2.0,3.888888888888889,0.3375733154111102,0.03158019651386686,0.013698501768225712,0.029258392364904087,0.18336745430123888,0.4045221396406543
AcCrkVSrZ9qShuPhXYDgGQ,Home Feel Seafood Chinese Restaurant,Toronto,,43.798524431000004,-79.3336882442,chinese,2.0,2.3333333333333335,0.30790889932587334,0.01594143527950573,0.07370369094625594,0.1884300025743423,0.24211976409691882,0.171896207777104
Ae-eZJr2njTu9XOPOF8z2Q,Hei Xiao Mian,Toronto,Milliken,43.8187262736,-79.2886278405,chinese,2.0,3.0,0.11834068979949774,9.767840302481954e-05,0.0,0.8117690570176871,0.035673295867755674,0.034119278912034666
AgumeejSSVoJ0Bdr5Iguww,Super Noodle Express,Toronto,Chinatown,43.6546169,-79.39909190000002,chinese,1.0,3.8620689655172415,0.09608513326317043,0.010151725162123443,0.01973471623614704,0.6152363040486813,0.05772913906864408,0.20106298222123353
An-JJle53UMHokU4MwFktg,Deer Garden Signatures,Toronto,Milliken,43.822058,-79.298592,chinese,2.0,3.691588785046729,0.22471705555325922,0.007860052356788516,0.01659607580907485,0.546667755692772,0.07756176098283,0.12659729960527535
Auj0qSYqgt-T5Gd0HhA2Rw,Bubble Tease,Toronto,Downtown Core,43.6610457,-79.3816605,chinese,1.0,3.6666666666666665,0.733497054400091,0.0,0.0,0.0,0.019956397731562454,0.2465465478683464
Ax1DHVBCpaBpViUvSwDdSg,China Island,Toronto,High Park,43.656176,-79.4538607,chinese,1.0,4.12,0.14103015447090558,0.020385140005235537,0.05318279878740567,0.16867806469298452,0.3006576325471886,0.31606620949628
Axd4Ggd3H9dLAWD__UHYVQ,Easy Drink Easy Go,Toronto,Chinatown,43.6532199493,-79.3970802426,chinese,1.0,3.4285714285714284,0.6766537513822136,0.0010574440554178973,0.004463966701187512,0.034980092697173684,0.06578015271317607,0.2170645924508312
B2uv_PI7yHj__C20rXpVIQ,Golden Star,Toronto,Etobicoke,43.7348874,-79.6022411,chinese,,4.333333333333333,0.11511170131041985,0.0,0.01087898798935314,0.0,0.5427582781699803,0.3312510325302467
B8jsJJMhbASM2IvkU4tmKg,The Rice Kitchen,Toronto,Scarborough,43.7463493,-79.2888296,chinese,,3.7142857142857144,0.21271715051592646,0.01308623909291548,0.01622617625189516,0.09740256442095876,0.3081470621516382,0.35242080756666594
BHi4nZxX5oYYu175aSY4sw,Jack Tan's,Toronto,Discovery District,43.6601367,-79.3858692,chinese,2.0,3.4,0.37579886734175494,0.018340473277612047,0.019125411694677914,0.06590878946865064,0.29254060897175505,0.22828584924554937
BJ0pJxKFxzVGDtsknbLFRQ,Ruyi Garden Chinese Restaurant,Toronto,Etobicoke,43.6274455,-79.4976095,chinese,2.0,3.8333333333333335,0.11471656377228977,0.0749585164894475,0.00426257415639976,0.14735804464996585,0.3223186904554061,0.336385610476491
BJ9GwNMo8vIgSuKc6B_mOw,Dynasty Chinese Cuisine,Toronto,Yorkville,43.6710536,-79.3909546,chinese,2.0,3.8059701492537314,0.16469970534905373,0.4068315805326128,0.06183896754890376,0.042991573362190026,0.10906753564818951,0.21457063755905018
