business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Price,Chicken Rice,Dim Sum,Waiting Time,Soup/Noodle,Customer Service
1ZnVfS-qP19upP_fwOhZsA,Big Wong Restaurant,Las Vegas,Chinatown,36.126663,-115.20992,chinese,1.0,2.0,0.2531676959592914,0.17772686133422763,0.02093700989088882,0.15292257963140934,0.1781387047120219,0.2171071484721608
1fG7Xg4dLzcKIApzJiXtXw,Tae Heung Gak,Las Vegas,Chinatown,36.1267694221,-115.24205379200001,chinese,2.0,2.0,0.4583020026923661,0.05068723892759758,0.007695132148675489,0.15215577026880497,0.09168135573596502,0.2394785002265908
1i4iRBkkNU_o_S2pY7W7kQ,Panda Express,Las Vegas,Sunrise,36.1454263,-115.0648047,chinese,1.0,1.125,0.1787947829509301,0.20802629993003596,0.0012254576394076183,0.3804972967474713,0.03206396185063521,0.19939220088151982
1lRytuj8IdLMHDFl2LetxA,Fortunes,Las Vegas,,36.1153808,-115.1981452,chinese,2.0,1.0,0.022379882866730177,0.1423730055865944,0.0032565211965726332,0.3837003470079024,0.15272620570731632,0.29556403763488404
1nM-ES-xVqL0yQGTCwtd-Q,Thai Taste,Las Vegas,Westside,36.1712924,-115.24490800000001,chinese,1.0,1.8461538461538463,0.3128627205836588,0.2986207813044914,0.013289245135386919,0.20951057217728902,0.07984783551860095,0.08586884528057301
1qTx9z8RMz7RIYKAfnpZ0A,Lillie's Asian Cuisine,Las Vegas,Downtown,36.170349,-115.144506,chinese,3.0,2.111111111111111,0.24866296203470067,0.18594382753680574,0.02058874294367848,0.15318395238531002,0.1401454159698498,0.1959195435740997
1skTxDMBQSpElbLfhBgmVQ,China Joy,Las Vegas,Southeast,36.011596999999995,-115.137808,chinese,1.0,1.6,0.32508242884849986,0.33295413071398067,0.003325250046736067,0.1590628950361363,0.06140502157704192,0.11817027377760517
2YBO1LEKIgyle0uX50u15Q,Noodle Exchange,Las Vegas,,36.1163540204,-115.192880854,chinese,2.0,2.088235294117647,0.16918377483007643,0.07838482463286545,0.02355184237536493,0.29385932608480136,0.1959252199684532,0.2390950121084386
2lUp2T09MltaVT5awHRElA,I. C. China Bistro,Las Vegas,Westside,36.1427540962,-115.269465633,chinese,2.0,2.0,0.13484230637378353,0.38678725607082975,0.012677011446811926,0.10999008814991051,0.321278593953456,0.034424744005208306
2m4092MsMzEHkuxodaj6-g,Ondori Asian Kitchen,Las Vegas,,36.1027192,-115.20198400000001,chinese,2.0,1.7222222222222223,0.24799714534701447,0.135283845429755,0.005341587345963963,0.29536976336974324,0.10197709800451152,0.21403056050301186
2xbxXWeu3tpZEJdGTTGbLg,Fortune Chinese Restaurant,Las Vegas,Westside,36.1440254,-115.1938769,chinese,2.0,1.6,0.08208388320517727,0.08115891013978876,0.006008863073312497,0.6631656891354109,0.11489622597265643,0.052686428473654214
310Eyru1zsZ9K7BA-bgPQw,1900 Asian Cuisine,Las Vegas,Chinatown,36.125587,-115.211199,chinese,2.0,2.0,0.08959579796143242,0.0802030151784967,0.08237650463257142,0.23845908976947736,0.20605403021070204,0.30331156224732003
31mm5EtlmT4557BTYAFOrA,China Gourmet,Las Vegas,Chinatown,36.126426,-115.21151699999999,chinese,1.0,1.0,0.19013800676582,0.0,0.0,0.2658556170887265,0.0,0.5440063761454534
3TRgD3KLVis61eGvMZrykA,SK Seafood Restaurant 勝記,Las Vegas,Chinatown,36.126115889699996,-115.218089936,chinese,2.0,2.4166666666666665,0.10383994656981478,0.1508665029275686,0.017526551756410443,0.2720616935432621,0.21965419114390627,0.23605111405903786
3j_mvJHnT7nJd7su_7zazw,Ginseng 3,Las Vegas,The Strip,36.118221000000005,-115.172532,chinese,2.0,2.066666666666667,0.3844744905150023,0.07253407789655103,0.016614744404230646,0.15820221400770004,0.1516151528748653,0.21655932030165057
3pGA9YGsDLRQ7HJLw5cwcQ,Yunnan Tasty Garden,Las Vegas,Chinatown,36.125693299999995,-115.21127779999999,chinese,2.0,2.25,0.1418809637139148,0.062535444558077,0.010839677241697383,0.12601525844377157,0.26735806031484216,0.2913705957276971
3rkxTx8DoZSl7_FryhXCVQ,Jugoo Chinese Restaurant,Las Vegas,University,36.1041299,-115.1377251,chinese,2.0,1.75,0.1619369858365703,0.19220203002414818,0.012238759533828946,0.1957318848214761,0.4155953453916434,0.022294994392333078
4JkGjRRc3XucG9U8XwthGg,China Gourmet,Las Vegas,Sunrise,36.142718086100004,-115.066198111,chinese,1.0,2.0,0.29198448194023996,0.2514461653802502,0.00047717621858580923,0.2692275695989024,0.08444959175678489,0.10241501510523661
5A9XLq-oNiua4fVrsRCaXg,Panda Express,Las Vegas,The Strip,36.12722410000001,-115.17155120000001,chinese,,1.5,0.18282369137204663,0.21559901842709975,0.0,0.21526526863719583,0.00794694139393169,0.37836508016972614
5Dccw539NNtnyCgTu5ed5A,Thai House,Las Vegas,Southeast,36.0105784998,-115.134144854,chinese,2.0,2.0454545454545454,0.1927694193582478,0.2445613826831114,0.006032452850272921,0.3023242785703379,0.13317826380806608,0.12113420272996404
5FiuxRWs-indyk2Y9imkSg,Chopstix,Las Vegas,Southeast,36.041101,-115.12046000000001,chinese,1.0,1.8,0.22255626555322777,0.27162683187688497,0.00991410610188257,0.34212531936883395,0.08900333898726352,0.06477413811190737
5Lcit9Zt6TF9bmKoFMhF0g,Noodle Pot,Las Vegas,Chinatown,36.125397085900005,-115.196422914,chinese,1.0,2.1551724137931036,0.11653675042999112,0.05813758354883351,0.010081306707049592,0.157170300401199,0.4584350485972798,0.1996390103156471
5OqrwhtZ3mcmUSwLINZTWQ,Blossom,Las Vegas,The Strip,36.1067631229,-115.17708712,chinese,3.0,2.526315789473684,0.22288447784499296,0.1910584702592939,0.1161306455712227,0.09388963672009171,0.204096209542119,0.1719405600622797
5UvAxXy6BBgyuxv0B3ztjA,888 Noodle Bar,Las Vegas,Eastside,36.1345820974,-115.151610374,chinese,2.0,1.2222222222222223,0.1743542039854586,0.07826507066395862,0.008686978529217685,0.42883666623060307,0.15310566519748092,0.15675141539328108
5VXlHFrYZZzj7zfZEsz5nQ,Dragon Noodle Co.,Las Vegas,The Strip,36.105289,-115.17403700000001,chinese,2.0,1.75,0.22273827480249794,0.10904732634538289,0.0276833393745676,0.18525077854695177,0.17359571846096664,0.25390678469185535
68jn0s0snbO5dhasLaVvDw,Flock & Fowl,Las Vegas,The Strip,36.144296015,-115.162691921,chinese,2.0,2.689655172413793,0.20527764535426454,0.4478064604463466,0.015061327081591027,0.16821559136394684,0.03177268367796523,0.13186629207588585
6ANVuBMmpkXpFd5Hzkn4_Q,Red 8,Las Vegas,The Strip,36.1257833505,-115.165968373,chinese,2.0,2.196078431372549,0.2429553184416368,0.12984078881990352,0.08500723188086247,0.1296601612902081,0.1961866318458743,0.2065459461528872
6OjAOpupZOllj6mzLomVuQ,Panda Express,Las Vegas,Northwest,36.249892200000005,-115.24413829999999,chinese,1.0,1.0,0.11703906519451948,0.6446563631533128,0.0,0.19032100970260907,0.0,0.04798356194955871
6QUuDlLjNDQWFCbJ9--jsQ,Fú Asian Kitchen,Las Vegas,Eastside,36.109157,-115.154976,chinese,2.0,2.28,0.28698849329626663,0.19098310610540875,0.02665692155139054,0.16703147199685536,0.17280133899116012,0.15553866805891853
6WRVv6S1IWR0nt4Lr2w7Og,China A Gogo,Las Vegas,Summerlin,36.1593412,-115.3509104,chinese,1.0,1.5,0.2525369217883599,0.4018098180567481,0.004304649224335894,0.16993716307262674,0.1022659803416577,0.06914546751627165
6Z6IyosSMciZtwk8hRLRag,China Mama Restaurant,Las Vegas,Chinatown,36.126874969,-115.224667684,chinese,2.0,1.7155963302752293,0.1610135802424303,0.08287487640690577,0.020129426257408576,0.2383491308755523,0.14749897776386092,0.3226110726740257
6_KCUxu2kOgP-pRnSNXG8Q,Food Express,Las Vegas,,36.142781899999996,-115.1747468,chinese,2.0,1.9047619047619047,0.3681378535488251,0.12733901901550387,0.025304907334913168,0.1840232980982672,0.08007004534535841,0.21512487665713217
6bYgKI5JaQmS2xDoofS6cQ,USS Fish N Chips,Las Vegas,,36.2185836,-115.09275819999999,chinese,1.0,2.875,0.4364087031157333,0.15836669050066052,0.011195548191776948,0.11566382758407256,0.23559253548100148,0.04277269512675514
6s7uduX1Q1KSjOKvwxYkRA,Koji Sushi Bar and China Bistro,Las Vegas,,36.1022995155,-115.202450641,chinese,2.0,1.8235294117647058,0.20356274822406129,0.19207400052033896,0.014789836972307983,0.19854995895950936,0.1618301861180275,0.22919326920575483
6z3cgIE9dJ01wUm43f0yBQ,Fat Dumpling,Las Vegas,Chinatown,36.1260967,-115.1925818,chinese,1.0,1.7884615384615385,0.24596462586187665,0.12872824405298766,0.023988300859375603,0.13921550376628572,0.29794701475703855,0.1641563107024358
7BZ2NdkysVLgWScSEvhILQ,chow.,Las Vegas,Downtown,36.166666,-115.13440459999998,chinese,2.0,2.4545454545454546,0.20822355836878692,0.4543253202188474,0.028955687040320213,0.10588607975630873,0.05771561574907568,0.14489373886666104
7GfA5WMSRd-JCaPxnwgIQw,Panda Express,Las Vegas,Chinatown,36.1252875,-115.24620279999999,chinese,1.0,1.6,0.09475188671141863,0.5187899628196831,0.0037819131237554196,0.20619836276817666,0.08134576964888385,0.09513210492808225
7WHAdFHiHLmNJN72M_AKYQ,Dumpling And Noodle House,Las Vegas,The Strip,36.1120791234,-115.171487974,chinese,2.0,1.3333333333333333,0.10848043193043205,0.11439222243906899,0.04989703276722108,0.21701108727443014,0.27175962382892566,0.23845960175992223
8FUzCm4Q13MJMX7N6ftmQw,China Hot Wok,Las Vegas,Northwest,36.239262756100004,-115.249271281,chinese,1.0,1.9166666666666667,0.10304779449889644,0.4219866145815933,0.003806832880404227,0.26596031142094406,0.1515411588299432,0.05365728778821885
8KsMtzkmKgNsiVWyeeYQYw,Las Vegas Chinatown Plaza,Las Vegas,Chinatown,36.1272846,-115.1977659,chinese,2.0,2.9285714285714284,0.6001305319731849,0.008692689290258633,0.09972620509028193,0.1129920855603578,0.03135886028685242,0.14709962779906424
8SbEkKl-h0MOZWPmq1gwCg,Nihao Chinese Food,Las Vegas,Eastside,36.1301516,-115.11657199999999,chinese,1.0,2.0,0.4641388861301774,0.35311291802080014,0.013722114425588738,0.16279007386605784,0.006236007557375915,0.0
8itGZAOBMiTbHKOwLuh4_Q,Buffet Asia On Nellis,Las Vegas,Sunrise,36.1625707584,-115.06234811899999,chinese,,1.0,0.415989886744019,0.0,0.04171997734409743,0.16299717271733768,0.0,0.37929296319454586
966W5oXOBW0ZWhNYy0yjcA,Wendy's Noodle Cafe,Las Vegas,Chinatown,36.1275474479,-115.225216895,chinese,1.0,2.1320754716981134,0.1730391049978207,0.14943396417348837,0.018617371003190015,0.15143655512321558,0.2743096093336471,0.21429547084033643
9SHoWGXsGOCa5hOjBOzPtg,China Joe's,Las Vegas,,36.1958234,-115.22480049999999,chinese,1.0,1.2105263157894737,0.14893630541133843,0.4330371739136455,0.006907448778233416,0.11915457021952085,0.12700656888960463,0.16495793278765727
9V9RlgqqnPFQJfF_e9Lnmw,Baidu China Bistro,Las Vegas,Southwest,36.049805,-115.244096,chinese,1.0,1.5161290322580645,0.15800548487223667,0.3787334024857952,0.005191572642071928,0.21870849458859423,0.15740218820698992,0.08195885720431202
9WAnQD1nj1j3zLZ7ONtvfQ,Little Buddha Restaurant & Sushi Bar,Las Vegas,,36.1109751587,-115.207099915,chinese,3.0,2.6315789473684212,0.4401537163586415,0.10532602724540437,0.019599872575273455,0.17130190534383158,0.07735188764870302,0.18626659082814614
9_OPjioLbD9Q_zAeHfv6kw,The Red Pot,Las Vegas,Southeast,36.10044310000001,-115.13471570000002,chinese,2.0,1.7317073170731707,0.3688811029529328,0.045133881130155755,0.014133401392640616,0.10929253489412939,0.22968112617104466,0.23287795345909684
9iNZ2o5jt-zpdMoAOgd7_g,China Kitchen,Las Vegas,,36.2401876928,-115.064757837,chinese,1.0,2.857142857142857,0.48724775228479855,0.2610415514955193,0.00977533560726713,0.08946740455951104,0.04651332713313432,0.1059546289197697
9r6ijZgxDLJFysxIohtTcQ,Northern China Restaurant,Las Vegas,,36.1164398193,-115.206268311,chinese,,1.0,0.1031397328884035,0.0672150359821277,0.000500830821500884,0.18216605572927289,0.04233709605965092,0.10464124851904409
9sbXPpRC_wDhCsp7qG2PDw,HK Seafood Garden,Las Vegas,Chinatown,36.1263583,-115.19811580000001,chinese,2.0,2.3076923076923075,0.25058306437540206,0.07530492437597205,0.01966914251815764,0.19063655263199114,0.1381088935454213,0.32569742255305584
A6lKCuTrDSJ_eFKyumZCJQ,WuHu Noodle,Las Vegas,Southwest,36.0415806,-115.1835432,chinese,2.0,1.7222222222222223,0.18970406900007783,0.2238154383778508,0.0115436232614039,0.26138688557528056,0.22998531319798537,0.08356467058740155
ASxoWbHKUWBZLh2rWysLcw,Fortune Seafood Restaurant,Las Vegas,,36.0994039,-115.20836129999999,chinese,2.0,1.3846153846153846,0.18527142321138287,0.018111708545284884,0.19453995311205963,0.20250122758272496,9.93008823177809e-05,0.39947638666622987
AbadN65irz8uSL8z6fkoBg,BBQ King,Las Vegas,Chinatown,36.125947499999995,-115.2189011,chinese,2.0,1.7878787878787878,0.31069645267316154,0.1464741632107824,0.020044044389986866,0.11345809486343093,0.21845344367706043,0.19087380118557787
AiXzyI2Xehh-1yvbB-WcYw,Panda Express,Las Vegas,,36.112237,-115.0615555,chinese,1.0,1.0,0.4002747691763106,0.42645870846534517,0.0,0.05741812710975304,0.041071132194659576,0.0747772630539317
Akl6WDSUwYQ3zanxczLNSg,Rice & Company,Las Vegas,The Strip,36.095927,-115.175779,chinese,2.0,1.5384615384615385,0.2945080534918817,0.21059982106163858,0.01334971983926268,0.17505799673825292,0.12357207908943359,0.18291232977953056
Ang2kQwTBd9S4LrhAS2pCA,Mala Restaurant,Las Vegas,,36.115354700000005,-115.2177135,chinese,2.0,1.3333333333333333,0.3549593808857265,0.14951673439835525,0.008333634427593259,0.251387548294668,0.14737496479388376,0.08842773719977326
AtD6B83S4Mbmq0t7iDnUVA,Veggie House,Las Vegas,Chinatown,36.1253966874,-115.21156311,chinese,2.0,2.8596491228070176,0.2787831718907468,0.24681719940710037,0.0208324783389565,0.14619938469664162,0.1719624474484051,0.11786145856902674
B19KKE75ZxqoR3EDuvA1qw,China Star,Las Vegas,Westside,36.1586341,-115.20308929999999,chinese,1.0,1.2222222222222223,0.5667951046017919,0.08813891495847948,0.010784755928333846,0.10196366080802997,0.010092760818669163,0.22222480288469557
B1X-D4mRW3VjNUUolPDItA,Mr Beijing,Las Vegas,Eastside,36.115154100000005,-115.1480156,chinese,1.0,1.6829268292682926,0.15442491085905227,0.31469859768831776,0.010538208730322941,0.24795402420706575,0.1305145423455091,0.14186971616973207
BKg8YIGX_5YyUczmBAyyCQ,China Passion,Las Vegas,Sunrise,36.139117600000006,-115.06696950000001,chinese,1.0,2.5,0.32914079390724665,0.21076885490622996,0.028131645743169897,0.23223921004375153,0.07750166067453043,0.12221783472507157
BjbR39fp7BnurXAq9gNNEg,China Olive,Las Vegas,Sunrise,36.162543,-115.06258829999999,chinese,1.0,1.875,0.6592807728545734,0.021625125910417268,0.01130765437057716,0.19389659147028654,0.0398863486269635,0.0740035067671821
C5azlhXSTOlqVAM3nl95nw,Oasis Asian Kitchen,Las Vegas,Spring Valley,36.1166813884,-115.26231445399999,chinese,1.0,1.8181818181818181,0.19330028690003312,0.5390556244046851,0.0022654398963936656,0.10790079234235567,0.09460677764664895,0.06287107880988356
C74ViML3zx1akYVafLaiXQ,Buffet At Asia,Las Vegas,Southeast,36.0106646,-115.1186365,chinese,2.0,1.5096774193548388,0.5245641638196561,0.056915388514100114,0.015861065686223967,0.09734004436501112,0.03241777230169161,0.26644995241009123
CCRgGKhzxSpl38w7yhqKUw,Noodles,Las Vegas,The Strip,36.1122690547,-115.17630053200001,chinese,2.0,1.9619047619047618,0.22021324603983933,0.1530970734560443,0.061616595296899744,0.13894708906803616,0.2519613139169848,0.17416468222219575
CNW5hqoO-EpSOReYbWC-Sw,Golden China,Las Vegas,,36.1172631,-115.20993290000001,chinese,2.0,1.125,0.14653807885253275,0.30631554171905356,0.0005193972469353704,0.2117335334245097,0.08046987822109891,0.2544235705358697
CTsLzuZ_AR841SiSacdEvg,Panda Bowl Chinese Restaurant,Las Vegas,,36.1739669702,-115.118316114,chinese,1.0,1.3333333333333333,0.7327145817907033,0.06965359989720833,0.006847206300959949,0.18731630414007483,0.003468307871053587,0.0
CVRTly4ag_q5ua0R3iqrVw,Ku Noodle by José Andrés,Las Vegas,The Strip,36.1427564,-115.15787479999999,chinese,2.0,2.2,0.2390409724505821,0.0720180385489602,0.04656056601992882,0.17538855026315497,0.28694218995532256,0.18004968276205133
CeevPqFuG8g2SeyEO6TtCA,Champion Gourmet,Las Vegas,Chinatown,36.125587,-115.211199,chinese,1.0,2.0,0.16641827336049855,0.09194464148666216,0.013140967155148264,0.2651693481563623,0.40877373390727273,0.054553035934056006
Ch3HkwQYv1YKw_FO06vBWA,P.F. Chang's,Las Vegas,Eastside,36.113503884400004,-115.1541301,chinese,2.0,1.9782608695652173,0.17367694617786028,0.16511185759838734,0.030295747280001048,0.27904656228876934,0.12819056301911622,0.22367832363586576
Cl-xl1vTUwHeaGgBxzdTRA,Chow Mein House,Las Vegas,Summerlin,36.160214025100004,-115.32155403600001,chinese,2.0,1.8181818181818181,0.19447501696256816,0.2857027713460331,0.00836971750644358,0.18719158901193436,0.185270312692402,0.1389905924806188
CztQkxRXch0__MsSmB0tTw,ChiAm Restaurant,Las Vegas,Westside,36.159498,-115.2308837,chinese,1.0,1.6363636363636365,0.23466445575215145,0.2090545422389968,0.25146910513459075,0.13089751148058795,0.09342128894679029,0.08049309644688288
D6iaNp68eH0LFx5H1vWBCQ,Panda Express,Las Vegas,Southeast,36.0129039528,-115.135800718,chinese,1.0,1.6666666666666667,0.1265557672481718,0.35899723835241,0.006091583018051816,0.21382442138356267,0.05228897049601557,0.24224201950178811
D8a2usm9b-j89W9IrJ_Evw,Satay Thai Bistro & Bar,Las Vegas,Eastside,36.118199410100004,-115.154252802,chinese,2.0,2.4347826086956523,0.27727445311271276,0.15914402176971143,0.013112757181975087,0.23822714197635014,0.08770241692163827,0.20280007860282973
D8yYMxz0p6oQnOQnLRUIyA,Yong Kang Street,Las Vegas,The Strip,36.112576452199995,-115.170832844,chinese,2.0,1.828125,0.19549455473136712,0.09187963669556036,0.20823042524753227,0.10699683616152435,0.2556292249936584,0.1417693221703576
DIxgItsSI9QwX9H8lVptYg,China A Go Go,Las Vegas,Northwest,36.220386700000006,-115.32545549999999,chinese,1.0,1.625,0.22500601846358328,0.20436440088253366,0.003389843971928049,0.34629316170296554,0.16226125793753288,0.058685317041456554
DLw9rK8Qb6l7ESgxtR47qQ,Ohana Hawaiian BBQ,Las Vegas,Southwest,36.038729700000005,-115.1986027,chinese,1.0,1.837837837837838,0.1884000073670647,0.198594360880542,0.018872959955200476,0.3013478575749105,0.11091771022124429,0.18186710400103812
DVfCbJhJUDWRlUfrKzaKOA,Sam Woo BBQ Restaurant,Las Vegas,Chinatown,36.125380799999995,-115.1959803,chinese,2.0,1.3254901960784313,0.22370138212573082,0.13084561942930123,0.01453320478736402,0.16680639498750294,0.15256822197398423,0.3115451766961167
DW0ZvWuYaSvMcB_3LG5RGg,Pei Wei,Las Vegas,Summerlin,36.161278,-115.331443,chinese,2.0,1.7428571428571429,0.3179511662250552,0.2391186140834196,0.01270739993393468,0.21942087406505778,0.06185199956104301,0.14894994613148974
DiA78qPtp6rfRNdomzjBbw,Joshan Filipino Oriental Market,Las Vegas,Southeast,36.0833844974,-115.03399498299999,chinese,1.0,5.0,0.7709280391121043,0.0,0.0,0.20771703915129702,0.021354921736598757,0.0
DiCWSyoaBkIpOVUdIO7Jlg,Little Dumpling,Las Vegas,,36.279407,-115.20645400000001,chinese,1.0,1.7096774193548387,0.17649916708292923,0.31156151949773986,0.005923323263815891,0.2750676087286496,0.13237605083193332,0.09857233059493217
DitL2M_iiHq0DcuA1vNMAQ,Panda Express,Las Vegas,Westside,36.1443596405,-115.20722564299999,chinese,1.0,1.5714285714285714,0.1677251494945056,0.35847273366693644,0.024131237515123426,0.3089384279063321,0.014920574662381883,0.12581187675472055
E0zjBNt4_giYtJqUjugskw,Taste of China & Icy Bar,Las Vegas,,36.1130978745,-115.224425308,chinese,1.0,1.625,0.06142889551595067,0.2520790004062928,0.006438500851923223,0.40912830826398683,0.08448880695125394,0.1864364880105926
EN2foh9hQMXvNMtB3pMwmA,Red Gate Wok,Las Vegas,Chinatown,36.1263808965,-115.24167944700001,chinese,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
EWbNTPW0co_X4lZRB-QTLQ,Ocha Thai Cuisine,Las Vegas,Downtown,36.1566847,-115.14839180000001,chinese,2.0,2.13953488372093,0.2449554139781426,0.23139203045898246,0.007046072424726272,0.21068237420614358,0.14737645241035494,0.15854765652165012
Eau1XrNg91XSzJRn_sCWTg,Chinoise,Las Vegas,The Strip,36.1174528,-115.1766881,chinese,,1.5,0.1918439179630413,0.02159527146740908,0.00993387896379176,0.14409390217871254,0.03228361954572419,0.6002494098813211
EdY6q0CO2mlATpoTFkvHAw,Dim Sum Cafe,Las Vegas,South Summerlin,36.1217538915,-115.31439294799999,chinese,1.0,2.2,0.11426877440009327,0.1522924184998886,0.32296805453286037,0.173922468039204,0.11909767335071769,0.11745061117723614
EjYGxyksao-Jhw86tIAiYQ,Noodle Palace,Las Vegas,Chinatown,36.125587,-115.211199,chinese,1.0,2.2857142857142856,0.20343597296077695,0.1452228890951856,0.03218238446234322,0.18884581055424943,0.2945353894796271,0.13577755344781764
ErzHs0c5EKwLD_YM2ZjsGQ,Panda Express,Las Vegas,Southeast,36.0683897289,-115.178909959,chinese,1.0,1.4285714285714286,0.16277450562130172,0.26598817315770845,0.013611416376565561,0.2750212671104761,0.08212838080750048,0.2004762569264477
EvE23d1PSbfGWe7EA5HRBQ,The Magic Noodle,Las Vegas,Spring Valley,36.0957104,-115.29821670000001,chinese,1.0,3.8,0.10342501890456478,0.006691313051634001,0.0015079046016521428,0.11366567596336773,0.48793725294378126,0.08677283453500002
F06m2yQSPHIrb1IT7heYeQ,Rainbow Kitchen,Las Vegas,Southwest,36.0514499584,-115.244114734,chinese,2.0,1.9166666666666667,0.3250501746744661,0.07907853723053145,0.028047842857357046,0.16365607398782037,0.13738232885460144,0.2667850423952236
Fb7QbeQVasGej9GPIL2koA,Jade At the Palazzo,Las Vegas,The Strip,36.123125200000004,-115.1705922,chinese,,1.0,0.43939827081218863,0.06153628427856863,0.013595056306330419,0.1895808903887449,0.10160061858300473,0.19428887963116265
FbayoQWK77lRJ7Luo2WKlA,Panda Express,Las Vegas,Downtown,36.1658210754,-115.14319706,chinese,,1.3333333333333333,0.22704144235783227,0.3436550955524354,0.0,0.3318006142681762,0.04349414000300833,0.054008707818547795
Fe699lNnpiZIGjgmuQahXA,Teriyaki Boy Healthy Grill,Las Vegas,Sunrise,36.1730555,-115.0784602,chinese,1.0,1.8571428571428572,0.21730325394336325,0.2192651705568574,0.018938344897062052,0.24205628064856854,0.1268488123052171,0.1755881376489316
