business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Waiting Time,Burger/Fries/Shake,Customer Service,Breakfast/Eggs/Pancakes,Chicken/Waffles,Atmosphere
1aB0kMQNVRhhUXtb7C4Njg,Pollos El Dorado,Las Vegas,Southeast,36.085297625900004,-115.074446476,american,1.0,4.869565217391305,0.11116675729648766,0.0026871589686210933,0.1531712066115095,0.008876724926770023,0.4746267655342586,0.24947138666235305
1aj4TG0eFq6NaPBKk6bK7Q,Jacques Cafe,Las Vegas,Summerlin,36.1933265261,-115.304063282,american,2.0,4.156028368794326,0.20843008236591687,0.12666270171518895,0.1902401122085866,0.1252544412849131,0.09201680005744757,0.2573958623679469
1tJdRIuyH9UY_35yfn_uyg,Hot Dog Heaven,Las Vegas,Southeast,36.011942,-115.136169,american,1.0,3.6,0.27045373783648874,0.14014944338603144,0.10234688262408767,0.03785800018852475,0.038993283695720506,0.4101986522691469
1ziIZL9P77FrsXS4_NMiDQ,Roman McCarthy Meats,Las Vegas,Westside,36.135635,-115.2304131,american,,5.0,0.3806927710050773,0.1068855059485381,0.028105221146980962,0.035692123985015464,0.21464474955697652,0.23397962835741165
296PZdxSrtH08EUwCsOKMw,Michael's Gourmet Room,Las Vegas,Southeast,36.01147800000001,-115.174141,american,4.0,4.5177304964539005,0.5128042379881353,0.004683528504461971,0.19123302228355088,0.02834666992293545,0.03195048976637566,0.23098205153454066
2BbFeotL85cIaBjSq1SWiA,Springs Cafe by Wolfgang Puck,Las Vegas,Westside,36.1680995,-115.1922304,american,2.0,3.111111111111111,0.3691754469975349,0.1487929512118906,0.08471608567274308,0.06910637221779875,0.1589128172522884,0.16929632664774422
2HxaDXZmAOH6LiuzGgNdPA,Farmer Boys,Las Vegas,Spring Valley,36.0615179,-115.24247859999998,american,1.0,3.6216216216216215,0.191350737712329,0.2643478900403542,0.14076390613017614,0.12683317572480474,0.08591987501637416,0.19078441537596186
2LL-pWxdM_rvnaIpNxezsQ,Slidin' Thru HQ,Las Vegas,Southeast,36.068048,-115.141921,american,1.0,4.314285714285714,0.2605440247782568,0.2734782262051277,0.08559463991502557,0.01336907003415362,0.07677545110739037,0.29023858796004603
2LZGeJy8qByYKB71ML-jcw,Rock & Rita's,Las Vegas,The Strip,36.136946734,-115.16381357899999,american,2.0,3.08955223880597,0.3377000349437648,0.12427435494288762,0.11905544500288233,0.07377366118295292,0.15860010126732554,0.1865964026601866
2RFe9vDTzyBkF4mvsFDDow,Dickey's Barbecue Pit,Las Vegas,,36.2799309122,-115.20637698,american,2.0,3.9439252336448596,0.27400316373476125,0.06450451742350165,0.18013836219506865,0.026778107986872076,0.22176751885730467,0.2328083298024918
2Wl4o7l54I-EtxtaDpOTzA,Pub 365,Las Vegas,Eastside,36.113105,-115.160233,american,2.0,4.232758620689655,0.23504672963500164,0.15660858144953085,0.28268193276165904,0.015455243179566909,0.06352233211011879,0.2466851808641227
2Y0-nrSZNsLRStyupZgM7g,Courtyard Cafe,Las Vegas,,36.102185740900005,-115.201499462,american,2.0,3.3529411764705883,0.3253832878166969,0.060836440102432825,0.12330394632631055,0.2811756484903644,0.10511015463385198,0.10419052263034312
2dCnTMv3Hh-fM8bOjYS4Xw,Nevada Chicken Cafe,Las Vegas,Westside,36.1437858,-115.2266305,american,2.0,4.034883720930233,0.14937070770220906,0.010361470030406612,0.1136040736851747,0.012504609785264631,0.5196848226297667,0.19447431616717828
2iTsRqUsPGRH1li1WVRvKQ,Carson Kitchen,Las Vegas,Downtown,36.1678783157,-115.140640475,american,2.0,4.5492610837438425,0.2531297071476218,0.08025654033290404,0.19175532408236576,0.041775542827406566,0.17799980030445778,0.2550830853052434
2mfBO8iZ5E_ULmcxEXqOrw,Union Restaurant & Lounge,Las Vegas,The Strip,36.128561,-115.1711298,american,4.0,3.4545454545454546,0.505320428178572,0.040856491222841074,0.20045117064645515,0.016667107827451764,0.06484557740634636,0.17185922471833334
2smgOPhpYbDT7G5tbVRdiQ,Burger King,Las Vegas,,36.1013278111,-115.188151768,american,2.0,2.8571428571428568,0.3053678498318485,0.1595437391047671,0.1212727678578288,0.04857004919265119,0.12186557057498675,0.2433800234379177
2zSr7jNNWpA-IfD74wOlTA,Pt's Gold,Las Vegas,Southwest,36.0546542,-115.2621343,american,2.0,4.157894736842104,0.2706936477322424,0.02455829124041834,0.238564821163515,0.0063043044805242655,0.0667547287384738,0.3931242066448263
31BSLQveLV7eeIoWNxhTaw,Lj Bar & Grill,Las Vegas,Downtown,36.1444737,-115.1354528,american,,4.666666666666667,0.13093621229844887,0.0,0.5322235591640764,0.0,0.0,0.33684022853747475
32JWhoH-Kiu1wRFTvHvW9Q,Pie Me Over,Las Vegas,Spring Valley,36.078686,-115.241801,american,1.0,4.803418803418802,0.17151107147961064,0.01506532453384329,0.08694422771188827,0.02397312094611336,0.4594327118810583,0.24307354344748625
35fWtS1LZkaZ-ooKupJ1XA,Buffalo Wild Wings,Las Vegas,The Strip,36.1084021917,-115.171653389,american,2.0,4.171428571428572,0.276114636352421,0.03321123566016989,0.3026098879639821,0.01881352706060097,0.08531542919152815,0.2839352837712981
364hhL5st0LV16UcBHRJ3A,Yonaka Modern Japanese,Las Vegas,,36.114935,-115.20973700000002,american,2.0,4.5149342891278375,0.4206948901584139,0.015870144543401958,0.1808315589058312,0.01589293792439845,0.0771703941979118,0.2895400742700425
3BCsAgo_1i4xMuTyLKMLRQ,SkinnyFATS,Las Vegas,,36.075969145900004,-115.1817241,american,2.0,4.4526315789473685,0.21073200165661413,0.09528794447475386,0.13479860665260354,0.09849678454049712,0.12186900006387767,0.3388156626116544
3FlWR_osNPb8dcqLgHebHw,Mimi's Cafe,Las Vegas,Westside,36.1577139,-115.2918614,american,2.0,3.687116564417178,0.2780165781536367,0.02637813356396683,0.1927907897596597,0.23028853439262714,0.10901886785146896,0.16350709627864074
3Gt3xskppi9jZuTrwrhLNg,Stack Restaurant & Bar,Las Vegas,The Strip,36.1217103886,-115.174189072,american,3.0,4.114525139664805,0.4463050213422642,0.05066892187087695,0.218524757981293,0.017160304528560356,0.0794284302444373,0.1879125640325685
3Jq5LfJ5fmJ5KmuA6VHmzw,Topgolf,Las Vegas,Eastside,36.1066364,-115.1647641,american,3.0,4.183908045977011,0.3493828367016432,0.013125681433244113,0.24041772692835775,0.012713309232135638,0.014277852915107553,0.3700825927895118
3PshdJtSwd_poaPL7fIOHg,Counter Cuisine,Las Vegas,Westside,36.159221,-115.236737,american,2.0,4.6,0.3129418994765387,0.19910660927079,0.0016176969294394688,0.022129919991759214,0.27738860809539795,0.1868152662360747
3QcTqsdxQBlSndBdMJBRhQ,Freedom Beat,Las Vegas,Downtown,36.1719130639,-115.141276185,american,2.0,3.861842105263158,0.28663881450888,0.03991157250468545,0.20636721980368825,0.12895297180058196,0.14655711791517534,0.19157230346698886
3X-SMnyYq77IYEnyCp-TtQ,Tropical Breeze Cafe,Las Vegas,The Strip,36.1163474,-115.1723373,american,2.0,3.125,0.3322088511239427,0.048655993244637576,0.07302710905044109,0.3341734002959781,0.09843300817389283,0.11350163811110772
3YV-GLtQLI3sbZDZ-0NN4Q,Capriotti's Sandwich Shop,Las Vegas,Southeast,36.0220196338,-115.117877614,american,1.0,3.931034482758621,0.2883807513407611,0.04668960766965067,0.20101807452966075,0.032561329394196765,0.13383158238949386,0.29751865467623684
3ajqOW9A7VhResA08I7RTg,Hash House A Go Go,Las Vegas,Downtown,36.171861,-115.146844,american,2.0,4.0616666666666665,0.1683137269452752,0.02724112467747081,0.13084477875554268,0.25940964378242715,0.26234813527873885,0.1518425905605454
3cg4pKBL8DTFXCtZ5y9V4g,Johnny Smalls,Las Vegas,Eastside,36.1090162612,-115.15386879399999,american,2.0,3.637168141592921,0.4194847739931209,0.03681358839355163,0.12402111648138253,0.013487945761819631,0.21287213415817688,0.1933204412119484
3fPIRTnBhd81MixgS9YoMQ,California Pizza Kitchen,Las Vegas,The Strip,36.1275236,-115.1715003,american,2.0,4.223021582733813,0.3446925342767677,0.006354019409673514,0.23813618135306905,0.01947861955996848,0.1843418867826856,0.20699675861783565
3kdSl5mo9dWC4clrQjEDGg,Egg & I,Las Vegas,Westside,36.1440852,-115.2024865,american,2.0,4.556697108066972,0.12642301523548244,0.016578911030987537,0.19456222136056509,0.4039658837126713,0.053754017098211405,0.2047159515620825
3m2XZFVraCiqjgLxHi5MdA,Rosemary's Restaurant,Las Vegas,Westside,36.1427696,-115.2692867,american,3.0,4.476190476190476,0.5081174770325398,0.01182375301487757,0.1826570917905138,0.0192190511135406,0.06433861790344815,0.2138440091450797
3pSUr_cdrphurO6m1HMP9A,J Karaoke Bar,Las Vegas,Chinatown,36.1263711,-115.1917692,american,2.0,4.818840579710145,0.16820444521449573,0.01559513952904404,0.3238457678527176,0.007934535518856138,0.029409824269219845,0.4550102876156669
3rj1qpgFvkRWtAka17mhEQ,Mimi's Cafe,Las Vegas,Centennial,36.2828691328,-115.287154801,american,2.0,3.756756756756757,0.28763837183190705,0.04005503019509932,0.1778222108960612,0.21627934070750016,0.0960612244159146,0.18214382195351772
3s8PNggIbgeSsjqM6HKOCg,The Verdict's Inn,Las Vegas,Downtown,36.160555,-115.145874,american,2.0,3.5454545454545454,0.28954404629615643,0.013791193086134938,0.213558604463553,0.06856918148994583,0.1294104354070721,0.2851265392571377
3tBRBsiTi6JJz3CJ7DcS_w,Skinny Chick Fat Chicken,Las Vegas,,36.1326596,-115.1728055,american,2.0,4.6,0.1309089893972835,0.22714967097561944,0.11025879271082216,0.04280546531245362,0.3831481486798484,0.10572893292397298
3vxIqhm2jCVjkUWtmDvTsw,Raising Cane's,Las Vegas,Southeast,36.0524764,-115.17161609999998,american,1.0,4.351981351981352,0.10955798018394587,0.057706528382431385,0.09222428953743536,0.03300160401181724,0.4931013815845137,0.21440821629985646
44kd3YdkhXj5XiSPs5XNjQ,FireRock Steakhouse,Las Vegas,Centennial,36.2719093,-115.263182,american,2.0,3.8854805725971366,0.3818813371969209,0.03095376647709612,0.2791952325089658,0.03881266257386467,0.0754840449028351,0.19367295634031767
45IHzSJj49HJn32G3j6H_A,Wienerschnitzel,Las Vegas,Westside,36.14408140000001,-115.1943476,american,,1.0,0.4554661398602023,0.0,0.0,0.004429180949442546,0.0,0.5401046791903552
46UHF46E1z-W2dOmhv-Fng,Pt's Pub,Las Vegas,Westside,36.1651692,-115.244802,american,2.0,3.3181818181818183,0.3770255142398817,0.023379228384076,0.2404312110466469,0.008147715785746745,0.040965590716985266,0.3100507398266633
4E309lwPu65lXyaeuLRETQ,Boomer's Bar,Las Vegas,Westside,36.133909,-115.1835692,american,1.0,3.7222222222222223,0.4943718245695819,0.00042162766871454846,0.15394385580885597,0.0020645173879081788,0.0,0.3491981745649394
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel Las Vegas,Las Vegas,Southeast,36.0993459,-115.167874,american,2.0,2.9743918053777207,0.49004358875456,0.016196966941614824,0.1368263950499507,0.03867396415339645,0.04371993106628432,0.27453915403419377
4QmwJBk9VPKyO2DfUeIVWg,Tommy Rocker's Mojave Beach Bar & Grill,Las Vegas,,36.11210420000001,-115.1822926,american,2.0,3.821428571428572,0.2638849999160177,0.10029888509241544,0.2352100606206265,0.030668577072379563,0.08955773073164812,0.2803797465669127
4X0KWUPcD2EkHN83aa4cXg,Blondies Sports Bar & Grill,Las Vegas,The Strip,36.1105256165,-115.169562361,american,2.0,3.4507936507936514,0.32604008255807604,0.05229934003737238,0.23993748808197585,0.053911871612239565,0.06925327551931305,0.2585579421910233
4d9BIUYJwAsMfMrH_0vdDQ,TGI Fridays,Las Vegas,,36.11663529999999,-115.1929046,american,2.0,3.0,0.4934834024512152,0.0,0.3759691401357304,0.005430878393874656,0.0,0.12511657901917986
4iLbq_AUiWtsSKHFpG5cbQ,Food Factory,Las Vegas,Spring Valley,36.114395,-115.278107,american,1.0,4.7,0.17851276204828456,0.1697653761128288,0.19777361358391626,0.04585819966914682,0.16429423040591815,0.24379581817990545
4qG3Gh8QyugC1XvoTlmgcQ,Egg Works,Las Vegas,Spring Valley,36.1145171608,-115.29558636600001,american,2.0,4.459749552772808,0.13256990054016865,0.016224450527651514,0.20740934218759347,0.3928572089285587,0.047941205304787834,0.2029978925112396
