business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Atmosphere,Burger/Fries,Waiting Time,Chicken/Steak,Customer Service,Buffet/Price
364hhL5st0LV16UcBHRJ3A,Yonaka Modern Japanese,Las Vegas,,36.114935,-115.20973700000002,american,2.0,2.3380281690140845,0.2948348816862643,0.018887318285547648,0.1630758576352432,0.16894749962384334,0.21615450649378007,0.13809993627532136
3BCsAgo_1i4xMuTyLKMLRQ,SkinnyFATS,Las Vegas,,36.075969145900004,-115.1817241,american,2.0,2.7153846153846155,0.2998624570189645,0.09786351810476793,0.16256621687135575,0.2518145206690736,0.091895900656509,0.0959973866793292
3FlWR_osNPb8dcqLgHebHw,Mimi's Cafe,Las Vegas,Westside,36.1577139,-115.2918614,american,2.0,1.5882352941176472,0.16734588630240413,0.04085895702386756,0.2862155256052791,0.1785177770603752,0.20392606379817854,0.12313579020989562
3Gt3xskppi9jZuTrwrhLNg,Stack Restaurant & Bar,Las Vegas,The Strip,36.1217103886,-115.174189072,american,3.0,2.0303030303030303,0.2285481963516249,0.05416512910275565,0.14848545406936747,0.22907669800650104,0.2645839050784061,0.0751406173913448
3Jq5LfJ5fmJ5KmuA6VHmzw,Topgolf,Las Vegas,Eastside,36.1066364,-115.1647641,american,3.0,1.7946428571428572,0.4325854373961486,0.017541947956858137,0.2890778296426937,0.0358432450627058,0.1740846636884026,0.05086687625319123
3PshdJtSwd_poaPL7fIOHg,Counter Cuisine,Las Vegas,Westside,36.159221,-115.236737,american,2.0,2.0,0.4527924693288972,0.3552881842635411,0.0,0.16783091531072114,0.01009623395410604,0.013992197142734529
3QcTqsdxQBlSndBdMJBRhQ,Freedom Beat,Las Vegas,Downtown,36.1719130639,-115.141276185,american,2.0,1.864864864864865,0.27305460285234384,0.026948720582510983,0.28101128600452496,0.2052169745421431,0.1642665750494833,0.049501840968993766
3X-SMnyYq77IYEnyCp-TtQ,Tropical Breeze Cafe,Las Vegas,The Strip,36.1163474,-115.1723373,american,2.0,1.6666666666666667,0.28470671460187635,0.02738050574504808,0.13780323989172485,0.14477711215559644,0.16041975433494507,0.2449126732708091
3YV-GLtQLI3sbZDZ-0NN4Q,Capriotti's Sandwich Shop,Las Vegas,Southeast,36.0220196338,-115.117877614,american,1.0,2.45,0.360705862263176,0.016642460259364382,0.16763183021887226,0.30130502119834074,0.13011333667520195,0.023601489385044732
3ajqOW9A7VhResA08I7RTg,Hash House A Go Go,Las Vegas,Downtown,36.171861,-115.146844,american,2.0,2.1322314049586777,0.20108074317243366,0.015598181073158248,0.1874319918485512,0.2504097601386927,0.17258766049816776,0.17289166326899666
3cg4pKBL8DTFXCtZ5y9V4g,Johnny Smalls,Las Vegas,Eastside,36.1090162612,-115.15386879399999,american,2.0,2.142857142857143,0.2472562956455981,0.021709305017175048,0.17163066092263693,0.23024699795376102,0.12236737499849612,0.2067893654623328
3fPIRTnBhd81MixgS9YoMQ,California Pizza Kitchen,Las Vegas,The Strip,36.1275236,-115.1715003,american,2.0,1.875,0.19274283124343727,0.011902762725392127,0.25578201418367624,0.2473812528750451,0.2563778898017811,0.03581324917066812
3kdSl5mo9dWC4clrQjEDGg,Egg & I,Las Vegas,Westside,36.1440852,-115.2024865,american,2.0,2.9066666666666667,0.19166656116901312,0.02973891101548013,0.15547155989103226,0.194716268804268,0.1353265320513393,0.2930801670688673
3m2XZFVraCiqjgLxHi5MdA,Rosemary's Restaurant,Las Vegas,Westside,36.1427696,-115.2692867,american,3.0,3.555555555555556,0.38453242534568577,0.02284116390506607,0.12024581955532827,0.25583986266729997,0.1484821826232616,0.06805854590335839
3pSUr_cdrphurO6m1HMP9A,J Karaoke Bar,Las Vegas,Chinatown,36.1263711,-115.1917692,american,2.0,3.4,0.3187293320800188,0.006359796006576417,0.17329365901006555,0.10545206792671184,0.3422862525968217,0.05387889237980574
3rj1qpgFvkRWtAka17mhEQ,Mimi's Cafe,Las Vegas,Centennial,36.2828691328,-115.287154801,american,2.0,1.7826086956521738,0.16923491793664344,0.048255168728095856,0.21701479820803704,0.2636383479463479,0.15281849223098296,0.1490382749498927
3s8PNggIbgeSsjqM6HKOCg,The Verdict's Inn,Las Vegas,Downtown,36.160555,-115.145874,american,2.0,1.6666666666666667,0.33966496675818153,0.017504185822844992,0.0678572766094367,0.4165267802289771,0.06885445826706743,0.08959233231349227
3tBRBsiTi6JJz3CJ7DcS_w,Skinny Chick Fat Chicken,Las Vegas,,36.1326596,-115.1728055,american,2.0,2.0,0.0646645851076648,0.38375409150380907,0.1317411160129231,0.4121034105972981,0.0,0.0077367967783050955
3vxIqhm2jCVjkUWtmDvTsw,Raising Cane's,Las Vegas,Southeast,36.0524764,-115.17161609999998,american,1.0,2.6666666666666665,0.20474300848632887,0.05277232923885195,0.0903172099828362,0.4776860956042365,0.15168857069105604,0.022792785996690396
44kd3YdkhXj5XiSPs5XNjQ,FireRock Steakhouse,Las Vegas,Centennial,36.2719093,-115.263182,american,2.0,1.6387096774193548,0.20171295912467768,0.02629816613426162,0.25865914320708105,0.22449002568753967,0.2192246699796791,0.06961503586676085
45IHzSJj49HJn32G3j6H_A,Wienerschnitzel,Las Vegas,Westside,36.14408140000001,-115.1943476,american,,1.0,0.6791247584638325,0.0,0.0,0.03148736118014312,0.2893878803560244,0.0
46UHF46E1z-W2dOmhv-Fng,Pt's Pub,Las Vegas,Westside,36.1651692,-115.244802,american,2.0,1.2666666666666666,0.34719629918874034,0.02448341539594959,0.27284468342938345,0.03055868566000035,0.28155321518967985,0.04336370113624655
4E309lwPu65lXyaeuLRETQ,Boomer's Bar,Las Vegas,Westside,36.133909,-115.1835692,american,1.0,2.6666666666666665,0.7611342712633308,0.03433861772165877,0.10367946717024047,0.0,0.025924055900285632,0.07492358794448438
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel Las Vegas,Las Vegas,Southeast,36.0993459,-115.167874,american,2.0,1.467924528301887,0.5727180039211255,0.016210010316317917,0.10036432901212557,0.057577017153748036,0.162852488895635,0.08650456579538715
4QmwJBk9VPKyO2DfUeIVWg,Tommy Rocker's Mojave Beach Bar & Grill,Las Vegas,,36.11210420000001,-115.1822926,american,2.0,1.6666666666666667,0.4366608726227371,0.044029879975343016,0.14253891884766084,0.14840576146133375,0.21597549907695499,0.012389068015970155
4X0KWUPcD2EkHN83aa4cXg,Blondies Sports Bar & Grill,Las Vegas,The Strip,36.1105256165,-115.169562361,american,2.0,1.408045977011494,0.3467745353776289,0.03931145504405965,0.22335835663242,0.09617577714936736,0.21015289138961332,0.08422698440691055
4d9BIUYJwAsMfMrH_0vdDQ,TGI Fridays,Las Vegas,,36.11663529999999,-115.1929046,american,2.0,1.0,0.0561597013140456,0.009670934064339096,0.3592238482088591,0.1332639499302534,0.4363173095511651,0.005364256931337771
4iLbq_AUiWtsSKHFpG5cbQ,Food Factory,Las Vegas,Spring Valley,36.114395,-115.278107,american,1.0,1.4,0.5812444975124637,0.04906490391795284,0.10205936775782698,0.1594976809516532,0.05127827668381426,0.056855273176289065
4qG3Gh8QyugC1XvoTlmgcQ,Egg Works,Las Vegas,Spring Valley,36.1145171608,-115.29558636600001,american,2.0,2.2291666666666665,0.23621823098429404,0.014580840045307353,0.1423311816029276,0.16208233171979544,0.2016124761013176,0.2431749395463581
4v5ZLpmNn13Mze1w_XfWHw,Harley-Davidson Las Vegas Cafe,Las Vegas,The Strip,36.1077582129,-115.17237479,american,2.0,1.9583333333333333,0.29039592241082784,0.10080907206812306,0.11419603974455456,0.25356160481218226,0.1548984617749446,0.08613889918936751
4vwhK3Uxlp2gBtQuP78NOA,Magura Restaurant,Las Vegas,Eastside,36.1366364,-115.1357582,american,1.0,1.6666666666666667,0.2159128852107808,0.04054444642096899,0.25114896678715243,0.3605649322214106,0.12091578171140267,0.010912987648284469
56Yb9IgEREFeaSjJ5Y3RVg,Huffman's Homemade Chicken,Las Vegas,Westside,36.1645841865,-115.28937976899999,american,2.0,1.6764705882352942,0.19009087033554656,0.02863908317720209,0.09696910902127588,0.6030562889271079,0.051841814325801705,0.02940283421306588
