business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Order/Waiting Time,Pizza,Customer Service,Pasta,Atmosphere
2-0Z3UeQZ_Mx98m8Dv3oeQ,Aria Ristorante,Toronto,,43.64341689689999,-79.3805038909,italian,3.0,3.5348837209302326,0.42340977201700136,0.0054530496200698286,0.23663594832999432,0.15187150492326784,0.18262972510966669
2JkwKt66xu1NCA0J1laeig,The Cliffside Bistro,Toronto,Scarborough,43.7058996056,-79.25142422319999,italian,,4.75,0.15179230751802603,0.001097917995553233,0.3354718334433069,0.07221647618073031,0.4394214648623836
2KooqK40Nd80sgIPE2ScyA,Sambuca Grill,Toronto,Downtown Core,43.6559258,-79.3929262,italian,2.0,3.4516129032258065,0.31355237322995905,0.059855580469635745,0.16552242698191844,0.21385343055509362,0.24721618876339313
2i0dDzxLuQQAwzxDZVR-1g,Oretta,Toronto,,43.6439175,-79.4016289,italian,3.0,3.4537037037037037,0.3156602277362888,0.09337801707420956,0.19468577116300645,0.1747161609570526,0.22155982306944272
3MmNFU-6po5M4hKRnQZusw,Invictus,Toronto,Corso Italia,43.6762825895,-79.449459212,italian,2.0,1.0,0.6493981308615306,0.2223918823207635,0.1067174518874681,0.021492534930237547,0.0
3QS2Wgedv3jjKC5vJXJTcA,Osteria Ciceri e Tria,Toronto,Downtown Core,43.652199700000004,-79.37815490000001,italian,2.0,4.0,0.21894361744834892,0.05417764588219126,0.25748129803961584,0.303296811881671,0.16610062674817294
3YKV1eralyrKQqoWOTJMDA,Giulietta,Toronto,Dufferin Grove,43.6535007,-79.42760899999999,italian,3.0,4.636363636363637,0.33421510251858033,0.142270471739585,0.21873109374431865,0.16291442997632927,0.14186890202118677
3biAdoMqbR3E2tHikgd2kQ,AMA,Toronto,West Queen West,43.645041688199996,-79.4161209092,italian,2.0,4.428571428571429,0.24123588000473684,0.02155872318991031,0.32680503123540466,0.21204919710985706,0.19835116846009115
3cqB5VOEBP52C9wbC8P-UA,Maialino Enoteca Italiana,Toronto,Parkdale,43.6391573,-79.4445333,italian,4.0,3.764705882352941,0.35816119101658084,0.020982207522390574,0.27146790119668496,0.27069105885713485,0.07869764140720875
3glVZZh_vyZH1VvPU0307A,Enoteca Sociale,Toronto,Little Portugal,43.649582200000005,-79.4256294,italian,3.0,4.183266932270916,0.2774606331494334,0.016046455373561756,0.22606868803778923,0.36817619975200105,0.11224802368721491
3k9treY8PmsZ42bKmuICgA,Spoon And Fork Plus,Toronto,,43.754171,-79.3494929,italian,2.0,3.6396396396396398,0.38222438024658467,0.02072784730286682,0.17062346423121666,0.15813108547066995,0.2682932227486619
3psSpUMwT4zdNca2pOPxRw,Fort York Pizzeria,Toronto,,43.636604399999996,-79.4054293,italian,2.0,3.125,0.14561059148282146,0.46005834896016834,0.20315251089943684,0.04833860004716491,0.14283994861040844
3q8MtOEIJ6nC7kVv_8Mfgw,Verona Restaurant,Toronto,Entertainment District,43.6461617,-79.39126590000001,italian,3.0,3.736842105263158,0.25100234520014425,0.03233645314202123,0.20235137092799196,0.32273466632159326,0.1915751644082493
3qTSOuJ-ZyU1L7o62KHSIg,Gio Rana's Really Really Nice Restaurant,Toronto,Leslieville,43.6633353362,-79.3304189287,italian,3.0,4.170731707317073,0.3259208282295735,0.011678736123968636,0.2585559565672309,0.17513686737690545,0.22870761170232162
40AZvMTzJ6jmjw9-H2H6hw,Bar Freddo Caffe,Toronto,Etobicoke,43.612781176300004,-79.5576543686,italian,2.0,4.625,0.1007210007257415,0.3160365430094605,0.14090660282125478,0.25646869756852475,0.18586715587501856
447ZwFuzlKlctvMP7HfUUw,Pizza Hut,Toronto,,43.7562204,-79.5180336,italian,,4.0,0.20953388172944604,0.4902407426151264,0.0,0.28059704201287183,0.019628333642555777
4BBda3yy_8GXGmYLcgggHw,Pizzeria Libretto,Toronto,,43.6445031,-79.3988108,italian,2.0,4.181818181818182,0.15291395409180675,0.46307870534088275,0.1821456770620596,0.10783731320006945,0.09402435030518129
4HeS4zlbf-IbwEItbrISlw,Crazy Tomato,Toronto,,43.7053619,-79.31280670000001,italian,2.0,4.333333333333333,0.19122459514435922,0.13007344486324393,0.23239706853658998,0.2294552628693409,0.21684962858646603
4LXZzgsrM1ZyS_-uB9Od2Q,Lil' Baci,Toronto,Leslieville,43.6604776517,-79.3432568465,italian,2.0,3.6634615384615383,0.19362764496773946,0.18063207610087265,0.21144273530021923,0.1417828260752044,0.2725147175559643
4V_dIB038vy53RHYgEvUcw,Metropolitan Resto Bar,Toronto,Downtown Core,43.6499935,-79.3772003,italian,2.0,4.181818181818182,0.25662712321375564,0.060591100494774404,0.28676486781389204,0.06408736400374831,0.33192954447382966
4itFChF4I-d2Mkleyh-tvA,Waynak Modern Halal Eatery,Toronto,Downtown Core,43.656657700000004,-79.3836105,italian,,4.333333333333333,0.1715725321639392,0.3656081456707654,0.20934648296515349,0.09240032940051583,0.16107250979962612
4jHAt1IJuTbSikhtQrFEEA,Revere,Toronto,Greektown,43.67979570000001,-79.34150890000001,italian,,4.636363636363637,0.18061366451726915,0.021731073153254555,0.4785413297145327,0.2062650809183539,0.11284885169658963
527O5H26A0lFtCHO6zEh8w,Big Ragu,Toronto,,43.6759926,-79.4506128,italian,2.0,3.625,0.31504282354361796,0.02114582319710001,0.19258966963767862,0.22023460070479015,0.2509870829168133
58HXM57wvUFLpgxTdP-fng,Osteria 55,Toronto,St. Lawrence,43.6490711,-79.3746787,italian,,4.0,0.1345626777156252,0.0,0.258615928295495,0.18355625008551923,0.4232651439033604
59c3Cp-p5i18xFCKUuCkFQ,La Vecchia Ristorante,Toronto,Yonge and Eglinton,43.7100711,-79.3987926,italian,2.0,4.069306930693069,0.26593920175260094,0.04907919072162438,0.27284195603632166,0.21033534134937268,0.20180431014008032
5D2lHX9z-psWbH5Dm0aZxQ,Mangiacake Ristorante & Catering,Toronto,Downtown Core,43.655572,-79.39216929999999,italian,2.0,3.6666666666666665,0.24350506268206637,0.017456210182260387,0.09847663602016693,0.13940185676017203,0.5011602343553343
5RzR64HqnLRHo-MpZ129mQ,Nove Trattoria,Toronto,Yonge and St. Clair,43.6867341,-79.3937883,italian,2.0,4.333333333333333,0.14275498917126803,0.10957776643969734,0.2825429711677304,0.23846134012970685,0.2266629330915974
5a2WPziZW2HoW10H1ovbpQ,The Peasant Table,Toronto,Riverdale,43.659535650900004,-79.3473240556,american,2.0,4.0256410256410255,0.2782281676585972,0.09023922565430349,0.2545067779006126,0.147327813193077,0.22969801559340963
5a2WPziZW2HoW10H1ovbpQ,The Peasant Table,Toronto,Riverdale,43.659535650900004,-79.3473240556,italian,2.0,4.0256410256410255,0.2782281676585972,0.09023922565430349,0.2545067779006126,0.147327813193077,0.22969801559340963
5dy8OiWJty9AuxBcBzeBZQ,Piano Piano,Toronto,,43.6631673,-79.4029775,italian,3.0,3.952830188679245,0.2975669278612714,0.11882913648559473,0.23516172572721256,0.23016747385541653,0.11827473607050464
5nie8WoCB-MpEYT5uE6t4A,Toni Bulloni,Toronto,Yorkville,43.669941200000004,-79.3933271,italian,3.0,3.8,0.25844691952698057,0.08173320555148768,0.27789933924338134,0.19414053577308338,0.1877799999050671
5vwA-2fU7A_QY7MqLeHQCg,Camerini Ristorante,Toronto,Mount Pleasant and Davisville,43.706607899999995,-79.3894361,italian,3.0,5.0,0.11422708243033504,0.01083051802952722,0.5315257547024359,0.20449478552580763,0.1389218593118942
61GK4EGXBd4uha_2unicNw,Acquolina Ristorante,Toronto,,43.681313200000005,-79.4283861,italian,2.0,3.25,0.23595691021553591,0.08603609934231396,0.2719446186632034,0.2913573566926158,0.11470501508633096
67dxFBcBKl9sEkIIcm3j4A,Pizza Pizza,Toronto,,43.6450945,-79.3980696,italian,1.0,3.6666666666666665,0.026614964837383976,0.5432650454058053,0.053240237280307474,0.04915367999759793,0.3277260724789053
6DWFVwgm3d9jfBUOkJuANQ,Enzo,Toronto,Niagara,43.6467407,-79.40632409999999,italian,2.0,4.083333333333333,0.09400390746215016,0.6651834242572908,0.07136941790769656,0.05144862789606628,0.11799462247679611
6I27BTuHI5PMvOBG4WS8NQ,Mercatto,Toronto,Downtown Core,43.6503158,-79.3759018,italian,2.0,3.7755102040816326,0.27708865459332954,0.11103295756233658,0.27042763442028517,0.19542412580881824,0.14602662761523066
6I715CbaGgu1Wu16ahmm8A,Cucina 865,Toronto,,43.754740710600004,-79.3497137725,italian,3.0,3.8666666666666667,0.33476217675484526,0.08383675340700386,0.16580793600809487,0.2551180392526354,0.16047509457742073
6L5xQca-_DnJCXEGa3dJjQ,Corvo,Toronto,Entertainment District,43.644695550200005,-79.3938714408,italian,4.0,4.5,0.14434283148045093,0.14600974964999164,0.2758178869997117,0.23528263879239905,0.1985468930774466
6LR0Eg5EAMEIES7CY7ITOg,Ferraro 502,Toronto,,43.70379260000001,-79.4132906,italian,2.0,3.945945945945946,0.14504732936155618,0.24378508242713537,0.20921281196142735,0.18097822775701528,0.22097654849286577
6Toez65egZSMV1iohQWGIQ,Cantine Bar & Grill,Toronto,The Annex,43.6744252,-79.3965417,italian,2.0,3.6363636363636362,0.26926856714277647,0.02194035672011921,0.23261087460805116,0.18207326036991878,0.2941069411591344
6a7zecn8W8r9dDWwQVb6aA,Novecento,Toronto,Corso Italia,43.6775605,-79.44513859999999,italian,2.0,4.666666666666667,0.1275772068311593,0.053756809904766556,0.22835199542556125,0.0776100456548655,0.5127039421836473
6bttTDLU4j4GeG7QnvU84Q,Nonna's Place,Toronto,The Junction,43.6572011,-79.4477704,italian,1.0,4.333333333333333,0.04651957781353206,0.023833624398624034,0.10035592080044818,0.34974098592506536,0.4795498910623303
6d7aOsiinhme6BB7s2QmZQ,Domino's Pizza,Toronto,Greektown,43.6796679,-79.3395009,italian,2.0,4.285714285714286,0.14918400676267377,0.43859265228849464,0.15868060506195897,0.10983148091181857,0.1437112549750541
6frPvwX14wDH8jju64ewRg,Paese,Toronto,Entertainment District,43.646122058500005,-79.3913017135,italian,3.0,3.4651162790697674,0.31200142413792736,0.09012483794728322,0.21007869490561065,0.24036429783486804,0.1474307451743106
6l5ES0YHypA-JCk7naGBjg,Troika Vodka Boutique,Toronto,St. Lawrence,43.649733197299994,-79.3748815366,italian,3.0,3.75,0.4838527941897838,0.006944705085169541,0.09296210443676431,0.0,0.41624039628828247
6tFbsJuIarw6vawDOZ9GkA,Pizza Hut,Toronto,Bloor-West Village,43.6526222,-79.4710037,italian,1.0,3.75,0.17778861168300597,0.5775462120082153,0.014214142793485965,0.039403429045160275,0.19104760447013247
6yhhRjPaBMhUye8QWxslzA,Campo de Fiori Restaurant,Toronto,Etobicoke,43.6452419,-79.52039609999999,italian,2.0,4.5,0.2289631755716904,0.012800801251334551,0.3188232501059772,0.33340203274750196,0.10601074032349593
7NDpbeFYqQE28wKLBZKGFw,Portobello Restaurant & Bar,Toronto,Discovery District,43.665369500000004,-79.387546,italian,2.0,2.2857142857142856,0.2988244939267224,0.042667200971116835,0.0945292424773393,0.30640460812048564,0.25757445450433586
7Q3POwUj0u168Qp4c8gCog,Sorrento Ristorante,Toronto,,43.7292932,-79.4033194,italian,4.0,2.3333333333333335,0.5408302428387769,0.0028600097591949636,0.16855669459898573,0.12144724219257436,0.16630581061046806
7Uti5EeAwm3drG14KVrE3Q,Spuntini Restaurant & Bar,Toronto,The Annex,43.67365770000001,-79.3963287,italian,3.0,4.153846153846154,0.2854773861021131,0.03541415757672798,0.329201140317725,0.19833197133621563,0.15157534466721845
7ZBh-3wWVQ5zkd6KZytW0g,Cibo Wine Bar,Toronto,Yorkville,43.670462,-79.3935696,italian,3.0,3.525,0.33382661848885176,0.12560324682655016,0.23025477732850974,0.1514942230294703,0.15882113432661826
7bkA-nYNZTAAXF9i5-o-Kw,A3 Napoli,Toronto,Little Italy,43.6552211,-79.4134057,italian,2.0,4.35,0.0947961265127322,0.4701397151730083,0.18599352767538413,0.07998154658181975,0.16908908405705556
7e5VezwFWmNyv5RvuHyFrQ,San Francesco Foods - Laird,Toronto,,43.7039309,-79.3609167,italian,1.0,3.125,0.17902167061648933,0.10127329170821363,0.024198865789232842,0.3066271850462187,0.38887898683984545
7oEKIG7d1ttPRejppZ3WIA,Lady Marmalade,Toronto,Leslieville,43.6605167515,-79.3431122999,italian,2.0,4.0708860759493675,0.2309608804492578,0.009837551132712145,0.11106353210229472,0.10613834547552871,0.5419996908402065
7tUmASg6tOmh_DcIz2R7SQ,Joe Maggiano's Italian Eatery & Bar,Toronto,,43.7750926,-79.3240124,italian,2.0,3.0,0.549029702404953,0.00011433533131682262,0.161213031980097,0.15710924315566813,0.132533687127965
7vl54MQuqZQlNj4IYakwVg,Rione XI,Toronto,,43.68198710000001,-79.42552690000001,italian,2.0,4.333333333333333,0.08444114291415108,0.1536310158050795,0.30747052901930094,0.38711924293887223,0.06733806932259631
7zuWSun5F8Jv2N_IFD_ERg,Grappa Ristorante,Toronto,Bickford Park,43.6547102687,-79.4208085465,italian,3.0,3.5714285714285716,0.3528339285469152,0.019347238381967245,0.24615766634666816,0.17536257432118757,0.20629859240326187
846lAt9k0-jjM8TbBIRAmg,Terroni,Toronto,Yonge and St. Clair,43.6853479,-79.3930809,italian,2.0,3.0,0.3008080135862471,0.2901388706432232,0.09533780898064674,0.13855176658157273,0.17516354020831035
84ezTxVxTCmI65_UeYRJcA,G For Gelato and Pizza Bar,Toronto,Corktown,43.6513375031,-79.3718691068,italian,2.0,4.351351351351352,0.1384173108129,0.155913068874658,0.1540665656780953,0.1348869007018215,0.41671615393252487
86W-L1l70wL-7n0lSfoY-Q,Rush Hour,Toronto,,43.67115689999999,-79.4404087,italian,2.0,4.384615384615385,0.28147752276769383,0.005292875571576671,0.31631274072041043,0.1767487172633366,0.22016814367698254
8E6Cu9E0gCg6FgffWXl8mA,Bellini's Ristorante,Toronto,Yorkville,43.6707617,-79.3924323,italian,3.0,4.142857142857143,0.323162058048118,0.009655310143031785,0.4205613292836641,0.15079592741736744,0.0958253751078186
8UiPh7jaIqT_Dm8Qt_9frA,Annette Food Market,Toronto,The Junction,43.662542647799995,-79.4711279869,italian,3.0,4.085106382978723,0.2815652974278748,0.17315287490482248,0.2542025211883361,0.12601148913726187,0.16506781734170478
8ZaaUqIp_h__jUIoPfuVKA,Vaticano,Toronto,Yorkville,43.670751700000004,-79.390998,italian,3.0,3.6842105263157894,0.24360327597254972,0.048349414432447016,0.26460578253360467,0.2682010796897753,0.17524044737162348
8aPTNdySQ2ipjWtCJG0vnw,Public,Toronto,Little Italy,43.6553017,-79.41401450000001,italian,4.0,3.25,0.29517282137617834,0.0032843596158909543,0.311942112930473,0.13189734194849523,0.25770336412896244
8pGD3zt6HEL2xzaT3lqMFQ,Morso Me,Toronto,Niagara,43.6428929,-79.40845959999999,italian,2.0,4.555555555555555,0.11501477025297897,0.04712278025989193,0.233126702886551,0.3056194082570871,0.2991163383434911
8sQqyTN7PzxbKJ2Az4R5ig,MoTo Coffee and Snack Bar,Toronto,Little Portugal,43.6493896,-79.42629620000001,italian,,4.857142857142857,0.2252698292608315,0.0002448284297239545,0.31537812021885403,0.11132353407448013,0.34778368801611037
98V9R-7YT20KmcmJyMiJmg,Il Fornello,Toronto,Entertainment District,43.6475369,-79.3868705,italian,2.0,3.4074074074074074,0.30253237348827533,0.19997831934240637,0.1794544261704045,0.1606812152922433,0.15735366570667061
9Boahjn3QxlZnP2Aw_V1Rg,Sotto Sotto Restaurant,Toronto,The Annex,43.6735754912,-79.3963050842,italian,4.0,4.43859649122807,0.29787022531536056,0.01186228327653453,0.2202837284509342,0.21612091816959228,0.2538628447875784
9CYZaEbU3KjdLFMkKbUXVw,No One Writes To The Colonel,Toronto,Palmerston,43.6565011,-79.40847,italian,2.0,4.013333333333334,0.32123809985316937,0.004546226059915189,0.2719326378621632,0.0026475951921503334,0.39963544103260196
9Eghhu_LzEJgDKNgisf3rg,SCADDABUSH Italian Kitchen & Bar,Toronto,Downtown Core,43.6592789,-79.3824692,italian,2.0,3.8776119402985074,0.2638722246524812,0.08509720206804366,0.22980689187144954,0.263254399519311,0.15796928188871462
9HC5xHX8QE8VmGd-wCKEaA,Masseria,Toronto,,43.644420399999994,-79.3997431,italian,2.0,4.22,0.09407462217180326,0.5205258489404397,0.12566719417408304,0.08786493429500933,0.17186740041866472
9Jn6MJZMz2R6rcszqmXDqg,Luci Restaurant,Toronto,Etobicoke,43.62750379999999,-79.4983385,italian,3.0,4.277777777777778,0.35884925067515855,0.00914184804730516,0.3077788614576461,0.19008456154920256,0.13414547827068765
9LE2yGl23qxitNc9mkpbjA,Fresca Pizza & Pasta,Toronto,,43.6578089,-79.4017213,italian,1.0,4.1940298507462686,0.10018255132903571,0.49776002597666236,0.10311603015659233,0.0774732933165138,0.22146809922119576
9QgxFnsLqB1CHCA0F2bGzg,Hey Lucy,Toronto,,43.6640012,-79.3686058,italian,2.0,4.085714285714285,0.12640120933372456,0.33825201125070026,0.2461772493091479,0.09587694459575181,0.19329258551067544
9UX9_Vec2gxrrHvBjdzXgQ,Tappo Wine Bar & Restaurant,Toronto,Distillery District,43.6497181,-79.3593,italian,3.0,3.4166666666666665,0.43089507773104985,0.003528767577835001,0.2276778743535623,0.18515457078656303,0.15274370955098995
9XLH_grfIYKR7d5ZT9ZX_A,Melanie's Bistro & Patisserie,Toronto,The Danforth,43.6849185,-79.3172223,italian,2.0,4.177777777777778,0.21935331472975475,0.005731665355223909,0.25254027147613045,0.1315350874828176,0.3908396609560733
9xdVIIzHp12Zrox5aFaaHA,Pizzeria Defina,Toronto,Roncesvalles,43.64870560000001,-79.4498592,italian,2.0,4.423913043478261,0.15083202412642205,0.39438399801813573,0.21640341484532555,0.0843752861916999,0.15400527681841672
9ybyFfpTnecSJzg8cbtzRg,Piazzetta Trattoria,Toronto,,43.700506,-79.42842809999999,italian,4.0,3.3333333333333335,0.29739548521382353,0.12382851088570646,0.15937923513260596,0.2832341744117724,0.13616259435609165
A4aqz0pfgMX-votNbSZQDA,Modus Ristorante,Toronto,Financial District,43.647468599999996,-79.3841931,italian,3.0,3.533333333333333,0.368542804104216,0.006274897271400958,0.26779934903311686,0.1932935970799715,0.1640893525112946
A7waf6G3cvnLfAqKeLL8DA,Buca,Toronto,,43.6445122,-79.4003621,italian,3.0,3.97196261682243,0.28391014134367343,0.09768962364402915,0.22499759091696597,0.2955096873401366,0.09789295675519501
A8yIKHSI5LFYZ6_H8dZBcg,Chefydrew's International Cuisine,Toronto,,43.658124,-79.3724253,italian,2.0,4.2,0.40722528375751665,0.02604109996490806,0.15449972021386377,0.2399934574551455,0.17224043860856608
AKews7AVm9e0QroGWcvUMA,Defina Wood Fired,Toronto,The Junction,43.665823100000004,-79.4502269,italian,,4.0,0.3236981182226451,0.5154169892964262,0.11561949418161382,0.045265398299314946,0.0
AP9vhzzu0H-ZOxyEStlegQ,Classico Pizza & Pasta,Toronto,Swansea,43.6490049,-79.4846163,italian,2.0,3.7333333333333334,0.1571502163194615,0.30867220007901414,0.15607777503100978,0.10370539548173698,0.2743944130887776
AZB4eddtfB90vyoB1o5N2g,Pizza Hut,Toronto,,43.704883851400005,-79.4929611762,italian,2.0,4.0,0.18228484758628602,0.26220273892720003,0.2664197126679963,0.0,0.2890927008185177
AbL1xoa1-RVFZwtAk_oYuw,True Restaurant,Toronto,Yorkville,43.6711791,-79.3909506,italian,2.0,3.625,0.28481092393828056,0.059237122381774726,0.1051839826279468,0.1832291406390919,0.367538830412906
An5srxEwSWXdm0AvlYMLCQ,Arrabiata Trattoria,Toronto,Downtown Core,43.6676333,-79.38586240000001,italian,2.0,3.3333333333333335,0.27222154711699215,0.07318262643896518,0.2282531002544421,0.18609224672681682,0.2402504794627838
Avh4vPVXkYPcHEbRs1ZdBQ,Bello Bio,Toronto,Mount Pleasant and Davisville,43.7017624,-79.38749200000001,italian,2.0,4.5,0.11212747649812427,0.06359459865505276,0.2223844181858145,0.264719529113116,0.33717397754789247
AyuE2AyyKSZj97SNLAHM9w,Sbarro,Toronto,Downtown Core,43.655442462299995,-79.3816711035,italian,,1.75,0.2393506294599551,0.4182349831854168,0.026936700489615793,0.13992054860996722,0.17555713825504504
B44Cx8VNrRlrgdfXHuaq-w,Pastalicious,Toronto,Liberty Village,43.6383173,-79.41920859999999,italian,1.0,4.0,0.0395202732323819,0.025945922153609385,0.06965436951694345,0.6437400939775206,0.22113934111954467
B70iTJjcPkuYn8ouUewWgw,Gusto 101,Toronto,,43.6450021311,-79.400309337,italian,2.0,4.075555555555556,0.2270238107888792,0.0917103611388619,0.23667081036579432,0.23934823228359636,0.20524678542286784
B9pMUND3peh4fFtGmqA4LA,Balsamico Ristorante,Toronto,Mount Pleasant and Davisville,43.7015465,-79.3970115,italian,2.0,4.575757575757576,0.1632866556006573,0.10185886327825265,0.2590335669127599,0.29954983886345365,0.17627107534487652
BGK5N70oRV_o6RK7tDnlkw,Serra Ristorante,Toronto,The Annex,43.666292299999995,-79.4062449,italian,2.0,3.4,0.22504154332258214,0.005109179111295503,0.1534564968167321,0.24948636229096377,0.3669064184584264
B_eq-9vINgR0m1PwgUp5aw,The Annex Live,Toronto,,43.665449100000004,-79.4078992,italian,3.0,3.0,0.31245358212630975,0.0,0.017176453510029815,0.0,0.6703699643636605
BcK6nlLOs0RC3hxeVLaNdg,Brigantino's,Toronto,Greektown,43.677395600000004,-79.351462,italian,2.0,4.533333333333333,0.1469292924201749,0.010204348883609871,0.38529565285625483,0.3355443621019377,0.12202634373802254
BesWd1a_bPC9-dH0biQJpw,Diverso by Ferraro,Toronto,,43.6745536,-79.40898370000001,italian,2.0,4.090909090909091,0.10306320850077583,0.23263812321980962,0.27749364270171567,0.22339954464666906,0.16340548093102977
