address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
120 Stewart Green SW,True,True,False,,True,,True,True,True,True,True,True,True,True,ETh03xxYk-yu3LgXY8H-lg,"American (Traditional), Shopping Centers, Steakhouses, Restaurants, Canadian (New), Shopping",Calgary,14.0,12.0,16.0,14.0,13.0,13.0,13.0,51.0170664,-114.1672569,Moxie's Grill & Bar,,T3H 3C8,16,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,95.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
"International Hotel, 220 4th Ave SW",True,True,True,True,False,True,True,False,False,True,True,True,True,,gKZLFTbPefpsxvfRJADZ7w,"Restaurants, Nightlife, American (Traditional), Bars, Lounges",Calgary,12.5,12.5,7.0,7.0,12.5,12.5,12.5,51.049979,-114.0659749,4th Avenue Lounge,,T2P 0H5,6,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,76.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
315 8th Ave SW,True,True,,,False,,True,True,False,True,False,,False,,K-7S3DV3XkEMtT86sYIIdQ,"Nightlife, Bars, Restaurants, American (Traditional), Lounges",Calgary,15.0,12.0,8.0,0.0,12.0,12.0,12.0,51.04491,-114.0692559,V Calgary Downtown Bankers Hall,,T2P 4K1,9,4.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,71.0,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
"317 10th Avenue SW, Suite 100",True,True,True,False,False,True,True,True,False,True,True,True,True,,8dnH_PcGlzECcCGk_5yyww,"French, Nightlife, American (New), Sandwiches, Cocktail Bars, Canadian (New), Restaurants, Comfort Food, Bars",Calgary,13.0,12.0,13.0,12.0,12.0,12.0,12.0,51.04312345,-114.069672244,Briggs Kitchen + Bar,,T2R 0A5,162,4.0,AB,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,86.0,0.0,5.0,2.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
"300 Nolan Hill Blvd NW, Ste 8",,,,,True,True,,,True,True,True,,True,,6HMcRdUxH3xyo5dr45iWcg,"Bars, Canadian (New), Restaurants, American (Traditional), Nightlife",Calgary,15.0,13.0,15.0,13.0,13.0,13.0,13.0,51.1730827,-114.1647564,State & Main,,T3R 0J4,14,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2047 34 Ave SW,True,True,,,False,True,True,True,False,True,True,True,True,,A5qHFRJOZZuEHi4yXTR2Kw,"Nightlife, Restaurants, Pubs, Bars, American (Traditional)",Calgary,15.0,15.0,16.0,16.0,15.0,15.0,15.0,51.022993,-114.1089916,Original Joe's,,T2T 2C4,16,3.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,107.0,0.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
2000 Airport Road NE,False,True,False,False,True,True,True,False,False,True,False,True,True,,1-mycIcKFGbvqLE60XrwnQ,"Tex-Mex, Food, Steakhouses, American (Traditional), Bars, Beer, Wine & Spirits, Restaurants, Nightlife, Mexican",Calgary,20.0,20.0,20.0,20.0,20.0,20.0,20.0,51.130466,-114.010191,Chili's,,T2E 6W5,42,2.5,AB,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,140.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"971 64 Avenue NE, Suite 205",False,,False,,False,True,True,False,False,True,True,True,True,,DrEske7G36S__6PwW8GHYg,"Restaurants, American (Traditional), Pubs, Nightlife, Bars",Calgary,15.0,13.0,15.0,13.0,13.0,13.0,13.0,51.1101626864,-114.040925056,Original Joe's,,T2E 9B7,13,3.0,AB,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,95.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
550 6 Avenue SW,,True,,,,,,,,True,,True,True,True,baME_ZBO1DotVtJDOmvnIw,"Restaurants, Canadian (New), American (New)",Calgary,11.0,11.0,7.0,0.0,11.0,11.0,11.0,51.0479524,-114.0732415,Nathan's Restaurant,,T2P 0S2,4,2.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62.0,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
"1331 MacLeod Trail SE, Suite 270",True,True,False,,False,,True,False,False,True,True,True,False,True,yxP-LWf7bEk_A4TT7C-5qg,"American (Traditional), Restaurants, Burgers",Calgary,15.0,14.0,15.0,12.0,15.0,14.0,14.0,51.0395809697,-114.059254217,Loungeburger,,T2G 0L3,70,2.5,AB,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,99.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
2118 4 St SW,True,True,True,False,False,True,True,True,False,True,True,True,True,False,aUiiuRehsSJGMFxfbOPtqA,"American (New), Restaurants, Canadian (New), Nightlife, Pubs, Bars, American (Traditional)",Calgary,13.0,13.0,13.0,13.0,13.0,13.0,13.0,51.033584,-114.071243,Original Joe's,,T2S 1W7,24,3.5,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,91.0,0.0,5.0,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
540 16th Avenue NW,True,True,False,False,False,True,True,True,False,True,True,True,True,True,IkNY7NNNtxybDUVaImQU4Q,"Pubs, American (New), Restaurants, Nightlife, Bars",Calgary,14.0,13.0,16.0,14.0,14.0,13.0,13.0,51.0671356517,-114.0736413,The Cat'n Fiddle Pub,,T2M 0J4,24,3.0,AB,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,97.0,0.0,5.0,2.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
7 Crowfoot Rise NW,True,True,,,True,,True,False,False,True,False,True,True,True,n145LryfnlGQ_X2rgqT5XA,"Breakfast & Brunch, Diners, American (Traditional), Restaurants",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1254256627,-114.211659289,Ricky's All Day Grill,,T3G 4P5,11,2.5,AB,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
3503 17 Avenue SE,,True,,,True,,,,,,,True,True,False,nIVaBqL3-BgSkop8Fpp42Q,"Latin American, Restaurants",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0377607,-113.9842465,La Casa Latina Restaurant,,T2A 0R5,7,3.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3725 Memorial Drive SE,True,,,,True,,True,False,True,True,True,,True,,2BzlXTiG-u745BihOz-kpA,"Restaurants, Latin American, Tex-Mex, Mexican",Calgary,10.5,10.0,10.5,10.0,10.0,10.0,10.0,51.051942386,-113.979512143,Tacos Mexico,,T2A 4V6,26,4.5,AB,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,71.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
138 Crowfoot Way NW,False,True,False,,True,,True,False,False,True,False,True,True,,UJbCHgi7Mn7_dsGzEJ5Crw,"Restaurants, Breakfast & Brunch, American (Traditional), Diners",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1262270191,-114.207330465,Denny's,,T3G 4M4,16,3.0,AB,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
"33 Heritage Meadows Way SE, Suite 1000",True,True,,,True,,True,True,False,True,False,False,True,True,TBVVDMoRb2vtX3wTqAiL9A,"Restaurants, Burgers, American (Traditional), Fast Food",Calgary,10.5,10.5,10.5,10.5,10.5,10.5,10.5,50.9822264185,-114.040623016,Fatburger,,T2H 3B8,31,3.5,AB,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,73.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
"317 8 Avenue SW, Suite 150",True,True,True,False,False,True,True,True,True,True,True,True,True,True,_vMJVm1v5Jp4uUqZIuGyvA,"Lounges, Bars, Canadian (New), Restaurants, American (Traditional), Nightlife, Steakhouses",Calgary,14.0,3.0,15.0,13.0,14.0,13.0,13.0,51.045887,-114.06913,The Metropolitan,,T2P 2Y9,50,2.5,AB,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,85.0,1.0,4.0,2.0,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
1511 14th Street SW,True,,False,,True,,False,False,False,False,False,False,True,True,r1yhavKIFik5sH0ovujlYw,"Chicken Wings, Soul Food, American (Traditional), Restaurants, Chicken Shop, Southern, Fast Food",Calgary,11.0,11.0,11.0,11.0,11.0,11.0,11.0,51.0390628,-114.0949743,Cluck N Cleaver,,T3C 0Y1,74,3.5,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
2000 Airport Rd NE,False,True,False,,True,,True,False,False,True,False,,True,,bbTFXeaWG8th32TDGiWviA,"Canadian (New), American (New), Restaurants",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.132377,-114.0120121,Kelsey's,,T2E,15,2.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
940 2nd Avenue NW,True,True,False,,True,,False,True,False,True,False,False,True,True,kqDqbs3fMKJ6GGrLfENnxA,"Breakfast & Brunch, Coffee & Tea, Food, Restaurants, American (New)",Calgary,13.0,13.0,9.0,9.0,13.0,13.0,13.0,51.0551791606,-114.083253052,Vendome Café,,T2N 0E6,154,4.0,AB,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,83.0,5.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3828 MacLeod Trail SE,,True,,False,,True,True,False,,True,,,,True,-W32WHlviv5JAmrYBXEF7A,"Bars, American (Traditional), Nightlife, Restaurants, Pubs",Calgary,14.5,12.5,12.5,0.0,14.5,14.5,14.5,50.9937557,-114.0714264,Atlantic Trap & Gill Pub,,T2G 2R2,8,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,83.0,0.0,5.0,0.0,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
821 4th Avenue SW,True,True,,,True,,True,False,False,True,False,False,True,True,e4_yaymEatBX_HFPPhAJZg,"Restaurants, Specialty Food, Ethnic Food, Latin American, Food, Mexican",Calgary,3.0,3.0,0.0,0.0,3.0,3.0,3.0,51.049937,-114.07937,Jalapeño's Mexican Grill,,T2P 0K4,26,4.0,AB,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,15.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
11625 Elbow Drive Southwest,False,True,False,False,False,False,True,False,False,True,False,True,False,,_Mb_Rvw5VsQLWLwc8mA0xg,"Bars, Restaurants, Nightlife, American (Traditional), Pubs",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9493293,-114.0862305,Austin's Bar & Grill,,T2W 1G8,18,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
8001 11th Street SE,False,True,False,,True,,True,False,False,True,True,True,True,,C3uxeV8VSiMGcdFGmos0QQ,"Bars, Steakhouses, Nightlife, Lounges, Canadian (New), Restaurants, American (Traditional)",Calgary,14.0,13.0,16.0,15.0,13.0,13.0,13.0,50.981476435,-114.045262756,Moxie's Grill & Bar,,T2H 0B8,11,2.5,AB,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,97.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1840 9th Avenue SE,True,True,True,,True,,True,False,False,True,True,True,True,True,2LbDtx0AiftnlwrNk84S6A,"Restaurants, Breakfast & Brunch, Gas Stations, Automotive, American (Traditional), Diners",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0358856,-114.0200702,Blackfoot Truck Stop Restaurant,,T2G 0T8,68,3.5,AB,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
107 8 Ave SE,True,True,,,True,,True,True,False,True,True,True,True,True,LlJn7Q7Ow0lwQpk4gg0KeQ,"Canadian (New), Restaurants, American (New)",Calgary,15.0,15.0,15.0,15.0,15.0,15.0,15.0,51.0453778,-114.0624737,Milestones Restaurants,,T2G 0K4,79,3.5,AB,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,105.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2016 Spiller Road SE,True,True,,,True,,True,False,True,False,True,True,True,,Q3bsmcSg6qxnRSDK7GHPPw,"Burgers, Restaurants, American (Traditional), Pizza",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0348998,-114.042182,Prime Time,,T2G 4G5,5,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
"225 8 Ave SW, Ste 360",True,True,True,,False,True,True,True,False,True,True,True,True,True,85GyOtl20Dtl5Y_MyPM8kQ,"Nightlife, Restaurants, Bars, Pubs, American (Traditional)",Calgary,15.0,8.0,10.0,0.0,10.0,10.0,10.0,51.04595542,-114.067377399,National on 8th,,T2P 2W3,27,3.0,AB,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,63.0,0.0,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"1 Avenue NE, Unit 809",,True,,,True,,,False,,,True,True,,,jYuZNkCtWKcdVZNVjZ2TTQ,"Breakfast & Brunch, American (Traditional), Restaurants",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0532792,-114.0450158,Artisan Bistro,,T2E 0C2,6,4.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
100-6100 MacLeod Trail S.W.,True,True,False,,True,,False,False,False,True,True,True,True,True,MCBsyPnsOn8kOuyCbP2O4A,"American (Traditional), Seafood, Restaurants",Calgary,12.0,11.0,12.0,11.0,11.0,11.0,11.0,50.9979244,-114.0708817,Red Lobster,,T2H 0K5,41,3.0,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,79.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
101-1324 11 Ave SW,True,,,,True,,True,False,False,True,True,True,True,,lgWm0tBWJZFK7pIrj5A68w,"Salad, Restaurants, Latin American, Mexican",Calgary,10.0,3.0,10.0,5.0,9.5,9.5,9.5,51.0434921,-114.0926947,La Casa Latina Mexican & Latin Grill,,T3C 0M6,16,4.5,AB,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,56.5,0.0,4.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
309 50 Avenue SW,True,,False,,True,,True,False,False,True,False,True,True,,qJeSjOMgWB3er3UXG33ZVw,"American (Traditional), Fast Food, Burgers, Restaurants, Breakfast & Brunch",Calgary,12.5,11.5,12.0,11.0,11.5,11.5,11.5,51.0084601753,-114.068754298,Carl's Jr,,T2S 1H3,6,3.5,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,81.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3022 23rd Street NE,False,,,,True,,False,False,False,True,False,True,True,True,hcNgeIo2TWyfzgkR0yG-BQ,"American (Traditional), Cafes, Restaurants",Calgary,16.0,15.0,16.0,15.0,15.0,15.0,15.0,51.0803638695,-114.002810733,Perkins Restaurant & Bakery,,T2E 8R7,26,3.0,AB,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,107.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
