business_id,label,size
0QHMAUi6NdOUZ1ckXq0-sA,0,68
0QHMAUi6NdOUZ1ckXq0-sA,1,280
0TljdWRIDQzlp4siHQ_BAQ,-1,29
0TljdWRIDQzlp4siHQ_BAQ,0,12
0TljdWRIDQzlp4siHQ_BAQ,1,36
0Tutx9JhCi_HE6MUnbh5vw,-1,1
0Tutx9JhCi_HE6MUnbh5vw,1,2
0UESjBq6_kPjCs4zPh4oEQ,-1,2
0UESjBq6_kPjCs4zPh4oEQ,0,1
0UESjBq6_kPjCs4zPh4oEQ,1,7
0WPXDs4ini3D7jpiy1Daqw,-1,16
0WPXDs4ini3D7jpiy1Daqw,0,14
0WPXDs4ini3D7jpiy1Daqw,1,84
0YctfylXsdutJo8qFYnZJA,-1,3
0YctfylXsdutJo8qFYnZJA,0,4
0YctfylXsdutJo8qFYnZJA,1,16
0Yeb_P24sj6MwG2qmuehkA,-1,2
0Yeb_P24sj6MwG2qmuehkA,0,3
0Yeb_P24sj6MwG2qmuehkA,1,46
0_aeYE2-VbsZts_UpILgDw,-1,80
0_aeYE2-VbsZts_UpILgDw,0,68
0_aeYE2-VbsZts_UpILgDw,1,873
0bWLkWeIcT-EnrE7SiGEBA,-1,11
0bWLkWeIcT-EnrE7SiGEBA,0,8
0bWLkWeIcT-EnrE7SiGEBA,1,132
0jtRI7hVMpQHpUVtUy4ITw,-1,23
0jtRI7hVMpQHpUVtUy4ITw,0,17
0jtRI7hVMpQHpUVtUy4ITw,1,201
0p27EjcNwTI7Ey4K_MNPww,-1,20
0p27EjcNwTI7Ey4K_MNPww,0,17
0p27EjcNwTI7Ey4K_MNPww,1,42
0qPNeqLuKE88rKbIbSZDpg,-1,60
0qPNeqLuKE88rKbIbSZDpg,0,30
0qPNeqLuKE88rKbIbSZDpg,1,184
0xdpv5CPpbUUch7JKBG98Q,-1,19
0xdpv5CPpbUUch7JKBG98Q,0,15
0xdpv5CPpbUUch7JKBG98Q,1,129
0xzmIBsJQc5eUNLucFrZ0Q,-1,14
0xzmIBsJQc5eUNLucFrZ0Q,0,16
0xzmIBsJQc5eUNLucFrZ0Q,1,155
0zGeYN8ReYwVj27U7EHOJA,-1,2
0zGeYN8ReYwVj27U7EHOJA,0,1
0zGeYN8ReYwVj27U7EHOJA,1,4
0zoXYHq82haayMaV952jEQ,-1,27
0zoXYHq82haayMaV952jEQ,0,28
0zoXYHq82haayMaV952jEQ,1,327
12f7GOkkC0GZRMif-fidhQ,-1,13
12f7GOkkC0GZRMif-fidhQ,0,6
12f7GOkkC0GZRMif-fidhQ,1,30
16Fplxu-OwVmTEFxQAUP4g,-1,50
16Fplxu-OwVmTEFxQAUP4g,0,45
16Fplxu-OwVmTEFxQAUP4g,1,351
19MbjvDqkPG6dGxr3kvK9w,-1,2
19MbjvDqkPG6dGxr3kvK9w,0,1
19MbjvDqkPG6dGxr3kvK9w,1,9
1BtNZszIr8LvtPOhN0X4Mw,-1,10
1BtNZszIr8LvtPOhN0X4Mw,0,3
1BtNZszIr8LvtPOhN0X4Mw,1,15
1CP8aJa8ILlfM5deroar0Q,-1,39
1CP8aJa8ILlfM5deroar0Q,0,24
1CP8aJa8ILlfM5deroar0Q,1,95
1CR2ddUcjYYwRd5JLtiRrw,-1,91
1CR2ddUcjYYwRd5JLtiRrw,0,59
1CR2ddUcjYYwRd5JLtiRrw,1,426
1CWMNSTRMejdSyXBG2chNg,-1,20
1CWMNSTRMejdSyXBG2chNg,0,10
1CWMNSTRMejdSyXBG2chNg,1,104
1DP5vHxJzCDbgawv0WC3yA,-1,53
1DP5vHxJzCDbgawv0WC3yA,0,46
1DP5vHxJzCDbgawv0WC3yA,1,743
1Jm-fFPCAD-ZGM2J4HACXA,-1,1
1Jm-fFPCAD-ZGM2J4HACXA,0,3
1Jm-fFPCAD-ZGM2J4HACXA,1,5
1Tak6Q-IlkDrdmLwrEZeSg,-1,3
1Tak6Q-IlkDrdmLwrEZeSg,0,6
1Tak6Q-IlkDrdmLwrEZeSg,1,45
1Vvxx-9AoINg8TJXOZgEHg,-1,59
1Vvxx-9AoINg8TJXOZgEHg,0,42
1Vvxx-9AoINg8TJXOZgEHg,1,403
1WsXLCPRP2EZ9KoBRTkSbw,-1,7
1WsXLCPRP2EZ9KoBRTkSbw,0,6
1WsXLCPRP2EZ9KoBRTkSbw,1,21
1ZhZUzFbbt1gGXDEW3JaBw,-1,1
1ZhZUzFbbt1gGXDEW3JaBw,0,4
1ZhZUzFbbt1gGXDEW3JaBw,1,45
1aB0kMQNVRhhUXtb7C4Njg,-1,2
1aB0kMQNVRhhUXtb7C4Njg,0,1
1aB0kMQNVRhhUXtb7C4Njg,1,23
1aj4TG0eFq6NaPBKk6bK7Q,-1,15
1aj4TG0eFq6NaPBKk6bK7Q,0,9
1aj4TG0eFq6NaPBKk6bK7Q,1,142
1tJdRIuyH9UY_35yfn_uyg,-1,5
1tJdRIuyH9UY_35yfn_uyg,0,2
1tJdRIuyH9UY_35yfn_uyg,1,5
1ziIZL9P77FrsXS4_NMiDQ,-1,1
1ziIZL9P77FrsXS4_NMiDQ,1,2
2,0,1
296PZdxSrtH08EUwCsOKMw,-1,5
296PZdxSrtH08EUwCsOKMw,0,10
296PZdxSrtH08EUwCsOKMw,1,141
2BbFeotL85cIaBjSq1SWiA,-1,3
2BbFeotL85cIaBjSq1SWiA,0,2
2BbFeotL85cIaBjSq1SWiA,1,18
2HxaDXZmAOH6LiuzGgNdPA,-1,58
2HxaDXZmAOH6LiuzGgNdPA,0,27
2HxaDXZmAOH6LiuzGgNdPA,1,111
2LL-pWxdM_rvnaIpNxezsQ,-1,2
2LL-pWxdM_rvnaIpNxezsQ,0,5
2LL-pWxdM_rvnaIpNxezsQ,1,70
2LZGeJy8qByYKB71ML-jcw,-1,22
2LZGeJy8qByYKB71ML-jcw,0,8
2LZGeJy8qByYKB71ML-jcw,1,67
2RFe9vDTzyBkF4mvsFDDow,-1,35
2RFe9vDTzyBkF4mvsFDDow,0,15
2RFe9vDTzyBkF4mvsFDDow,1,107
2Wl4o7l54I-EtxtaDpOTzA,-1,7
2Wl4o7l54I-EtxtaDpOTzA,0,12
2Wl4o7l54I-EtxtaDpOTzA,1,116
2Y0-nrSZNsLRStyupZgM7g,-1,31
2Y0-nrSZNsLRStyupZgM7g,0,19
2Y0-nrSZNsLRStyupZgM7g,1,86
2dCnTMv3Hh-fM8bOjYS4Xw,-1,51
2dCnTMv3Hh-fM8bOjYS4Xw,0,37
2dCnTMv3Hh-fM8bOjYS4Xw,1,262
2iTsRqUsPGRH1li1WVRvKQ,-1,74
2iTsRqUsPGRH1li1WVRvKQ,0,114
2iTsRqUsPGRH1li1WVRvKQ,1,1632
2mfBO8iZ5E_ULmcxEXqOrw,-1,8
2mfBO8iZ5E_ULmcxEXqOrw,0,4
2mfBO8iZ5E_ULmcxEXqOrw,1,44
2smgOPhpYbDT7G5tbVRdiQ,-1,13
2smgOPhpYbDT7G5tbVRdiQ,0,4
2smgOPhpYbDT7G5tbVRdiQ,1,7
2zSr7jNNWpA-IfD74wOlTA,-1,10
2zSr7jNNWpA-IfD74wOlTA,0,3
2zSr7jNNWpA-IfD74wOlTA,1,19
31BSLQveLV7eeIoWNxhTaw,0,1
31BSLQveLV7eeIoWNxhTaw,1,3
32JWhoH-Kiu1wRFTvHvW9Q,-1,1
32JWhoH-Kiu1wRFTvHvW9Q,0,1
32JWhoH-Kiu1wRFTvHvW9Q,1,118
35fWtS1LZkaZ-ooKupJ1XA,-1,59
35fWtS1LZkaZ-ooKupJ1XA,0,21
35fWtS1LZkaZ-ooKupJ1XA,1,105
364hhL5st0LV16UcBHRJ3A,-1,50
364hhL5st0LV16UcBHRJ3A,0,53
364hhL5st0LV16UcBHRJ3A,1,838
3BCsAgo_1i4xMuTyLKMLRQ,-1,92
3BCsAgo_1i4xMuTyLKMLRQ,0,131
3BCsAgo_1i4xMuTyLKMLRQ,1,1811
3FlWR_osNPb8dcqLgHebHw,-1,51
3FlWR_osNPb8dcqLgHebHw,0,37
3FlWR_osNPb8dcqLgHebHw,1,164
3Gt3xskppi9jZuTrwrhLNg,-1,48
3Gt3xskppi9jZuTrwrhLNg,0,55
3Gt3xskppi9jZuTrwrhLNg,1,718
3Jq5LfJ5fmJ5KmuA6VHmzw,-1,86
3Jq5LfJ5fmJ5KmuA6VHmzw,0,62
3Jq5LfJ5fmJ5KmuA6VHmzw,1,784
3PshdJtSwd_poaPL7fIOHg,0,1
3PshdJtSwd_poaPL7fIOHg,1,5
3QcTqsdxQBlSndBdMJBRhQ,-1,31
3QcTqsdxQBlSndBdMJBRhQ,0,17
3QcTqsdxQBlSndBdMJBRhQ,1,153
3X-SMnyYq77IYEnyCp-TtQ,-1,21
3X-SMnyYq77IYEnyCp-TtQ,0,10
3X-SMnyYq77IYEnyCp-TtQ,1,48
3YV-GLtQLI3sbZDZ-0NN4Q,-1,16
3YV-GLtQLI3sbZDZ-0NN4Q,0,8
3YV-GLtQLI3sbZDZ-0NN4Q,1,29
3ajqOW9A7VhResA08I7RTg,-1,96
3ajqOW9A7VhResA08I7RTg,0,88
3ajqOW9A7VhResA08I7RTg,1,603
3cg4pKBL8DTFXCtZ5y9V4g,-1,9
3cg4pKBL8DTFXCtZ5y9V4g,0,11
3cg4pKBL8DTFXCtZ5y9V4g,1,113
3fPIRTnBhd81MixgS9YoMQ,-1,20
3fPIRTnBhd81MixgS9YoMQ,0,25
3fPIRTnBhd81MixgS9YoMQ,1,141
3kdSl5mo9dWC4clrQjEDGg,-1,94
3kdSl5mo9dWC4clrQjEDGg,0,175
3kdSl5mo9dWC4clrQjEDGg,1,2639
3m2XZFVraCiqjgLxHi5MdA,-1,12
3m2XZFVraCiqjgLxHi5MdA,0,15
3m2XZFVraCiqjgLxHi5MdA,1,296
3pSUr_cdrphurO6m1HMP9A,-1,4
3pSUr_cdrphurO6m1HMP9A,0,6
3pSUr_cdrphurO6m1HMP9A,1,278
3rj1qpgFvkRWtAka17mhEQ,-1,52
3rj1qpgFvkRWtAka17mhEQ,0,33
3rj1qpgFvkRWtAka17mhEQ,1,149
3s8PNggIbgeSsjqM6HKOCg,-1,3
3s8PNggIbgeSsjqM6HKOCg,0,1
3s8PNggIbgeSsjqM6HKOCg,1,11
3tBRBsiTi6JJz3CJ7DcS_w,0,2
3tBRBsiTi6JJz3CJ7DcS_w,1,10
3vxIqhm2jCVjkUWtmDvTsw,-1,32
3vxIqhm2jCVjkUWtmDvTsw,0,47
3vxIqhm2jCVjkUWtmDvTsw,1,430
44kd3YdkhXj5XiSPs5XNjQ,-1,131
44kd3YdkhXj5XiSPs5XNjQ,0,74
44kd3YdkhXj5XiSPs5XNjQ,1,490
45IHzSJj49HJn32G3j6H_A,0,2
45IHzSJj49HJn32G3j6H_A,1,1
46UHF46E1z-W2dOmhv-Fng,-1,12
46UHF46E1z-W2dOmhv-Fng,0,6
46UHF46E1z-W2dOmhv-Fng,1,22
4E309lwPu65lXyaeuLRETQ,-1,1
4E309lwPu65lXyaeuLRETQ,0,3
4E309lwPu65lXyaeuLRETQ,1,18
4GXII-GU7S0ZyU6ElkhscQ,-1,443
4GXII-GU7S0ZyU6ElkhscQ,0,205
4GXII-GU7S0ZyU6ElkhscQ,1,784
4QmwJBk9VPKyO2DfUeIVWg,-1,13
4QmwJBk9VPKyO2DfUeIVWg,0,5
4QmwJBk9VPKyO2DfUeIVWg,1,56
4X0KWUPcD2EkHN83aa4cXg,-1,146
4X0KWUPcD2EkHN83aa4cXg,0,80
4X0KWUPcD2EkHN83aa4cXg,1,317
4d9BIUYJwAsMfMrH_0vdDQ,-1,2
4d9BIUYJwAsMfMrH_0vdDQ,0,1
4d9BIUYJwAsMfMrH_0vdDQ,1,2
4iLbq_AUiWtsSKHFpG5cbQ,-1,4
4iLbq_AUiWtsSKHFpG5cbQ,0,2
4iLbq_AUiWtsSKHFpG5cbQ,1,20
4qG3Gh8QyugC1XvoTlmgcQ,-1,33
4qG3Gh8QyugC1XvoTlmgcQ,0,54
4qG3Gh8QyugC1XvoTlmgcQ,1,561
4v5ZLpmNn13Mze1w_XfWHw,-1,56
4v5ZLpmNn13Mze1w_XfWHw,0,38
4v5ZLpmNn13Mze1w_XfWHw,1,189
4vwhK3Uxlp2gBtQuP78NOA,-1,3
4vwhK3Uxlp2gBtQuP78NOA,0,1
4vwhK3Uxlp2gBtQuP78NOA,1,12
52p6b51oPNIwWBXuvIao1A,0,1
52p6b51oPNIwWBXuvIao1A,1,2
56Yb9IgEREFeaSjJ5Y3RVg,-1,26
56Yb9IgEREFeaSjJ5Y3RVg,0,12
56Yb9IgEREFeaSjJ5Y3RVg,1,108
5D3cAYturwbEqnj52b1Tmw,-1,8
5D3cAYturwbEqnj52b1Tmw,0,5
5D3cAYturwbEqnj52b1Tmw,1,28
5MzGPxcrSPoWQc_bRmOXoQ,-1,4
5MzGPxcrSPoWQc_bRmOXoQ,0,1
5MzGPxcrSPoWQc_bRmOXoQ,1,5
5PP6BwtNYlPARHApB9lzcQ,-1,4
5PP6BwtNYlPARHApB9lzcQ,0,6
5PP6BwtNYlPARHApB9lzcQ,1,91
5XORYO9raiXVZSGGPvjSmA,-1,11
5XORYO9raiXVZSGGPvjSmA,0,9
5XORYO9raiXVZSGGPvjSmA,1,30
5_MrPFw9E0cMJ1Q0DJFZOQ,-1,66
5_MrPFw9E0cMJ1Q0DJFZOQ,0,38
5_MrPFw9E0cMJ1Q0DJFZOQ,1,209
5fSz08wFcBhCeCXh7sxG5A,-1,1
5fSz08wFcBhCeCXh7sxG5A,1,8
5gZ4k_mdDOcEmCG4wHVH-g,-1,2
5gZ4k_mdDOcEmCG4wHVH-g,1,9
5i-SK1EztIn6YnhcRvatTQ,-1,2
5i-SK1EztIn6YnhcRvatTQ,0,3
5i-SK1EztIn6YnhcRvatTQ,1,7
5iHctUjkQTGwEvOaBkwMRQ,-1,6
5iHctUjkQTGwEvOaBkwMRQ,0,8
5iHctUjkQTGwEvOaBkwMRQ,1,67
5iSlHNIy3RLbCP5AayB31g,-1,31
5iSlHNIy3RLbCP5AayB31g,0,18
5iSlHNIy3RLbCP5AayB31g,1,132
5ic8m9PNixMA__h0G4WH5w,0,1
5ic8m9PNixMA__h0G4WH5w,1,2
5jTmjxb1X34EfcY1gos4tw,-1,54
5jTmjxb1X34EfcY1gos4tw,0,18
5jTmjxb1X34EfcY1gos4tw,1,57
5l-yKN13VwfPwuSiBIqdJQ,-1,10
5l-yKN13VwfPwuSiBIqdJQ,0,5
5l-yKN13VwfPwuSiBIqdJQ,1,48
5n2dA_QqO4c_7pSK0Of6AQ,-1,19
5n2dA_QqO4c_7pSK0Of6AQ,0,7
5n2dA_QqO4c_7pSK0Of6AQ,1,22
5qG4UHurI1yEozwn25WAFw,-1,12
5qG4UHurI1yEozwn25WAFw,0,10
5qG4UHurI1yEozwn25WAFw,1,216
5wJrvgv_MUB-BW6DDvfl3g,1,3
5xYk23lz0ktdMvzHtohymQ,-1,14
5xYk23lz0ktdMvzHtohymQ,0,12
5xYk23lz0ktdMvzHtohymQ,1,68
6-gRHn1n11ATqWBrFTLnNA,-1,3
6-gRHn1n11ATqWBrFTLnNA,0,3
6-gRHn1n11ATqWBrFTLnNA,1,42
60YMDriyoqeimFOjHXCUoQ,-1,5
60YMDriyoqeimFOjHXCUoQ,0,10
60YMDriyoqeimFOjHXCUoQ,1,31
63Qj5E-GzHJ6vhjhGR4XDw,-1,14
63Qj5E-GzHJ6vhjhGR4XDw,0,10
63Qj5E-GzHJ6vhjhGR4XDw,1,33
66jwLkSd6M0cZulZrA3zcw,-1,50
66jwLkSd6M0cZulZrA3zcw,0,18
66jwLkSd6M0cZulZrA3zcw,1,75
679eSYC15Sc17TN9Djj8sg,-1,52
679eSYC15Sc17TN9Djj8sg,0,27
679eSYC15Sc17TN9Djj8sg,1,215
698nukvxe7mq2Fra5vDikQ,-1,70
698nukvxe7mq2Fra5vDikQ,0,48
698nukvxe7mq2Fra5vDikQ,1,612
69SHzcXpZCuLwCG1X4l4_Q,1,7
6HdzmAatFoB8UDep4n9QIw,-1,27
6HdzmAatFoB8UDep4n9QIw,0,12
6HdzmAatFoB8UDep4n9QIw,1,59
6JVaLv8KvOgK24RB7pxUiw,-1,4
6JVaLv8KvOgK24RB7pxUiw,0,3
6JVaLv8KvOgK24RB7pxUiw,1,24
6MpOzb5ImLdDXHsn4HwI-Q,-1,7
6MpOzb5ImLdDXHsn4HwI-Q,0,14
6MpOzb5ImLdDXHsn4HwI-Q,1,132
6TvB1PZCY1Ap2S-yNJPs4w,-1,59
6TvB1PZCY1Ap2S-yNJPs4w,0,28
6TvB1PZCY1Ap2S-yNJPs4w,1,64
6UqOXFic_vu2JLGuu8YD6A,-1,2
6UqOXFic_vu2JLGuu8YD6A,0,7
6UqOXFic_vu2JLGuu8YD6A,1,31
6W3hdaCjx_n1kADEuORduA,-1,15
6W3hdaCjx_n1kADEuORduA,0,7
6W3hdaCjx_n1kADEuORduA,1,60
6beJGNWviNq_VbODEULexA,-1,2
6beJGNWviNq_VbODEULexA,0,4
6beJGNWviNq_VbODEULexA,1,14
6fz0hnNIVpLF5v2NqJfA9w,-1,35
6fz0hnNIVpLF5v2NqJfA9w,0,39
6fz0hnNIVpLF5v2NqJfA9w,1,236
6ny0B9pTlMZnu_9dx7PJuA,-1,1
6ny0B9pTlMZnu_9dx7PJuA,0,1
6ny0B9pTlMZnu_9dx7PJuA,1,4
6xBgaXrAlH5KMIW-GPSUzQ,-1,4
6xBgaXrAlH5KMIW-GPSUzQ,0,4
6xBgaXrAlH5KMIW-GPSUzQ,1,12
6xL0DuOl6PkkzyaJTCPtAw,-1,6
6xL0DuOl6PkkzyaJTCPtAw,0,3
6xL0DuOl6PkkzyaJTCPtAw,1,5
6xgcHeLad-VaoTIQewK84A,-1,46
6xgcHeLad-VaoTIQewK84A,0,47
6xgcHeLad-VaoTIQewK84A,1,741
6yynJxXqG8x9k9wrSvLAEw,-1,10
6yynJxXqG8x9k9wrSvLAEw,0,3
6yynJxXqG8x9k9wrSvLAEw,1,23
71bwX-tbmq4su8H7Q9oLOQ,-1,14
71bwX-tbmq4su8H7Q9oLOQ,0,6
71bwX-tbmq4su8H7Q9oLOQ,1,40
74pWjFssgqyhaVg-YCUo3A,-1,21
74pWjFssgqyhaVg-YCUo3A,0,28
74pWjFssgqyhaVg-YCUo3A,1,245
77AfVfvvjfQXslusY8QElg,-1,4
77AfVfvvjfQXslusY8QElg,0,5
77AfVfvvjfQXslusY8QElg,1,20
7B4ZXiaDDcg04_N1A0DG9A,-1,13
7B4ZXiaDDcg04_N1A0DG9A,0,12
7B4ZXiaDDcg04_N1A0DG9A,1,56
7BK6vckOh2Ywq8ryy8P7Ow,-1,9
7BK6vckOh2Ywq8ryy8P7Ow,0,11
7BK6vckOh2Ywq8ryy8P7Ow,1,98
7Dk6AeVwPGLNDTHpa8TxuA,1,5
7EZ4Eu7YJ1ltRCC5jXFJrQ,-1,177
7EZ4Eu7YJ1ltRCC5jXFJrQ,0,114
7EZ4Eu7YJ1ltRCC5jXFJrQ,1,457
7IkSGKKiWhfkXQBCT8EOgA,-1,29
7IkSGKKiWhfkXQBCT8EOgA,0,14
7IkSGKKiWhfkXQBCT8EOgA,1,143
7Ppgpgva-HP3o3h-xp2sWw,-1,8
7Ppgpgva-HP3o3h-xp2sWw,0,3
7Ppgpgva-HP3o3h-xp2sWw,1,2
7RidnmyYyH0cfcX2x7buag,1,16
7T7IaK6WGQccQS0UjJmmmQ,-1,1
7T7IaK6WGQccQS0UjJmmmQ,1,2
7UFDAX4wLi6ux5otguYldA,-1,37
7UFDAX4wLi6ux5otguYldA,0,38
7UFDAX4wLi6ux5otguYldA,1,396
7Wr0piSMGiq5qy5opiLNrA,-1,9
7Wr0piSMGiq5qy5opiLNrA,0,4
7Wr0piSMGiq5qy5opiLNrA,1,18
7Xw_vv-ekUL2sTqipnKT0g,-1,141
7Xw_vv-ekUL2sTqipnKT0g,0,63
7Xw_vv-ekUL2sTqipnKT0g,1,228
7hXWFtmoJHz63SD8k56a_Q,-1,8
7hXWFtmoJHz63SD8k56a_Q,0,5
7hXWFtmoJHz63SD8k56a_Q,1,19
7lDDVsh4K3KeDdUv8_t7Zg,-1,4
7lDDVsh4K3KeDdUv8_t7Zg,0,5
7lDDVsh4K3KeDdUv8_t7Zg,1,26
7nRlDLrob6oK5zmGo4Vpbg,-1,61
7nRlDLrob6oK5zmGo4Vpbg,0,33
7nRlDLrob6oK5zmGo4Vpbg,1,332
7njZaRjDXi8anBaGlGQu4g,-1,31
7njZaRjDXi8anBaGlGQu4g,0,14
7njZaRjDXi8anBaGlGQu4g,1,72
7sGcBZwkD4yFLiBLS1WKgA,-1,9
7sGcBZwkD4yFLiBLS1WKgA,0,17
7sGcBZwkD4yFLiBLS1WKgA,1,236
7sPNbCx7vGAaH7SbNPZ6oA,-1,335
7sPNbCx7vGAaH7SbNPZ6oA,0,273
7sPNbCx7vGAaH7SbNPZ6oA,1,2641
7vWb1Afpm2arr8NCaE_EyQ,-1,1
7vWb1Afpm2arr8NCaE_EyQ,1,7
7xEgy2btCKLdTe1vD14ABw,-1,12
7xEgy2btCKLdTe1vD14ABw,0,6
7xEgy2btCKLdTe1vD14ABw,1,33
7xXaO9deBDh_dd0JQjA-Qg,-1,77
7xXaO9deBDh_dd0JQjA-Qg,0,32
7xXaO9deBDh_dd0JQjA-Qg,1,228
7zMwR4FkvTbSGY0vRT5Ljg,0,1
7zMwR4FkvTbSGY0vRT5Ljg,1,28
80Lkm305ZOkQdMEIvOy_lw,-1,57
80Lkm305ZOkQdMEIvOy_lw,0,44
80Lkm305ZOkQdMEIvOy_lw,1,285
82-wE5pkxyBKhfxyyZap_A,-1,18
82-wE5pkxyBKhfxyyZap_A,0,11
82-wE5pkxyBKhfxyyZap_A,1,27
84DjKzaR26vphu9fNI9nKg,-1,20
84DjKzaR26vphu9fNI9nKg,0,8
84DjKzaR26vphu9fNI9nKg,1,63
86stmK3Vm2f5W6PdyvuLrQ,-1,29
86stmK3Vm2f5W6PdyvuLrQ,0,12
86stmK3Vm2f5W6PdyvuLrQ,1,44
86xm0Q8iX5ZjODWMkvwnxA,-1,11
86xm0Q8iX5ZjODWMkvwnxA,0,3
86xm0Q8iX5ZjODWMkvwnxA,1,15
88vF_9_X9dJwZ7w-hwtMow,-1,7
88vF_9_X9dJwZ7w-hwtMow,0,7
88vF_9_X9dJwZ7w-hwtMow,1,29
893VryJbZcCm5V9xon_aLA,-1,1
893VryJbZcCm5V9xon_aLA,1,4
8I2Xb-mksGen0ra2CnUJpw,-1,5
8I2Xb-mksGen0ra2CnUJpw,0,6
8I2Xb-mksGen0ra2CnUJpw,1,21
8J4oT58-Nc-q1bpF9CRTpw,-1,32
8J4oT58-Nc-q1bpF9CRTpw,0,28
8J4oT58-Nc-q1bpF9CRTpw,1,87
8Q6jl7OW8DZzwANggDspcw,-1,125
8Q6jl7OW8DZzwANggDspcw,0,80
8Q6jl7OW8DZzwANggDspcw,1,546
8RFT1woy0WnTp62ndVJgow,-1,12
8RFT1woy0WnTp62ndVJgow,0,9
8RFT1woy0WnTp62ndVJgow,1,53
8SWZLawwzqwzbXpGQS7gBw,-1,39
8SWZLawwzqwzbXpGQS7gBw,0,48
8SWZLawwzqwzbXpGQS7gBw,1,283
8aRk2nVmVvhfNFW9TcsUfA,-1,13
