business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Beer/Bar,Customer Service,Burger/Fries/Veggie,Chicken/Salad/Wings,Waiting Time,Breakfast/Brunch/Eggs
57PuSod66TqlGmRzWVrjTQ,Tony Roma's,Calgary,,50.993184,-114.070923,american,2.0,2.7777777777777777,0.2506049038305365,0.2560530206683787,0.0211306248019883,0.07220995211364753,0.30017420756608515,0.09982729101936376
5HJ3700MJo3vAOP5y4W3kA,The Bank Restaurant,Calgary,,51.0452146,-114.0646064,american,2.0,2.6666666666666665,0.15499742936136138,0.17965921569931453,0.004304479623736428,0.04694369576743545,0.5138735742681506,0.10022160528000164
5QqzW0GZKqRpJVW17BRzvw,Lot 102,Calgary,,51.0522167,-114.0854951,american,2.0,4.0,0.228741285914342,0.18608488171439472,0.0601137879980765,0.13765202762960602,0.3062664514674222,0.08114156527615861
6HMcRdUxH3xyo5dr45iWcg,State & Main,Calgary,,51.1730827,-114.1647564,american,2.0,3.3,0.1911682916526488,0.29639220075009715,0.009460180313945356,0.0623904703588444,0.2334169887433592,0.20717186818110514
6HtksyUb-0Otnhiy1wnNEw,D'vine Diner,Calgary,,50.9848325,-114.08314140000002,american,2.0,3.875,0.2609818715970865,0.2630268084340233,0.021755427019094886,0.1394634975127348,0.23429392762288376,0.0804784678141768
6_RfPTsGA42U5orLc9WjPw,East Side Mario's,Calgary,,51.0746076075,-113.98936088399999,american,2.0,2.6875,0.13924332033649167,0.26695722473813915,0.02495305946369172,0.16678404345527964,0.3585898974907098,0.043472454515687965
6_RfPTsGA42U5orLc9WjPw,East Side Mario's,Calgary,,51.0746076075,-113.98936088399999,italian,2.0,2.6875,0.13924332033649167,0.26695722473813915,0.02495305946369172,0.16678404345527964,0.3585898974907098,0.043472454515687965
6wr8nHxkj9dDzp0jzd38Kw,JOEY Chinook,Calgary,,50.996098958599994,-114.073416327,american,2.0,3.627450980392157,0.2191335033302182,0.18200648391329646,0.08468933198434034,0.1079997026508334,0.2918129956846085,0.11435798243670316
7VY00Tod8Joe0nx8HzRimQ,Toad N Turtle Pubhouse & Grill,Calgary,,50.8876594144,-113.825899804,american,2.0,3.8333333333333335,0.2522900663522997,0.18950453882066096,0.059602158100012,0.16157963220104304,0.28410547611737674,0.05291812840860763
85GyOtl20Dtl5Y_MyPM8kQ,National on 8th,Calgary,,51.04595542,-114.067377399,american,2.0,3.35,0.239863453843033,0.2479147826718903,0.08097881804807205,0.13931860540736482,0.21988145765347747,0.07204288237616238
8Ivx0awBb_m1c_HKnwVZGg,Cilantro,Calgary,,51.03801513609999,-114.070579097,american,3.0,4.17948717948718,0.1332705173442236,0.2361370854827585,0.13238710817812924,0.084018135754856,0.3295192544390599,0.08466789880097288
8T_dbULG8RN7IyIYYisiZA,Vue Café,Calgary,,51.04285220000001,-114.0799963,american,3.0,4.666666666666667,0.2523833482878626,0.4535723740021885,0.0,0.024674258354744655,0.2504933253018451,0.01887669405335923
8ZSkLOUC-TV2TlsYQm_qaw,Swiss Chalet Rotisserie & Grill,Calgary,,50.9736705,-114.0703344,american,2.0,3.6666666666666665,0.0971541562384364,0.4456990860003056,0.011763802777385849,0.07871813209064987,0.3069750871330149,0.0596897357602074
8dnH_PcGlzECcCGk_5yyww,Briggs Kitchen + Bar,Calgary,,51.04312345,-114.069672244,american,2.0,4.289655172413793,0.2008010855479464,0.21898786018803534,0.07045423670116728,0.1126831528589022,0.2787172018282579,0.118356462875691
93yqHy-IpbF8B0r0C7_UMA,Bâton Rouge,Calgary,,50.9630585,-114.0079726,american,2.0,2.875,0.1425147613652265,0.1263693975219759,0.10652569397111153,0.11658648152333155,0.4486660985785617,0.05933756703979293
9NbXXKZ1lB7w7QaApCArOQ,Side Street Pub & Grill,Calgary,,51.052103,-114.08963,american,2.0,4.636363636363637,0.19927939224482066,0.3762241904554912,0.050997286399609015,0.042965535138559385,0.1933878710893601,0.13714572467215966
9_K9P144hsMNZp_1rIGzLg,K2 Grill and Wine,Calgary,,51.0129381262,-114.140121527,american,4.0,4.5,0.5088420731069964,0.25243687726412123,0.027093489152035983,0.041702413429675914,0.1330429914006477,0.03688215564652289
9_K9P144hsMNZp_1rIGzLg,K2 Grill and Wine,Calgary,,51.0129381262,-114.140121527,italian,4.0,4.5,0.5088420731069964,0.25243687726412123,0.027093489152035983,0.041702413429675914,0.1330429914006477,0.03688215564652289
9j4nk2WOT6XCDRgX-lGzVA,Fritou Chicken,Calgary,,50.936799,-114.080121,american,2.0,3.4,0.26185341785148525,0.1799245856460803,0.010660575421212608,0.07756448742541053,0.23041400970668136,0.2395829239491299
A5qHFRJOZZuEHi4yXTR2Kw,Original Joe's,Calgary,,51.022993,-114.1089916,american,2.0,3.6666666666666665,0.19723294070421707,0.1906883583743056,0.06258915252708584,0.10246715914890332,0.3247260498571115,0.12229633938837665
ARdkHJ748cC_7_fwViQxng,The Hideout,Calgary,,50.906373457,-114.062076715,american,,4.0,0.013371556923855287,0.0,0.0,0.0016551434081295488,0.5069511505659273,0.4780221491020879
Amx-KvDm_9nemssJM_X_Fg,Elements Bar & Bistro,Calgary,,51.0490702,-114.0593758,american,2.0,3.0,0.10616660591062424,0.0991504308570199,0.09786218071908488,0.11398148917297615,0.4136315401051063,0.16920775323518847
Aof6UNm8ZMq_YvHt0Bt7pQ,Pips Board Game Cafe,Calgary,,51.023747,-114.107994,american,2.0,4.0,0.17836462442898546,0.1628894748748963,0.0692274265901591,0.11245650649968283,0.2625447261407364,0.21451724146554
AwpyX4waSHSncD8ATTzy3A,Moxie's Grill & Bar,Calgary,,51.0845700846,-114.154080461,american,2.0,2.9285714285714284,0.2072058671479819,0.19033563785658106,0.01901649492757573,0.10962115564013022,0.36301461239737415,0.110806232030357
AxYnJ0wYTl0wsT-840ehgQ,Original Joe's,Calgary,,50.9437190762,-114.06926330799999,american,2.0,3.888888888888889,0.12260051425694796,0.2490514471079065,0.06532211756817974,0.11430128767127505,0.3129843744657508,0.1357402589299399
B9Qt4Eyk3lpz2LEtGU205g,Cactus Club Cafe,Calgary,,51.0895171414,-114.00081330100001,american,2.0,4.407079646017699,0.2080045523744777,0.24747461722905745,0.07740760414235129,0.0939606592760767,0.2880034890845777,0.08514907789345898
BD0fn4LZ97TT485jUPFjww,KFC,Calgary,,51.0161585,-114.16742,american,1.0,2.333333333333333,0.06887091400115875,0.21964768134402332,0.15112241149151914,0.027133228057282285,0.22561968677373445,0.30760607833228204
BJ3AyMhTaORAu_e_J2KNEQ,River Café,Calgary,,51.0547701109,-114.07140970200001,american,3.0,4.150793650793651,0.20907584482538336,0.2569665892592454,0.08041648469812354,0.08366615906464249,0.29300293500897223,0.07687198714363297
BPccBipnqKrf6I823FQMMw,JOEY Barlow,Calgary,,51.081144,-114.003423,american,2.0,3.84,0.21516363683518971,0.2108348563263199,0.06770616004430298,0.12112086156118307,0.3043369957157603,0.08083748951724402
BQjereFoM6AXFR66Ydgp7Q,Mom's Place,Calgary,,51.038069739099996,-113.962251258,american,2.0,3.8,0.2667913757551764,0.3178910349536942,0.02460622120267081,0.055031114694765834,0.12580906981315892,0.20987118358053386
C3uxeV8VSiMGcdFGmos0QQ,Moxie's Grill & Bar,Calgary,,50.981476435,-114.045262756,american,2.0,3.4285714285714284,0.2001218989326592,0.10177566429307117,0.14013822499947542,0.07221292428508495,0.4266094877295808,0.05914179976012845
CE7o2uWmnUyTibMCa_R0Rg,Jacqueline Suzanne's Bistro & Antiquities,Calgary,,51.041611,-114.035557,american,3.0,3.8055555555555554,0.2408703464174586,0.19699377430836507,0.12753892232091862,0.07358917389420948,0.2819341151785834,0.07907366788046466
CEz-iyFJ8GvPt0DQtWjuKA,Earls Kitchen + Bar,Calgary,,51.0166808,-114.1673072,american,2.0,3.761904761904762,0.2513219339512358,0.2360835931517989,0.0424196699424474,0.09317141107130177,0.29317291051827377,0.0838304813649424
CH1uucOfkV0P-rqwzkG2Zg,Eleven Kitchen & Bar,Calgary,,51.1404495663,-114.02615942,american,,4.5,0.15521054658167244,0.34295562565292204,0.06278046898027011,0.04740209997268699,0.2822243299244085,0.10942692888803997
CMaKoG2E3H566TwxZn-QAg,Melrose Cafe & Bar,Calgary,,51.0379549034,-114.07856304,american,2.0,3.636363636363636,0.19340778903923786,0.19660292944047075,0.07701920145016129,0.13103403583917714,0.2834445419033281,0.11849150232762475
Clded60oZKiauQivIpwrsw,The Plow Western Tap & Grill,Calgary,,50.90683920000001,-114.0610193,american,2.0,4.0,0.2675031961589888,0.08139024309493148,0.09115740183132358,0.05794295830155116,0.3963868458649504,0.10561935474825454
DdiCaej9h3UKABO4aCZXEw,KFC,Calgary,,51.1114026,-114.0550343,american,,4.0,0.8754321748758463,0.06584468687560932,0.027147793286824998,0.0,0.0,0.031575344961719244
DrEske7G36S__6PwW8GHYg,Original Joe's,Calgary,,51.1101626864,-114.040925056,american,2.0,4.0,0.0677818732288158,0.19579867853203475,0.03432597509832562,0.13617552197345867,0.4415130123765692,0.12440493879079605
ETh03xxYk-yu3LgXY8H-lg,Moxie's Grill & Bar,Calgary,,51.0170664,-114.1672569,american,2.0,3.636363636363636,0.18187602865715616,0.3321895628873193,0.05006550428574807,0.015119121069036744,0.3727435784722825,0.0480062046284572
EZ3vflgYwoBAJDrhc0TCbw,Hayden Block Smoke & Whiskey,Calgary,,51.0526549,-114.0882959,american,2.0,4.4646464646464645,0.2270570450515769,0.2275212941814679,0.02952963124913168,0.1475840460133435,0.25563454165719623,0.11267344184728392
EnwLYvr22hc0bJOUeSz38A,Trolley 5,Calgary,,51.03783789999999,-114.07853190000002,american,2.0,4.191176470588236,0.23360215633738216,0.2548301716985973,0.11939514061495725,0.08634359681630854,0.2474566564578736,0.05837227807488112
FAxW2mH50Mh5pnBRaIFClA,Original Joe's,Calgary,,50.9627202928,-114.010136299,american,2.0,3.2222222222222223,0.24002391614832186,0.238389959687228,0.03061932159622815,0.06377028094802872,0.32537876533653937,0.10181775628365393
FJql8i65mbx7Zjvt-LtqtQ,Chili's Texas Grill,Calgary,,51.0873955,-114.0026063,american,2.0,3.7142857142857135,0.15500454364401536,0.2105892627301819,0.11217757112934668,0.11752629803014822,0.25990940165149695,0.14479292281481074
Flb_GvJ8d4UR2JuHyHlFzA,Thomsons Restaurant,Calgary,,51.0457158,-114.06233629999998,american,2.0,3.821428571428572,0.214847859469956,0.20771145348810613,0.07380902565236047,0.08366818695415228,0.3201817356480133,0.09978173878741188
FyHlGfJwHvO_QyfkRV-bGQ,The Yardhouse,Calgary,,51.037891,-114.077888,american,,3.111111111111111,0.2156806052002145,0.16894610294837314,0.04028496032433385,0.1027563746286962,0.21067371881911215,0.2616582380792701
G6PnUFDzF9vKJ2KHth0qUg,Captains,Calgary,,51.1117754633,-114.056238384,american,2.0,4.285714285714286,0.10839142801018407,0.18264074744675995,0.07834706020364868,0.16697226634508722,0.4194911487082004,0.04415734928611973
Gl1Gat-8W9wh8eydkslHJg,Boardwalk Fresh Burgers and Fries,Calgary,,51.125373036499994,-114.197940179,american,2.0,3.7142857142857135,0.21631572491360146,0.2772773031008865,0.027336793486121454,0.11731124128031285,0.18241096713383412,0.1793479700852436
H71yp3qKTyHADiiUJ3AEgQ,West Restaurant and Bar,Calgary,,51.0463715,-114.0672913,american,3.0,3.4230769230769234,0.2506502944781148,0.1862509520224948,0.08680477705043364,0.1623331858240333,0.2445262335293362,0.06943455709558738
HOCuqi14chrfeKRqn-HuOw,Earls Kitchen + Bar,Calgary,,50.9580225,-114.0707647,american,2.0,3.9166666666666665,0.21902170127770185,0.18804103633345928,0.04597082423531975,0.0756757051698544,0.34521743028729673,0.12607330269636796
HWs2Srry3sX-plRx5JNvDw,Farm,Calgary,,51.0379717,-114.08466509999998,american,3.0,4.252747252747253,0.2545704839386112,0.2664615595734729,0.04699621320176329,0.105431410945895,0.2584977570867004,0.06804257525355739
IkNY7NNNtxybDUVaImQU4Q,The Cat'n Fiddle Pub,Calgary,,51.0671356517,-114.0736413,american,2.0,3.3125,0.17040500688382626,0.2906763950862021,0.13556114701738609,0.08219692338673729,0.2057724948377726,0.1153880327880758
J2hBRdHuiSPqUzm7YiK6gQ,Five Guys,Calgary,,51.034647978900004,-114.07135438200001,american,1.0,4.4,0.222958985276927,0.2839996909177789,0.09638610706731073,0.05898057123368931,0.2208473340742962,0.11682731142999785
JFTN9JBOHqh_R5iwDb4jqQ,Run Pig Run,Calgary,,51.0376174,-114.0733081,american,,4.181818181818182,0.14396654831529346,0.39740496224837196,0.07102166069208875,0.032666030496423665,0.2820639923168114,0.07287680593101067
JG1J5JP7HIRWhjZKebOtYw,Swiss Chalet Rotisserie & Grill,Calgary,,51.0975103,-113.9568659,american,2.0,3.5,0.1229661913190139,0.0,0.010074039353023184,0.5534027837568709,0.3088237775370304,0.004733208034061501
J_LJdgBvq5_KtnjveOeN-Q,Swiss Chalet Rotisserie & Grill,Calgary,,51.019123,-114.169895,american,2.0,2.5,0.3564271348519472,0.08095401625626436,0.0710230889644238,0.019783137878022567,0.3149608934900404,0.15685172855930155
JkcuMDl1JJpJzlJd1R3SEg,O Restaurant & Lounge,Calgary,,51.0241048,-114.10796709999998,american,3.0,3.0,0.14220161437142373,0.17415542928799746,0.14749618794440647,0.10363329243805752,0.27868810457589993,0.1538253713822149
JmO7QtJ142GbDkBPwVZ_bQ,Swigs Pub & Grill,Calgary,,50.95361810000001,-114.1301892,american,1.0,3.0,0.08305837429734547,0.2564592245275844,0.1333737317686449,0.006969732738482943,0.10941770417664706,0.4107212324912952
K-7S3DV3XkEMtT86sYIIdQ,V Calgary Downtown Bankers Hall,Calgary,,51.04491,-114.06925590000002,american,2.0,3.7777777777777777,0.15923431406647498,0.20882438020012525,0.1297173709140013,0.18780551032578144,0.22804034705805026,0.08637807743556675
KLDmm3Jv5pHEatbLPo-t5w,Border Crossing,Calgary,,51.0371575,-113.9812337,american,,3.0,0.09788741225863537,0.1344339842416611,0.0015811457998133858,0.08059314744846313,0.5171811348724469,0.16832317537898012
Kdhcw8qUBTmv_4UQv8pymA,Home & Away,Calgary,,51.0376388,-114.0926576,american,2.0,3.7714285714285714,0.1404117611129739,0.284217247436408,0.051601885451111135,0.10582357755100162,0.3075225740124305,0.11042295443607493
Kgu-Ny8xoYtiUQp0wa7vwQ,Moxie's Grill & Bar,Calgary,,51.0948364198,-114.000695563,american,2.0,3.891891891891892,0.19442057361860615,0.22695949908109475,0.048106738371550134,0.07634471544870293,0.35572618935695444,0.0984422841230915
L8RL98g2U9SNQAG8zo-AeQ,Rouge,Calgary,,51.0422924095,-114.033648325,american,4.0,4.276595744680851,0.1843675731303352,0.30224800425920706,0.06689541904669205,0.09578949435265123,0.26822723503439544,0.08247227417671911
LKzDrKa0FRrRATi1gqPEiw,Murrieta's Bar & Grill,Calgary,,51.0453155,-114.0652006,american,3.0,4.0,0.2589332776441456,0.198175234371262,0.05610832411437012,0.1168801006120607,0.26347159741496784,0.10643146584319388
Lg0LvQXlpSBBCvDE6wlO9w,Seanachie Irish Pub,Calgary,,51.017772596,-114.17384762,american,2.0,3.333333333333333,0.18131682733168986,0.2145841700698049,0.10063968474931476,0.07648780871238937,0.2867163332826904,0.14025517585411074
LlJn7Q7Ow0lwQpk4gg0KeQ,Milestones Restaurants,Calgary,,51.0453778,-114.0624737,american,2.0,3.6610169491525424,0.19053417225981772,0.2377769343633273,0.06083796572645229,0.08042801284501364,0.2902730474511264,0.14014986735426244
M7UUtqg0K09T6Z0yIy0Hlw,Earls Kitchen + Bar,Calgary,,50.9314092847,-113.96136282399999,american,2.0,3.583333333333333,0.13849085444633671,0.12922069853912496,0.09967552983069096,0.2232080688146213,0.30242195793339305,0.10698289043583316
MCBsyPnsOn8kOuyCbP2O4A,Red Lobster,Calgary,,50.9979244,-114.0708817,american,2.0,3.3548387096774195,0.18859215777989544,0.18369183128499314,0.060230673480558626,0.14257564940919085,0.3512539615013387,0.07365572654402319
MIZkIUAjh96C4eIpjb0dEg,Swiss Chalet Rotisserie & Grill,Calgary,,51.12278870000001,-114.2040525,american,,3.8571428571428568,0.15592705609109064,0.26989678625672864,0.013830068795043952,0.1439935477386625,0.37240018168525896,0.043952359433215335
MJ_5HIvJMqu1fREQgUjWTA,The Highwood,Calgary,,51.064799,-114.086583,american,2.0,4.055555555555555,0.20079989204491333,0.18918697181618407,0.08025939485594888,0.12710114298181668,0.276787957204854,0.12586464109628304
N57tCpcFhtaDQP5z4uRNUg,Moxie's Classic Grill,Calgary,,50.996067,-114.073148,american,2.0,4.0,0.3538555860588516,0.17632573515376124,0.008276848485593484,0.01687158846284939,0.25646488620887903,0.18820535563006535
NVFj_QC7fkBMLbau-6P3hA,Schanks Sports Grill,Calgary,,51.127304948500004,-114.20334836100001,american,2.0,2.833333333333333,0.35083441205007804,0.19388628827870566,0.06515574626473432,0.09129329797802536,0.21165809502078814,0.08717216040766852
O9qdEZkdcIk5dxC8N00h4A,The Still,Calgary,,51.0393978,-114.0589497,american,2.0,3.6666666666666665,0.10332214679286128,0.13335848788839735,0.0,0.04617363535072503,0.6106028286195505,0.1065429013484659
OAchWMLU-guo6wdIjdlt0g,Madison's 12|12,Calgary,,51.0420748,-114.0360822,american,2.0,4.2727272727272725,0.2273048606878489,0.3440277878602683,0.0064309831817311635,0.032292479914982235,0.24682699570612715,0.1431168926490423
OAchWMLU-guo6wdIjdlt0g,Madison's 12|12,Calgary,,51.0420748,-114.0360822,italian,2.0,4.2727272727272725,0.2273048606878489,0.3440277878602683,0.0064309831817311635,0.032292479914982235,0.24682699570612715,0.1431168926490423
OHSwZt80SzC1ebLkLjKjEA,Denny's,Calgary,,50.9894302988,-114.072423219,american,2.0,2.833333333333333,0.18411029529821216,0.2228779074232958,0.10355579859642056,0.26339820601932645,0.20321001741231426,0.02284777525043076
OOp9BjiVLqqVUwgFFCRQCg,Flying J,Calgary,,50.9495117,-113.9796831,american,2.0,4.0,0.013421403145717702,0.021558424595408063,0.017594084588655627,0.9474260876702184,0.0,0.0
OYlMAz-kJpNXLtS5oaYUNA,Chick-fil-A,Calgary,,51.1316002,-114.0104621,american,1.0,4.083333333333333,0.1399796477355633,0.2314093345653351,0.026500438109536298,0.10067332081769358,0.4146712795398253,0.08676597923204647
OjjbyQyzJji9wNgOOBUbIA,Harvey's,Calgary,,51.0856775,-114.126533,american,1.0,4.25,0.059777211941702414,0.3438642766239576,0.05148413299533942,0.059167226626058673,0.28402450624973186,0.20168264556321006
P2pfWW_xpo3kfojN45fEaA,Earls Kitchen + Bar,Calgary,,51.08109498970001,-114.00279854899999,american,2.0,3.814814814814815,0.240659433934541,0.2099947182855718,0.11766241906372413,0.07231332433042763,0.2699517038231873,0.08941840056254817
PMFy98bGt1eNnnpNgQ4pnQ,Earls Kitchen + Bar,Calgary,,51.0672962172,-114.08584713399999,american,2.0,3.827586206896552,0.2551390860065194,0.1953966601993587,0.06997662068245668,0.0731971611701945,0.29092156001080555,0.11536891193066508
POIe1nLnPEmmPBiAbkf8jA,Gallaghers Pub,Calgary,,51.096610584,-114.05299232200001,american,2.0,3.7142857142857135,0.21829388798089944,0.1996185661112516,0.11398089783090365,0.15630316054539686,0.1975584394688326,0.11424504806271585
PTA2UabEg0MdiHJWNsgeGQ,Original Joe's,Calgary,,51.0946155299,-114.140845019,american,2.0,3.3571428571428568,0.2316874827032728,0.20722888518319832,0.07169305303947522,0.04068432211979855,0.307108888169948,0.14159736878430704
PgowqpwnIlLnZIgt3uGP0A,Oh My Dog BBQ,Calgary,,50.913805824799994,-114.062310475,american,1.0,4.090909090909091,0.2601323434955385,0.2194788811779767,0.07792509644963763,0.11638282054006616,0.2729845588659503,0.0530962994708307
Q3bsmcSg6qxnRSDK7GHPPw,Prime Time,Calgary,,51.0348998,-114.042182,american,2.0,3.2,0.1988336154099001,0.15512980346520958,0.09612382705755652,0.11588274738416345,0.3974258116923488,0.03660419499082164
RGMLAOPHFTkPKyve5CrOtg,Celtic Cellar - The Unicorn,Calgary,,51.0457548228,-114.066189077,american,2.0,4.0,0.23829158822933655,0.3908859298514538,0.0,0.016929794748101967,0.0014839677614649726,0.3524087194096426
RK05HWmSXLSAqmOkDe5_HA,Swiss Chalet Rotisserie & Grill,Calgary,,51.0489621,-113.99267140000002,american,2.0,3.0,0.0,0.0,0.10873383034783446,0.0,0.8827774443422087,0.008488725309956804
RTsDj3iPnmzb74hu98Dv0Q,Original Joe's,Calgary,,51.0392565704,-114.20827328200001,american,2.0,3.0,0.16879824049372658,0.17026840877821914,0.047967530251551316,0.3048584959256263,0.2811058407669959,0.02700148378388077
R_vxWn7iZNGZWP4FK8uJFw,The Village Flatbread,Calgary,,51.03765960000001,-114.1185012,american,2.0,4.846153846153847,0.20270262461837948,0.18469039049048866,0.1586903315090945,0.0646365657090105,0.19073702028606496,0.19854306738696195
S4EggH9a-nef1ls_kfBf_g,KFC,Calgary,,50.953225,-114.1165003,american,2.0,4.0,0.2011169222322561,0.5016175236910695,0.0,0.0,0.1815395671859586,0.11572598689071585
SYCgakqaEBTjRhOVFXjV3g,NOtaBLE,Calgary,,51.07190426060001,-114.15978051200001,american,3.0,4.320224719101123,0.19936148597709655,0.24257526272071675,0.06633058781120081,0.11511449788949794,0.2859969194059026,0.09062124619558523
Spkk64O-bdXZYCkpSOxwpA,Swiss Chalet Rotisserie & Grill,Calgary,,51.156229,-114.1597301,american,2.0,3.75,0.3942262910070239,0.09056098009359273,0.4547757612784624,0.0,0.05752031222570168,0.0029166553952192625
TBVVDMoRb2vtX3wTqAiL9A,Fatburger,Calgary,,50.982226418500005,-114.040623016,american,2.0,3.6296296296296298,0.23074952406075924,0.2692053823621402,0.0718956670040793,0.11500730637660116,0.2170871932403232,0.09605492695609694
TDDwbLjGAiZuOCkk4L5ViQ,Ed's Restaurant,Calgary,,51.0379165,-114.0609344,american,2.0,3.1428571428571432,0.2438347037582723,0.24068201144497695,0.06604038251553626,0.10950679980921067,0.23323910985012375,0.10669699262188004
