business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Customer Service,Pizza,Pasta,Order/Waiting Time,Atmosphere
3cqB5VOEBP52C9wbC8P-UA,Maialino Enoteca Italiana,Toronto,Parkdale,43.6391573,-79.4445333,italian,4.0,2.0,0.28896622905167624,0.0,0.08345422876601176,0.46680750340014,0.160772038782172
3glVZZh_vyZH1VvPU0307A,Enoteca Sociale,Toronto,Little Portugal,43.649582200000005,-79.4256294,italian,3.0,2.9285714285714284,0.21227226747461478,0.0068185701641826895,0.31337920601776587,0.15594897202024294,0.31158098432319375
3k9treY8PmsZ42bKmuICgA,Spoon And Fork Plus,Toronto,,43.754171,-79.3494929,italian,2.0,1.8,0.16264225724380896,0.022309923006758797,0.17414093669117436,0.2904406184531694,0.3504662646050886
3psSpUMwT4zdNca2pOPxRw,Fort York Pizzeria,Toronto,,43.636604399999996,-79.4054293,italian,2.0,1.3333333333333333,0.0021538285176677806,0.5180166683949173,0.1165635101010261,0.03309792981707195,0.33016806316931685
3q8MtOEIJ6nC7kVv_8Mfgw,Verona Restaurant,Toronto,Entertainment District,43.6461617,-79.39126590000001,italian,3.0,1.5,0.1267592357809574,0.012575964656329302,0.4280097610109469,0.12683077916518817,0.3058242593865781
3qTSOuJ-ZyU1L7o62KHSIg,Gio Rana's Really Really Nice Restaurant,Toronto,Leslieville,43.6633353362,-79.3304189287,italian,3.0,2.0,0.21079649209443302,0.005180308285449881,0.3103079196475257,0.22228740373662695,0.25142787623596446
40AZvMTzJ6jmjw9-H2H6hw,Bar Freddo Caffe,Toronto,Etobicoke,43.612781176300004,-79.5576543686,italian,2.0,3.0,0.05636816847875872,0.46146468685313574,0.14117252267105584,0.0,0.34099462199704966
447ZwFuzlKlctvMP7HfUUw,Pizza Hut,Toronto,,43.7562204,-79.5180336,italian,,1.3333333333333333,0.15158321828187352,0.3853184673883771,0.0,0.36467316612666956,0.09842514820307972
4BBda3yy_8GXGmYLcgggHw,Pizzeria Libretto,Toronto,,43.6445031,-79.3988108,italian,2.0,2.25,0.2370401363491263,0.3697569912591695,0.06799170865585848,0.15183648441918457,0.17337467931666112
4HeS4zlbf-IbwEItbrISlw,Crazy Tomato,Toronto,,43.7053619,-79.31280670000001,italian,2.0,1.5,0.02646235361414867,0.33860768705948024,0.17653584044854853,0.3226839650824189,0.1357101537954037
4LXZzgsrM1ZyS_-uB9Od2Q,Lil' Baci,Toronto,Leslieville,43.6604776517,-79.3432568465,italian,2.0,2.1818181818181817,0.11527778823877305,0.1089034137982638,0.2175528209343457,0.30952168327184243,0.24874429375677504
4V_dIB038vy53RHYgEvUcw,Metropolitan Resto Bar,Toronto,Downtown Core,43.6499935,-79.3772003,italian,2.0,3.25,0.038170041355665846,0.2537477032851513,0.22619884768741624,0.18373993334028213,0.29814347433148447
527O5H26A0lFtCHO6zEh8w,Big Ragu,Toronto,,43.6759926,-79.4506128,italian,2.0,1.8333333333333333,0.15527708594893253,0.000860360348425963,0.2651407117051326,0.11969671180379894,0.45902513019371
59c3Cp-p5i18xFCKUuCkFQ,La Vecchia Ristorante,Toronto,Yonge and Eglinton,43.7100711,-79.3987926,italian,2.0,2.1904761904761907,0.31255150344325516,0.047373345335683985,0.2610789368604306,0.13413903248971723,0.244857181870913
5RzR64HqnLRHo-MpZ129mQ,Nove Trattoria,Toronto,Yonge and St. Clair,43.6867341,-79.3937883,italian,2.0,1.5,0.0485355549844675,0.26132454164991,0.1788095039878827,0.21901429914212722,0.2923161002356126
5a2WPziZW2HoW10H1ovbpQ,The Peasant Table,Toronto,Riverdale,43.659535650900004,-79.3473240556,american,2.0,1.8181818181818181,0.20862404851155777,0.0767127425328492,0.2808392435171437,0.27784264543454834,0.155981320003901
5a2WPziZW2HoW10H1ovbpQ,The Peasant Table,Toronto,Riverdale,43.659535650900004,-79.3473240556,italian,2.0,1.8181818181818181,0.20862404851155777,0.0767127425328492,0.2808392435171437,0.27784264543454834,0.155981320003901
5dy8OiWJty9AuxBcBzeBZQ,Piano Piano,Toronto,,43.6631673,-79.4029775,italian,3.0,1.8125,0.24286574639938754,0.12715494690243587,0.26591926462147714,0.24100848084852544,0.12305156122817401
5nie8WoCB-MpEYT5uE6t4A,Toni Bulloni,Toronto,Yorkville,43.669941200000004,-79.3933271,italian,3.0,1.3333333333333333,0.21184968132933668,0.14747299309982817,0.18634858327650003,0.3911333085436026,0.06319543375073251
61GK4EGXBd4uha_2unicNw,Acquolina Ristorante,Toronto,,43.681313200000005,-79.4283861,italian,2.0,1.0,0.5192675128253688,0.00010750235261250879,0.41886245843381503,0.018540890864427062,0.04322163552377665
67dxFBcBKl9sEkIIcm3j4A,Pizza Pizza,Toronto,,43.6450945,-79.3980696,italian,1.0,2.6666666666666665,0.0743317751199309,0.641408607625376,0.033326727223094314,0.0405536898631968,0.21037920016840186
6DWFVwgm3d9jfBUOkJuANQ,Enzo,Toronto,Niagara,43.6467407,-79.40632409999999,italian,2.0,3.0,0.005130124443539881,0.10042239473127292,0.3944474808251872,0.0,0.5
6I27BTuHI5PMvOBG4WS8NQ,Mercatto,Toronto,Downtown Core,43.6503158,-79.3759018,italian,2.0,2.0,0.15622453402140163,0.11764925198152953,0.3316019279466583,0.1685821874052398,0.22594209864517065
6I715CbaGgu1Wu16ahmm8A,Cucina 865,Toronto,,43.754740710600004,-79.3497137725,italian,3.0,1.0,0.0,0.37537739381793545,0.0,0.0,0.6246226061820647
6L5xQca-_DnJCXEGa3dJjQ,Corvo,Toronto,Entertainment District,43.644695550200005,-79.3938714408,italian,4.0,3.0,0.31816168333633,0.01934110429739179,0.4755589745238673,0.12749267957700047,0.05944555826541059
6LR0Eg5EAMEIES7CY7ITOg,Ferraro 502,Toronto,,43.70379260000001,-79.4132906,italian,2.0,1.5,0.0940362926956596,0.1748325439763915,0.27459452527442935,0.27561769492744964,0.18091894312606993
6Toez65egZSMV1iohQWGIQ,Cantine Bar & Grill,Toronto,The Annex,43.6744252,-79.3965417,italian,2.0,2.6666666666666665,0.18228487839400617,0.01290230707792997,0.32527645810400413,0.30547918513907124,0.17405717128498854
6bttTDLU4j4GeG7QnvU84Q,Nonna's Place,Toronto,The Junction,43.6572011,-79.4477704,italian,1.0,3.3333333333333335,0.01416046562443657,0.04535253052146667,0.6034106595959595,0.0086657637179398,0.3284105805401974
6d7aOsiinhme6BB7s2QmZQ,Domino's Pizza,Toronto,Greektown,43.6796679,-79.3395009,italian,2.0,5.0,0.0,0.3753576442999276,0.0,0.0,0.6246423557000723
6frPvwX14wDH8jju64ewRg,Paese,Toronto,Entertainment District,43.646122058500005,-79.3913017135,italian,3.0,3.0,0.1872365113645523,0.006009575048043521,0.24169226406016767,0.256503188793863,0.3085584607333735
6l5ES0YHypA-JCk7naGBjg,Troika Vodka Boutique,Toronto,St. Lawrence,43.649733197299994,-79.3748815366,italian,3.0,2.0,0.02430209096925707,0.009149447350122547,0.04122712148351826,0.0715470771342527,0.8537742630628494
6tFbsJuIarw6vawDOZ9GkA,Pizza Hut,Toronto,Bloor-West Village,43.6526222,-79.4710037,italian,1.0,1.4,0.23975376453429376,0.41620835766834385,0.11107508539044404,0.2012190716885288,0.03174372071838954
7NDpbeFYqQE28wKLBZKGFw,Portobello Restaurant & Bar,Toronto,Discovery District,43.665369500000004,-79.387546,italian,2.0,1.5,0.22000518098402655,0.005036607525630769,0.3110237787904635,0.16272211171071474,0.3012123209891644
7Uti5EeAwm3drG14KVrE3Q,Spuntini Restaurant & Bar,Toronto,The Annex,43.67365770000001,-79.3963287,italian,3.0,1.6666666666666667,0.29616590375556845,0.09816315004159,0.07346092393535883,0.3989249335638751,0.1332850887036077
7ZBh-3wWVQ5zkd6KZytW0g,Cibo Wine Bar,Toronto,Yorkville,43.670462,-79.3935696,italian,3.0,1.5263157894736843,0.299261130965793,0.031739909761125756,0.09971415730754078,0.3393972325792067,0.22988756938633373
7bkA-nYNZTAAXF9i5-o-Kw,A3 Napoli,Toronto,Little Italy,43.6552211,-79.4134057,italian,2.0,2.8333333333333335,0.049677360551083884,0.35905321251766664,0.0693128459661214,0.18183856453544797,0.34011801642968015
7e5VezwFWmNyv5RvuHyFrQ,San Francesco Foods - Laird,Toronto,,43.7039309,-79.3609167,italian,1.0,1.0,0.050691513005203075,0.05275468218960225,0.6595007354832058,0.1309137320102701,0.10613933731171865
7oEKIG7d1ttPRejppZ3WIA,Lady Marmalade,Toronto,Leslieville,43.6605167515,-79.3431122999,italian,2.0,2.65625,0.08598472671740674,0.017941723436945795,0.15016131789751022,0.19552911043373133,0.5503831215144059
7tUmASg6tOmh_DcIz2R7SQ,Joe Maggiano's Italian Eatery & Bar,Toronto,,43.7750926,-79.3240124,italian,2.0,1.0,0.15929851642869533,0.12735171690993305,0.2591264255833366,0.3363552291522493,0.11786811192578572
7vl54MQuqZQlNj4IYakwVg,Rione XI,Toronto,,43.68198710000001,-79.42552690000001,italian,2.0,1.5,0.26687450332554535,0.1606867672286609,0.19768774033565634,0.18561497136111996,0.18913601774901734
7zuWSun5F8Jv2N_IFD_ERg,Grappa Ristorante,Toronto,Bickford Park,43.6547102687,-79.4208085465,italian,3.0,1.0,0.20125309737463812,0.0,0.4643800906453679,0.23837628702309951,0.09599052495689452
846lAt9k0-jjM8TbBIRAmg,Terroni,Toronto,Yonge and St. Clair,43.6853479,-79.3930809,italian,2.0,1.0,0.11600637972891391,0.18222698308692592,0.11189451612468132,0.13858728573949242,0.4512848353199864
84ezTxVxTCmI65_UeYRJcA,G For Gelato and Pizza Bar,Toronto,Corktown,43.6513375031,-79.3718691068,italian,2.0,2.75,0.20579488880375527,0.21575601931518104,0.10568963594427432,0.10378463668047265,0.2856414859229835
86W-L1l70wL-7n0lSfoY-Q,Rush Hour,Toronto,,43.67115689999999,-79.4404087,italian,2.0,2.0,0.08864316152492036,0.0,0.5055945319915375,0.1625698630954133,0.2431924433881289
8E6Cu9E0gCg6FgffWXl8mA,Bellini's Ristorante,Toronto,Yorkville,43.6707617,-79.3924323,italian,3.0,1.0,0.2957572678268884,0.0,0.0,0.6462752184549134,0.057967513718198256
8UiPh7jaIqT_Dm8Qt_9frA,Annette Food Market,Toronto,The Junction,43.662542647799995,-79.4711279869,italian,3.0,4.2,0.058245142878725086,0.145915148396121,0.09877960997645686,0.1637543591425547,0.5333057396061422
8ZaaUqIp_h__jUIoPfuVKA,Vaticano,Toronto,Yorkville,43.670751700000004,-79.390998,italian,3.0,1.625,0.31540702743376037,0.03775339464621194,0.23093186526846404,0.1768011576008154,0.23910655505074818
98V9R-7YT20KmcmJyMiJmg,Il Fornello,Toronto,Entertainment District,43.6475369,-79.3868705,italian,2.0,1.894736842105263,0.226711465963373,0.15913911041219356,0.1553400862178734,0.18419989785970545,0.2746094395468546
9Boahjn3QxlZnP2Aw_V1Rg,Sotto Sotto Restaurant,Toronto,The Annex,43.6735754912,-79.3963050842,italian,4.0,1.6,0.30289152847809475,0.028984492447431127,0.20227185195251832,0.1934793207058268,0.272372806416129
9CYZaEbU3KjdLFMkKbUXVw,No One Writes To The Colonel,Toronto,Palmerston,43.6565011,-79.40847,italian,2.0,1.7777777777777777,0.2038679443903804,0.020675890711470656,0.006993871665132529,0.3371846591130037,0.4312776341200126
9Eghhu_LzEJgDKNgisf3rg,SCADDABUSH Italian Kitchen & Bar,Toronto,Downtown Core,43.6592789,-79.3824692,italian,2.0,1.911764705882353,0.18349930835631115,0.07816887552434137,0.33789079004035233,0.2129474582450354,0.18749356783395982
9HC5xHX8QE8VmGd-wCKEaA,Masseria,Toronto,,43.644420399999994,-79.3997431,italian,2.0,1.5,0.14151064967943844,0.48361834047696456,0.02922290964413269,0.19768106875356145,0.14796703144590279
9LE2yGl23qxitNc9mkpbjA,Fresca Pizza & Pasta,Toronto,,43.6578089,-79.4017213,italian,1.0,2.466666666666667,0.1408038898392687,0.43540527558728465,0.07186587686404562,0.1854114902796133,0.16651346742978776
9QgxFnsLqB1CHCA0F2bGzg,Hey Lucy,Toronto,,43.6640012,-79.3686058,italian,2.0,1.4,0.32733019535565644,0.08022541477852338,0.020176654238872653,0.3101950934183467,0.2620726422086008
9UX9_Vec2gxrrHvBjdzXgQ,Tappo Wine Bar & Restaurant,Toronto,Distillery District,43.6497181,-79.3593,italian,3.0,1.75,0.22984710574295,0.04459671466196722,0.17980369854568898,0.2769913035043143,0.2687611775450795
9XLH_grfIYKR7d5ZT9ZX_A,Melanie's Bistro & Patisserie,Toronto,The Danforth,43.6849185,-79.3172223,italian,2.0,2.2,0.22223995384597503,0.0026841931443850374,0.06897161231841319,0.35438525126970105,0.3517189894215257
9Z6WpoBnuBZBWr0ML6WRpQ,Domino's Pizza,Toronto,Corktown,43.6554468,-79.365425,italian,,1.0,0.027435381804509704,0.5885097334496079,0.04177217673103442,0.30877593984211316,0.0335067681727347
9xdVIIzHp12Zrox5aFaaHA,Pizzeria Defina,Toronto,Roncesvalles,43.64870560000001,-79.4498592,italian,2.0,2.5454545454545454,0.25040976296945544,0.4311860678447342,0.04005003584825427,0.2043080591521157,0.07404607418544047
9ybyFfpTnecSJzg8cbtzRg,Piazzetta Trattoria,Toronto,,43.700506,-79.42842809999999,italian,4.0,2.0,0.3369934289621779,0.027480283794603294,0.1534260596532775,0.39207940655008255,0.09002082103985871
A4aqz0pfgMX-votNbSZQDA,Modus Ristorante,Toronto,Financial District,43.647468599999996,-79.3841931,italian,3.0,4.0,0.0,0.0,0.07229737486879416,0.0,0.9277026251312058
A7waf6G3cvnLfAqKeLL8DA,Buca,Toronto,,43.6445122,-79.4003621,italian,3.0,2.4285714285714284,0.18396218400183026,0.09212159989580036,0.24720570981546927,0.20920725817214253,0.26750324811475756
A8yIKHSI5LFYZ6_H8dZBcg,Chefydrew's International Cuisine,Toronto,,43.658124,-79.3724253,italian,2.0,3.0,0.1895703661544473,0.019621438264369614,0.5065070358628202,0.062067468537045124,0.22223369118131775
AKews7AVm9e0QroGWcvUMA,Defina Wood Fired,Toronto,The Junction,43.665823100000004,-79.4502269,italian,,3.0,0.06996777407041588,0.12604257021796678,0.0,0.69109971904472,0.1128899366668974
AP9vhzzu0H-ZOxyEStlegQ,Classico Pizza & Pasta,Toronto,Swansea,43.6490049,-79.4846163,italian,2.0,2.0,0.0,0.7369451094127704,0.20938897017828484,0.053665920408944884,0.0
AZB4eddtfB90vyoB1o5N2g,Pizza Hut,Toronto,,43.704883851400005,-79.4929611762,italian,2.0,1.5,0.010883900250219986,0.7557214916621531,0.03621918111284367,0.10399740095487015,0.09317802601991308
AbL1xoa1-RVFZwtAk_oYuw,True Restaurant,Toronto,Yorkville,43.6711791,-79.3909506,italian,2.0,1.0,0.09580959463368716,0.04755603359753232,0.17626628415225676,0.3948221541021734,0.2855459335143503
AyuE2AyyKSZj97SNLAHM9w,Sbarro,Toronto,Downtown Core,43.655442462299995,-79.3816711035,italian,,1.0,0.18124810640601668,0.2761660453801566,0.28105807972227626,0.08791289702821534,0.17361487146333512
B44Cx8VNrRlrgdfXHuaq-w,Pastalicious,Toronto,Liberty Village,43.6383173,-79.41920859999999,italian,1.0,1.0,0.0012286357532599553,0.0,0.9987713642467402,0.0,0.0
B70iTJjcPkuYn8ouUewWgw,Gusto 101,Toronto,,43.6450021311,-79.400309337,italian,2.0,2.740740740740741,0.152835403034668,0.06598148303607226,0.2753985772712097,0.2140895458837433,0.2916949907743068
BGK5N70oRV_o6RK7tDnlkw,Serra Ristorante,Toronto,The Annex,43.666292299999995,-79.4062449,italian,2.0,1.0,0.08608217928349053,0.28560455233662246,0.06628344549526398,0.15357500300523075,0.4084548198793923
BesWd1a_bPC9-dH0biQJpw,Diverso by Ferraro,Toronto,,43.6745536,-79.40898370000001,italian,2.0,1.0,0.7447708035054504,0.0,0.010089376381609585,0.0,0.24513982011293994
BgKZkKE0Xd4Lqd6QMSK14w,Li'ly Resto Lounge,Toronto,Bickford Park,43.6553076,-79.4164209,italian,2.0,1.4285714285714286,0.06944645460178386,0.003549811557465874,0.02204512525413982,0.24315405772869464,0.6618045508579159
BlrvqjGanZvjlNsnIyvAXQ,Regina Pizzeria & Trattoria,Toronto,Bickford Park,43.654881,-79.420858,italian,2.0,2.4,0.1507708290507806,0.10263197086493221,0.25284099566261004,0.3774759147781187,0.11628028964355848
By2DQwaG2EiOxsuHnS8FoA,Vertical Restaurant & Bar,Toronto,Financial District,43.648636200000006,-79.3817439,american,3.0,2.6666666666666665,0.20189155825474936,0.0,0.052707097152578986,0.28824081002176805,0.4571605345709036
By2DQwaG2EiOxsuHnS8FoA,Vertical Restaurant & Bar,Toronto,Financial District,43.648636200000006,-79.3817439,italian,3.0,2.6666666666666665,0.20189155825474936,0.0,0.052707097152578986,0.28824081002176805,0.4571605345709036
C-1vkiwcWIuWCNYhwDLCow,Sandra's Italian Kitchen,Toronto,,43.781851200000006,-79.4917372,italian,2.0,4.0,0.0,0.057998122687696316,0.4342626183246318,0.09789082681663928,0.4098484321710326
C16ogi6ASv-sQW3SGScmNQ,Tutti Matti Restaurant,Toronto,Entertainment District,43.647398100000004,-79.39392690000001,italian,3.0,2.3636363636363638,0.19871179135010344,0.00921555997348293,0.3459371315417309,0.10937129546458317,0.3367642216700996
C3PVq7UpeHd6nz1_e-AtkA,Kalendar,Toronto,Palmerston,43.655787,-79.41173,italian,2.0,2.1333333333333333,0.199485937190749,0.041173997651960774,0.2475701748102995,0.09917290686252045,0.4125969834844702
C4sVRSWeWuXo0OtnXewsjQ,Fusaro's,Toronto,Corktown,43.653381,-79.3691186,italian,2.0,2.6,0.12920672536905084,0.3069866277350795,0.2209997806997969,0.22957961751080252,0.11322724868527016
C7bK6Sd0LcvH7SOAjQu3LA,Roma1090,Toronto,Dovercourt,43.6601487,-79.4341132,italian,2.0,2.0,0.09340018159036975,0.1771988859061997,0.3506885858800117,0.37158513495396595,0.007127211669452797
CKJnoUSWocdVIj6Fqbgm5g,The Red Tomato,Toronto,Entertainment District,43.646116299999996,-79.39079670000001,italian,2.0,1.8333333333333333,0.17099109048455,0.006580574702262965,0.4301167802714521,0.19170060549358267,0.20061094904815224
CNPnbJlMmCx08geOvDmH7A,Blu restaurante,Toronto,Yorkville,43.6716078105,-79.3884385005,italian,3.0,1.8571428571428572,0.27873917473795723,0.003162641766680912,0.19353188278297045,0.2034293968112719,0.32113690390111943
CUGswyxGdkcd4IE1oHc80A,Bar Vespa,Toronto,Liberty Village,43.638436,-79.417423,italian,2.0,2.25,0.1437042882754082,0.06392253609067775,0.23090541714434562,0.20911965557822668,0.3523481029113417
CZY3743GpOOhdDJu6UmPBA,Bar Buca,Toronto,,43.6439229362,-79.39984038520001,italian,2.0,2.5,0.13343553374644054,0.010902124540964566,0.12796970209924463,0.26795657437126225,0.4597360652420881
CnHMPB1BZL7Nx2OyCsSAVQ,Harvest Cafe & Fine Foods,Toronto,The Beach,43.6684274,-79.3072943,italian,2.0,1.0,0.04140043392633378,0.20164294346081593,0.3186962616255068,0.0,0.43826036098734367
Ct5bB61mRmHUdXhqL3rm0A,Danforth Sandwich,Toronto,The Danforth,43.685900200000006,-79.3118115,italian,1.0,4.0,0.03172076231875603,0.0019822451575363057,0.32551914745304966,0.0,0.6407778450706579
D1lAVtlav4atQTJnIvtcpw,Taverna Mercatto,Toronto,,43.6426722096,-79.3827601467,italian,2.0,2.3333333333333335,0.34616333403449406,0.04084885333420773,0.27829639867381983,0.2538168160401409,0.08087459791733748
D5XAErxJj5VbQjaQypb4Ig,Louis Souvlaki & Grill,Toronto,Scarborough,43.782833000000004,-79.169624,italian,2.0,1.0,0.0,0.055052663320743836,0.9145122289899205,0.030435107689335685,0.0
D9LMDxJTbMIP5drSgWp1SQ,Pizza Pizza,Toronto,Church-Wellesley Village,43.6618689,-79.3830445,italian,2.0,1.6666666666666667,0.027562765693799715,0.5464999371371123,0.057023565633173644,0.07886052151982396,0.2900532100160903
DitQU2Y-WONolisjxP-2nQ,Pizza Pizza,Toronto,Yorkville,43.6711886,-79.3874048,italian,1.0,1.6666666666666667,0.2640593111405613,0.5925447924954057,0.0,0.02427285533809838,0.11912304102593464
Dnq4w6ajMifZFFTIR5cGxw,Dante's Inferno Paninoteca,Toronto,Wychwood,43.6745606,-79.4316635,italian,2.0,3.5,0.0,0.6414430368266499,0.20952483398302033,0.02394189205381613,0.12509023713651365
DvXpWBz5_-hZQuvu-RnSwQ,The Food Shop,Toronto,Kensington Market,43.654062200000006,-79.40147859999999,italian,2.0,2.3333333333333335,0.1221621658879517,0.3815002017183482,0.0016165299797312165,0.08292760061800925,0.4117935017959597
E4wuEcTEmuq7kvgSbTDLFQ,Pizza Pizza,Toronto,Scarborough,43.798361799999995,-79.31846340000001,italian,1.0,1.4,0.14347240447224213,0.5026092262893448,0.10328773901077966,0.1701035694529158,0.08052706077471761
E9b73ETPw0VYUJ2_YSJJdQ,Pizza Rustica,Toronto,Entertainment District,43.645087700000005,-79.391932,italian,2.0,1.578125,0.13925557914108488,0.35591093597592716,0.08908593207837195,0.23129084136431624,0.1844567114402997
ECP8GAL1ZCYebyitB7F9IA,Pizza Pizza,Toronto,Etobicoke,43.685596000000004,-79.5237301,italian,,1.0,0.07149214152295867,0.6132934302307341,0.0003184384505656911,0.20726584135221246,0.10763014844352904
