business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Waiting Time,Pizza/Crust/Toppings,Customer Service,Pasta/Sauce,Atmosphere
DloSSIe5sulfUwJvduktCw,Boston Pizza,Calgary,,51.0006521664,-114.074887935,italian,2.0,3.4444444444444446,0.2679878797001448,0.14225653640720146,0.18981364925063776,0.08115014774162926,0.31879178690038673
E5R5l-wzFWeyiyUILKTnwg,Amantea Italian Restaurant and Market,Calgary,,51.04120579999999,-114.0659739,italian,2.0,4.363636363636363,0.1007637944050447,0.1922881237619906,0.246182859520128,0.2628875023319877,0.197877719980849
E8snBve9I3m3aLqSQfOA2Q,Domino's Pizza,Calgary,,51.0345274,-114.1909871,italian,,3.0,0.11462953380887685,0.6147275118506406,0.14008240083720966,0.10336697076699462,0.02719358273627833
EM3MYJEsbMkzLV3P0rY69g,The Garden Kitchen & Bar,Calgary,,51.0475594,-114.0756671,italian,2.0,4.0,0.31822042904873143,0.15529659380520824,0.05033134784760737,0.09680900474568964,0.37934262455276346
FyTX0kl3D2VJ1jp1HRXALg,Mercato Italian Gourmet,Calgary,,51.0326808,-114.0713004,italian,3.0,3.977011494252874,0.3691589637657422,0.015861399392191566,0.12532823770101514,0.2169040746797325,0.2727473244613183
G2uVZcjBOdJTbG_XQLy-Gw,Bona Roma Pizza,Calgary,,51.0846314,-114.2074075,italian,2.0,3.5,0.14959347431806366,0.35141901401422243,0.16113180446092007,0.12106248312911265,0.21679322407768126
GH5bmoypXJ4EWdNW1Oqw_w,Scopa Neighbourhood Italian,Calgary,,51.0723959,-114.0624899,italian,2.0,4.0212765957446805,0.2536978506984367,0.09640381967785462,0.2022183162228268,0.23974113494831514,0.2079388784525668
H6iQEpsuTy_w6t6thkvOSQ,Pizza Hut,Calgary,,51.1547861,-114.1057621,italian,2.0,3.0,0.18633637185440607,0.6205311836223762,0.06742813323078332,0.10042116279024113,0.0252831485021932
HVfxVd456fF71ph0pvbd-Q,Da Guido Restaurant,Calgary,,51.0699523,-114.0627667,italian,3.0,4.083333333333333,0.3049885927464074,0.006232633454070752,0.18481226667343,0.22483277793266607,0.27913372919342583
HnFZtiZvFPZ9RRZE4z7gEg,Mozzarella,Calgary,,51.0288615,-114.0947481,italian,2.0,5.0,0.021706931452490263,0.0,0.0,0.5109288440239701,0.4673642245235398
Hymhw4qxQzITpUeM1PYKLg,Pasquales on Macleod,Calgary,,50.9928416732,-114.070780701,italian,2.0,3.571428571428572,0.2703954569948693,0.018855832671082724,0.2301940516676581,0.26188640546508274,0.21866825320130706
JH0hzxsWwiOMqptIL0axBQ,IL CHIANTI RESTAURANT,Calgary,,51.070635,-114.0563077,italian,3.0,4.1,0.2664427176181245,0.006359434062740728,0.18798659178341154,0.2915979620725652,0.24761329446315794
JOAUIWLFcLbZYEXu0dXl3g,Sassi Kitchen & Bar,Calgary,,51.034937,-114.071262,italian,3.0,3.809523809523809,0.3133805454811696,0.0518492710986359,0.2451536486326296,0.14139311673093174,0.2482234180566331
JpPJ2UdtuV6zLKyuPX6wqA,Dolce Sapori,Calgary,,51.0521376,-114.0887033,italian,3.0,4.0,0.2872578113056743,0.013510523554551766,0.13798375118915213,0.06422423337372822,0.4970236805768937
JzsFq3IDqDWueOWq4dFpmw,Buffo Ristorante,Calgary,,50.9951926,-114.0742866,italian,,3.333333333333333,0.3269895430139164,0.2779068563513751,0.08853169480184933,0.2301313899348173,0.0764405158980419
K4XrFK0XABd_A3TE38I9Gw,Villa Firenze,Calgary,,51.053441,-114.05107959999998,italian,3.0,4.333333333333333,0.2541065468071301,0.004405701455851947,0.2649671824806425,0.27858697719382697,0.19793359206254854
K8md000ZZrGywrvmKkQdQg,The Old Spaghetti Factory,Calgary,,51.0557005514,-113.981230653,italian,2.0,4.3,0.3914340845040201,0.004695210921197136,0.1200618646991255,0.37829968828563704,0.10550915159002028
KLo5cYXRSs9YdgBeRn86NA,Little Caesars Pizza,Calgary,,50.942163341400004,-114.046151594,italian,,3.0,0.06743213680839845,0.7176182615420112,0.1961692679175683,0.018780333732022002,0.0
KMnFlu3SifyKWKVeMX1UFg,Olive Garden Italian Restaurant,Calgary,,51.0529559,-113.9826491,italian,2.0,3.5,0.3305344019311792,0.018945123329074123,0.13311872308078485,0.2913947820352921,0.22600696962366956
KOZwtZQCDXykE-nF6AzT-g,Famoso Neapolitan Pizzeria,Calgary,,51.016869,-114.168888,italian,2.0,3.9375,0.14624276220483148,0.43890087733038413,0.1950906466544662,0.0659299227385896,0.15383579107172848
Kec-ntNHn78skkGBEjP3Yg,Lorenzo's Pizzeria,Calgary,,50.97015781819999,-114.130671909,italian,2.0,4.333333333333333,0.045410789646325424,0.5459717819382345,0.15716993447018865,0.06531552302183552,0.18613197092341605
KhxtCnJa4XgWlGdvi2cXsA,PZA Parlour,Calgary,,50.9671898505,-114.072551835,italian,2.0,3.8461538461538463,0.11957962085655915,0.37083511574052463,0.22023131295890574,0.09949016255576183,0.1898637878882486
LZfiIseoYmmtvkNu8to4Ww,Chianti Cafe & Restaurant,Calgary,,51.0809559787,-113.994164016,italian,2.0,3.852941176470588,0.10688696148231076,0.018019118740333708,0.2356021707556785,0.3983857509356357,0.2411059980860413
MXkLaEOd42RuWyQddE5noA,The Eatery By Capina's,Calgary,,51.0410154,-114.0334186,italian,2.0,4.666666666666667,0.18320953126307932,0.01724494926254967,0.2554875011174253,0.06894622543249061,0.4751117929244551
N12cTd2A0dXSrXJ2fN3_Jg,Lorenzo's Pizzeria,Calgary,,51.037581,-114.0724697,italian,2.0,4.153846153846153,0.1453125782026792,0.4844088980517714,0.12861044453099116,0.09121597348737594,0.15045210572718226
NAgoWG7WcFmQ3fwEu8q9Bg,Chianti Cafe & Restaurant,Calgary,,51.12581478640001,-114.198571662,italian,2.0,3.9375,0.14948068674729895,0.007229275098621816,0.1587822509790546,0.49361436320877,0.19089342396625444
NUXYe9fDv-sp9RrDks7A5A,Via Cibo,Calgary,,50.9324452236,-113.967715074,italian,,5.0,0.02462665101817076,0.19923805395957164,0.3293339119276945,0.0577944866570775,0.3890068964374854
NWxHg4EAP_b-jxUnDipTIw,Toscana Italian Grill,Calgary,,50.9785551,-114.0700768,italian,2.0,2.9285714285714284,0.2389306601409367,0.12588882298821774,0.15535000384046366,0.37965382462438624,0.10017668840599574
OAchWMLU-guo6wdIjdlt0g,Madison's 12|12,Calgary,,51.0420748,-114.0360822,american,2.0,4.2727272727272725,0.3580310454535036,0.06325500964063692,0.2166936708013008,0.1383531753898533,0.22366709871470525
OAchWMLU-guo6wdIjdlt0g,Madison's 12|12,Calgary,,51.0420748,-114.0360822,italian,2.0,4.2727272727272725,0.3580310454535036,0.06325500964063692,0.2166936708013008,0.1383531753898533,0.22366709871470525
OGyLTDJv53WZM8PEqN_tKA,Capo Restaurant,Calgary,,51.039972,-114.03073899999998,italian,4.0,4.916666666666667,0.3225178953543197,0.0019183987394747039,0.17888432745350172,0.1123458670188072,0.3843335114338968
OlkZYHack2-3imdlv8vazw,Spaghetti Cafe Prairie,Calgary,,51.0724431,-114.1632674,italian,2.0,4.4444444444444455,0.17165088747226676,0.014202917208499297,0.15024357451991874,0.5187590709360568,0.14514354986325845
PJnWLn9pMpwZxKuOf_rgNQ,La Viena,Calgary,,51.0671238,-114.079112,italian,2.0,4.0,0.20604209667301746,0.01591453574946849,0.2261176611483469,0.3110968926476377,0.24082881378152934
PMs-6_TdwGtkGeOkRH5iFg,La Luna Rossa Ristorante,Calgary,,51.0736124,-114.0559189,italian,3.0,4.357142857142857,0.24108694687088025,0.015225556750743156,0.15372688079110766,0.2857909181100489,0.3041696974772203
PkDghu4aan2_wxrhXjTEgg,MiraKuru,Calgary,,51.0377777046,-114.073351391,italian,2.0,3.9230769230769234,0.3520834954539541,0.09215057730667274,0.17097587272905454,0.1992507992803964,0.18553925522992226
Qldxc_J7okoyKDlDtIp1Rw,Scarpetta,Calgary,,51.0427004,-114.0393242,italian,2.0,4.0,0.2154818024246559,0.1156568451587694,0.22976008547028975,0.19846660383465,0.2406346631116348
QmzNXhOAbMfWc8z8OcILPg,Olive Grove Pizzeria,Calgary,,50.951053,-114.002982,italian,2.0,3.7142857142857135,0.2295770421975171,0.5115558331127744,0.04277367204100856,0.07148044258326028,0.1446130100654397
R8zD7s6OJqLr6SBrHUAgrg,The Living Room Restaurant,Calgary,,51.0381040967,-114.07244333,italian,3.0,4.076923076923077,0.5171075451140549,0.010160302699200563,0.18039980642126704,0.09025202202669423,0.20208032373878326
R9TUPnKloS893snDwo1svA,San Remo Ristorante,Calgary,,50.91567720000001,-113.9618832,italian,3.0,3.2857142857142856,0.24070528788710216,0.20846032800345185,0.18321604841027436,0.20534952749452395,0.16226880820464773
S2uaTRS_3DOjrgaZogrQZg,Posto Pizzeria and Bar,Calgary,,51.0435791396,-114.08121611600001,italian,2.0,4.584905660377358,0.15269771433417034,0.3299686162294808,0.2302509200918529,0.06679566865516202,0.22028708068933398
S3M2mwkiGtfw0kO8qnjBWw,SS106 Aperitivo Bar,Calgary,,51.0592309,-114.0541527,italian,,4.75,0.13385763193992578,0.015097875931533613,0.3732728043146314,0.1361594949691319,0.3416121928447773
Sj2Ybr68iQotmwyOxDPhDw,Calabro,Calgary,,51.0230141,-114.0567535,italian,,2.5,0.3157887398827313,0.004488915823737642,0.13357576946704533,0.470709162164629,0.0754374126618568
TOCQt6eOtpIBa5iMubG14w,Sauce Italian  Market,Calgary,,51.038061,-114.135024,italian,2.0,3.933333333333333,0.17564681520088354,0.06923788355581027,0.2138562888497436,0.3000895015462437,0.2411695108473188
TZ-oDZBnvDVwD66uB3HDew,EAT- Eighth Ave Trattoria,Calgary,,51.0449719821,-114.072790993,italian,2.0,4.0,0.1432291849247452,0.0530454723866442,0.3672447381525473,0.2747112954314716,0.16176930910459167
TvNxCwvIaHPO4QL5S2MzTw,Olives,Calgary,,51.0415154,-114.0536772,italian,3.0,3.842105263157895,0.3712892627148088,0.03132313102443707,0.2194688575008682,0.1239681147871318,0.2539506339727542
UBFdSXo4CrvtHwtmTjBlBg,Thats Italian Too,Calgary,,51.111501200000006,-114.0556392,italian,2.0,2.833333333333333,0.4514896373157285,0.003351528133329412,0.10909916339659882,0.31388126129511595,0.1221784098592273
VjruIkF5WVJjUPQtwvRgeg,Tavernetta,Calgary,,51.0608262087,-114.054796585,italian,,4.666666666666667,0.32826305990843124,0.006316488820371778,0.05723852074841835,0.28716412119259777,0.3210178093301807
WPKmKKuAuh22Nf369JYvNw,Pizza Hut,Calgary,,51.01308570000001,-114.1399128,italian,2.0,1.0,0.3013562846576353,0.6770641696570122,0.02157954568535246,0.0,0.0
X-dlBiQcv-BcKQPEvs3cig,Rea's Italian Cucina,Calgary,,51.089407,-114.052927,italian,2.0,4.1842105263157885,0.1250625027761135,0.09021134199614186,0.27460810928567564,0.2806415217890396,0.2294765241530295
XBLolmhUEbRqFsYGOvx_8w,Country Pizza,Calgary,,51.1422458,-114.0705392,italian,,4.5,0.013068557840853971,0.612847378265116,0.2375990360266965,0.036660670572274186,0.09982435729505937
Y41j6G0liC4JS3Fzpu364w,Il Giardino Ristorante Italiano,Calgary,,51.0380043,-114.0712696,italian,3.0,4.2,0.2676838608179528,0.012741863644773845,0.09206880758798773,0.21788315785984874,0.4096223100894368
Y5Uon-0OaxDZNgFcyAQCfg,Giuseppe's Market,Calgary,,51.04120579999999,-114.0659739,italian,2.0,3.96,0.20140128750530548,0.34569754021339205,0.15085419668580244,0.08140214184497895,0.22064483375052116
YJxhpyRSCFByFgOLQZpCvQ,Osteria Chefs Table,Calgary,,51.05284870000001,-114.08630890000002,italian,2.0,4.2,0.13077237107012024,0.01403874710281538,0.2423573591938649,0.2938324042968757,0.3189991183363238
YQ-I5vGgZJvDlFfqecos7w,Centini Restaurant & Lounge,Calgary,,51.0455849,-114.0610199,italian,4.0,3.875,0.3750364674840573,0.0039364028168355535,0.2428958152363736,0.16119097417998018,0.21694034028275344
ZjJ1n-MmnZ9D2dFjKphoBQ,Mercato West,Calgary,,51.0607962132,-114.21252563899999,italian,3.0,3.75,0.3635937277543809,0.114909266424202,0.1678517914355889,0.12820810950878206,0.2254371048770463
__FMn1EYdwuKcOl18mTjPA,San Remo Ristorante,Calgary,,51.0223503,-114.1140823,italian,3.0,3.0,0.35064887187695604,0.0032818223498811898,0.0790252672429114,0.2774326571431612,0.28961138138709025
abJQgxYC0cWMhRSIYEeekA,Azzurri Pizzeria,Calgary,,51.0734670942,-114.05607218799999,italian,2.0,4.916666666666667,0.1291898278839388,0.4070841014781579,0.13058916905154772,0.06962741808273798,0.26350948350361764
b0Ls1ntFUt76sKGLBP3hcA,La Dolce Vita Ristorante,Calgary,,51.0533179,-114.0421606,italian,2.0,4.294117647058823,0.19101485038048654,0.12728169266028505,0.19501918884675848,0.1237019183568286,0.3629823497556413
bLHkYNWd1ekJZVddTkekeg,Cucina,Calgary,,51.0456848145,-114.072540283,italian,3.0,4.3,0.2965099843481334,0.018534183218472233,0.21758519290048767,0.2662893461767402,0.20108129335616648
bT6I_CulpS7ga584mjf3Ig,East Side Mario's,Calgary,,50.996067,-114.073148,italian,2.0,4.0,0.43137927466838616,0.0370687483187967,0.0478851219314035,0.39277004629037693,0.09089680879103662
bWkMyQMU4HebrKCQZaknzA,Borgo Trattoria,Calgary,,51.0381281,-114.0803104,italian,3.0,4.388888888888889,0.2886425279427901,0.015432696955697846,0.2269570429207851,0.18976300898554746,0.2792047231951795
b_f8-IHP6sLupYXef3nrRA,Bottega Tratttoria,Calgary,,51.00387297859999,-114.06190454,italian,,4.0,0.1852302060093599,0.09202521144615892,0.20524140097309224,0.4468235078473604,0.07067967372402845
c0cl1oQhWX6Lj1BaVjtKvw,Pizza Hut,Calgary,,50.915053,-114.065873,italian,2.0,4.0,0.09077568202359723,0.6916769846693642,0.1465638364702449,0.0,0.07098349683679359
cbbhO263uK6yVsKetbJ16Q,Pacini Pasta & Grill Ristorante,Calgary,,51.1503964857,-114.000858735,italian,2.0,3.62,0.25852456378277155,0.05727019591519365,0.17504340086471573,0.3367021788703159,0.1724596605670032
dLcF-dTMwDaVMwCdb06mFQ,Garden of Italy,Calgary,,51.0721221,-113.9997847,italian,2.0,4.708333333333333,0.15839588163909,0.05086409294801883,0.18288010800793308,0.2823421169319271,0.3255178004730311
dQ2ysS-K44qg9NItIM20yA,Chianti Cafe & Restaurant,Calgary,,51.038004,-114.095414,italian,2.0,3.0769230769230766,0.21907315621968967,0.02604186644426856,0.11487792992826446,0.4304809570555571,0.2095260903522202
dSjGHnS9iw0k0FgVJoSwxQ,La Trattoria D'Italia,Calgary,,51.0882015,-114.0523926,italian,2.0,3.8333333333333335,0.19554421356101573,0.08005030181443143,0.2797407646173917,0.16558166866884153,0.2790830513383197
df3X3fIH59iw0LDynAKSlg,Pizza Hut,Calgary,,51.073674,-114.16481,italian,,1.0,0.490268666455504,0.3020653768447564,0.0,0.20766595669973956,0.0
eFJYC-tsJO0ob9kF-z2fvQ,Boccavino Lounge & Grill,Calgary,,51.07239600000001,-114.0625073,italian,2.0,3.888888888888889,0.3735513154696715,0.027751374830260776,0.2295126901286241,0.13224228702187668,0.23694233254956676
eLF59Mc9s8JF4UPIjgdrTA,Famoso Neapolitan Pizzeria,Calgary,,51.1377194607,-114.15965952799999,italian,2.0,3.5384615384615383,0.23936458511362735,0.4640593537424701,0.13306952282797913,0.055965676910264515,0.1075408614056589
eUaIziadfS6NTPsfITWGQg,Il Sogno,Calgary,,51.0519673,-114.0516995,italian,3.0,4.1875,0.483974621891821,0.011776232392516042,0.1977711613734983,0.12622794633114973,0.18025003801101472
fhFC2JP7a_tFzgwj8aqDLA,La Cantina,Calgary,,51.05364760000001,-114.05317990000002,italian,2.0,4.0,0.31163809298979955,0.009957421541168923,0.1102656268235486,0.3816185784965253,0.18652028014895766
galEX_f54SIuh_BdzURK4A,Osteria De Medici,Calgary,,51.05284870000001,-114.08630890000002,italian,3.0,2.888888888888889,0.5002684861327047,0.012590897762109005,0.06988705880074693,0.1386684199157158,0.2785851373887237
gwfyZskTICc0yEg_Vz0xiw,Bella Roma Restaurant,Calgary,,50.9969185967,-114.118843356,italian,2.0,4.1,0.17156872254422711,0.33962857893959064,0.1813842490351492,0.04215575811985715,0.26526269136117586
h0uNb159GRdh9FcVboJA5w,Italian Kitchen,Calgary,,51.0493041,-114.0694927,italian,2.0,1.5,0.5750483246455026,0.0,0.08044684541402218,0.22036328731720545,0.12414154262326985
hYUR8pzbBd61T99VuyJzNQ,Bread and Circus,Calgary,,51.0380686,-114.0754504,italian,,4.222222222222221,0.2215809795349965,0.053818894769289916,0.14484912083667895,0.463523236965143,0.11622776789389155
hhlzZ7bUHpwPt9LJQHUXHg,Chianti Cafe & Restaurant,Calgary,,50.956159,-114.071045,italian,2.0,3.8571428571428568,0.19558007693753046,0.008564243842825751,0.1721467949635824,0.4469664651959566,0.1767424190601049
iRJ9JjAQjsBgmF4yKT4fCg,Brooklyn Pizzeria & Taps,Calgary,,51.152755310399996,-114.21565631600001,italian,2.0,4.083333333333333,0.1800445505266143,0.2847721040393644,0.18516781172652105,0.1253210728474994,0.2246944608600008
iRP-CnLzC3QYuDpRSQZKiQ,Ristorante Pulcinella,Calgary,,51.0521269,-114.0887197,italian,2.0,3.7978723404255317,0.17168020901828007,0.4250992099011989,0.17185650374755193,0.06212059207949034,0.16924348525347882
jPNVZlBDuvv4GEGyMGGrIw,Bow Tie Pizza,Calgary,,51.0954519,-114.0628104,italian,2.0,4.818181818181818,0.06041829281594521,0.5480780324059412,0.07643811758832124,0.13140769817674225,0.1836578590130501
jrsWzQH-3s5jxMDUiaJzAg,Madrina Italian Steakhouse and Lounge,Calgary,,51.07108710000001,-113.9806566,italian,2.0,5.0,0.1434249081516609,0.3549498376721548,0.17198497126747506,0.15878920663231733,0.17085107627639187
lDrB6Ko29UFvwPvlqhkWFQ,Pizza Hut,Calgary,,50.9301892897,-114.024973677,italian,,4.0,0.0,0.7204392170763807,0.010957719201525176,0.12948323080168278,0.13911983292041122
lO5DVzxikN8Ibpp5Xbj2PA,Peppino,Calgary,,51.052645086300004,-114.090962914,italian,1.0,4.615384615384615,0.19965592148954905,0.04982818656585299,0.10512721116787907,0.30690817984744706,0.3384805009292719
mOoHbDJF5t20OpD9z4uIcg,Via Cibo,Calgary,,50.9842156991,-114.043225722,italian,2.0,3.9047619047619047,0.2371105331266224,0.1841457556768896,0.12396787843266892,0.2341905676187779,0.2205852651450412
mfDZpxdbwh5ME5Y-UnQcyA,Bocce,Calgary,,51.0331844,-114.0718928,italian,2.0,4.2413793103448265,0.1271288786175966,0.32894367453761997,0.2030096815665191,0.13986752417654474,0.2010502411017194
nuuqDBCPz82rk2jm1-yi_w,Amici Italian Grill,Calgary,,51.155469,-114.056779,italian,2.0,3.7894736842105265,0.2421779132644821,0.12320102975099555,0.2345902325352737,0.21605754817255352,0.18397327627669505
oG-QlGorH3cFc0JMlDrqbg,Wheat Pizza By Jay,Calgary,,51.0704939,-114.111186,italian,2.0,4.636363636363637,0.03708056952286378,0.5164704320479125,0.09299690450765713,0.06926929344738576,0.2841828004741807
