business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Waiting Time,Pizza,Delivery/Reservation,Chicken/Pasta,Customer Service,Atmosphere
4KmrrhtfnngTVFa2d5LAjg,Allegro,Las Vegas,The Strip,36.127858,-115.16596899999999,italian,3.0,1.6956521739130435,0.17462663283263946,0.11512965309508343,0.0745754055484901,0.18318522997391917,0.2912914011668025,0.1611916773830651
4Odbtgh9g8XUKorRg7MTHg,Italian American Club Restaurant,Las Vegas,Downtown,36.145455149600004,-115.116317666,italian,2.0,1.7272727272727273,0.3331535895182535,0.005064835389829763,0.0401061128428667,0.11812140928175424,0.22731920248496643,0.2762348504823293
4VkLiFoIEjTTpbCRgxjnCQ,Spaghetty Western,Las Vegas,Southwest,35.9951546506,-115.20635056399999,italian,2.0,2.246376811594203,0.11395581879851331,0.026208867250935124,0.18849038615504907,0.20056933598559626,0.31013561735442774,0.16063997445547856
4yJVSK-Q5UkED6RjORRssA,El Congo Restaurant,Las Vegas,,36.2020465,-115.24176659999999,italian,2.0,3.0,0.06284537440747713,0.006403963417360196,0.022607482330861083,0.5470828072545525,0.21687804038181904,0.14418233220792998
5CJOaZc8Muu8WothauxQ4g,Pizza Forte,Las Vegas,Eastside,36.110267,-115.15533700000002,italian,1.0,2.4444444444444446,0.0678458689017924,0.599424626107338,0.04397111562541352,0.1120553707783396,0.023357681287281662,0.15334533729983477
5YKsKS3nzdkwu37ORT9oiQ,Pizza Lounge,Las Vegas,Westside,36.1675004657,-115.28591964399999,italian,2.0,1.8461538461538463,0.2356307131731627,0.20012836140679985,0.05201460663147266,0.08637753223260163,0.27513661090465313,0.15071217565131015
5gZ4k_mdDOcEmCG4wHVH-g,Rhodes Ranch Club House Restaurant,Las Vegas,Southwest,36.042984999999994,-115.28893799999999,american,2.0,1.0,0.14084482987897012,0.03980371111750253,0.18413615780986728,0.2217664627990959,0.06610148881187743,0.3473473495826867
5gZ4k_mdDOcEmCG4wHVH-g,Rhodes Ranch Club House Restaurant,Las Vegas,Southwest,36.042984999999994,-115.28893799999999,italian,2.0,1.0,0.14084482987897012,0.03980371111750253,0.18413615780986728,0.2217664627990959,0.06610148881187743,0.3473473495826867
5gv6AqHXfi3gJV4fb432Vw,Little Italy Pizza,Las Vegas,Chinatown,36.122364000000005,-115.19081489999999,italian,1.0,1.2424242424242424,0.02297495597086389,0.2627487129534447,0.28894876615017734,0.07953136742739342,0.08846730027764069,0.25732889722047997
5keoVVM81g-nJw0Zdpl1nA,Evel Pie,Las Vegas,Downtown,36.1692398,-115.1400789,italian,1.0,2.923076923076923,0.08018711661722697,0.4559113687645242,0.0946599459877238,0.05199690898666487,0.05465753642381943,0.2625871232200407
60uVlCUiLJvq3xNo_3bhQQ,Carmine's Pizza Kitchen,Las Vegas,Spring Valley,36.0690513,-115.2987628,italian,2.0,2.65,0.08938575899035686,0.38995544846935515,0.16711001951929708,0.11205736774041215,0.06478395892068303,0.17670744635989571
64o_nYvzIKwHFOSYSEm-qw,Joe's New York Pizza,Las Vegas,Southeast,36.052027100000004,-115.17155,italian,2.0,1.8979591836734695,0.03215921207834174,0.3888064645530955,0.21729866876133733,0.1519009825351663,0.06645460116094302,0.14338007091111604
6H8xfhoZ2IGa3eNiY5FqLA,Trattoria Nakamura-Ya,Las Vegas,Chinatown,36.1266205315,-115.20995189700001,italian,2.0,3.25,0.03847135405993442,0.0028542144835636543,0.04575423659717374,0.5264936436280403,0.17933817435648755,0.14458837687480036
6Na0jTJjX5GQY_ZJ53G02A,Verrazano Pizza,Las Vegas,Southeast,36.0410492,-115.12081,italian,1.0,1.9523809523809523,0.04813946567265283,0.32756576525480363,0.23280854008047047,0.11474267786412419,0.059898542742065235,0.2168450083858837
6PqYwabO2g1r2ZB7eImOiw,Olive Garden Italian Restaurant,Las Vegas,Northwest,36.218748,-115.2444449,italian,2.0,1.8166666666666667,0.2501671240437529,0.009230863607925783,0.1398874478409095,0.1783839115752182,0.2874427703474239,0.1348878825847696
6TQ0gCdAqaBbuDyCGa0joA,Masso Osteria,Las Vegas,South Summerlin,36.156957301599995,-115.33312606700001,italian,3.0,1.5,0.1958101089140745,0.06136632950585885,0.052696782644195236,0.23770085045010805,0.2020474951229792,0.25037843336278415
6bVEM9jD-mpU4WNXcJ9tHA,New York Pizza Ribs & Wings,Las Vegas,Westside,36.160118881500004,-115.234851616,italian,1.0,1.4285714285714286,0.052185095797224766,0.1926999766623761,0.3867924994566857,0.0935655533694926,0.110677917536415,0.16407895717780588
6jDD-Z8QcsKTdIDWwM8gog,Anna Marie's Italian Cuisine,Las Vegas,Spring Valley,36.1016027,-115.31422079999999,italian,2.0,2.0526315789473686,0.22487012824243485,0.070698976676949,0.09122174538069164,0.22047363129075226,0.20534696324520177,0.1873885551639705
6lJB8vc2zNpHpZLuBxGU5A,Italian Delights,Las Vegas,,36.240852600000004,-115.0789297,italian,1.0,1.5,0.05514428430887933,0.4622232704930056,0.012719008297454534,0.07345177678627493,0.08400612709642966,0.31245553301795587
6rjqU2x9A6BErUxh6THz6A,Vinny-Boy's Italian Market Place,Las Vegas,Westside,36.145787,-115.1906168,italian,1.0,1.75,0.049611855355825636,0.012721083170500086,0.07718192062505488,0.2765888707323998,0.05026185581197333,0.5336344143042462
74C1z6cqEdvJVgETTcEodw,Portofino by Chef Michael LaPlaca,Las Vegas,The Strip,36.121305,-115.175582,italian,3.0,2.6666666666666665,0.13043841334870637,0.003269370672096256,0.039153180949286395,0.37300075441829145,0.22059563939665494,0.23354264121496454
78TC3sZSYBzBsSJ0z5pyhw,Le Provencal,Las Vegas,The Strip,36.112500638,-115.170578957,italian,3.0,1.3611111111111112,0.16441120633348508,0.021475933716310586,0.07128025161167523,0.28710465091555204,0.2792456312390036,0.17648232618397344
7NucoWCjPzZyRPjsVR28xQ,Bonanno's New York Pizzeria,Las Vegas,The Strip,36.1027894454,-115.169889609,italian,2.0,1.894736842105263,0.02581959587267615,0.46752575657297213,0.03372707322787627,0.11492482188206102,0.16514048566965556,0.19286226677475882
7fxebHYUwIF6CakxSr70iQ,Carnevino,Las Vegas,The Strip,36.1248436068,-115.168655058,italian,4.0,2.032608695652174,0.20620516611015727,0.008780329832141848,0.061811898217185204,0.2744675769427932,0.2566375766938028,0.19209745220391952
82-wE5pkxyBKhfxyyZap_A,Cafe Modena,Las Vegas,Southeast,36.057301200000005,-115.1285587,american,1.0,1.4166666666666667,0.019329040404166577,0.09105592694519042,0.3994265042530474,0.24352387484819996,0.11980056713008236,0.1268640864193134
82-wE5pkxyBKhfxyyZap_A,Cafe Modena,Las Vegas,Southeast,36.057301200000005,-115.1285587,italian,1.0,1.4166666666666667,0.019329040404166577,0.09105592694519042,0.3994265042530474,0.24352387484819996,0.11980056713008236,0.1268640864193134
83C5ysOCnmNGB_fDsVdr9Q,Brothers Italian Bistro,Las Vegas,Centennial,36.271482899999995,-115.2605999,italian,2.0,1.0769230769230769,0.10397587951598197,0.0933894767994782,0.22693467360270406,0.042845927798479025,0.3433963438066398,0.18945769847671695
8dSIAoz_UphMGpZr_uMing,Rosati's,Las Vegas,Southwest,36.0417005407,-115.24190851899999,italian,2.0,1.9428571428571428,0.04973167131638294,0.33298797143750625,0.21533241159132804,0.1717390964999545,0.0986108721397405,0.13159797701508774
8lZtLSeJVg28Gb75iklmmQ,East Side Pizza,Las Vegas,Westside,36.1604696,-115.28988909999998,italian,2.0,1.6857142857142857,0.05876644185864528,0.35779663108807397,0.1317410117110154,0.10884196328572815,0.11926852834209836,0.22358542371443887
8olG8J91NG_QU92WHG5QfA,Amore Taste of Chicago,Las Vegas,Spring Valley,36.119189,-115.27973329999999,italian,2.0,2.089108910891089,0.07047125832562122,0.29575808559983463,0.22344360970770172,0.16042946562474744,0.10301314869113237,0.14688443205096255
8pmGz3Lg4f_r7HdDZPa4dQ,Payless Pizza,Las Vegas,,36.0994967,-115.22008559999999,american,1.0,1.94,0.03978668556901737,0.29602491347065135,0.3122385759097185,0.1057523563943634,0.08179121716153473,0.16440625149471477
8pmGz3Lg4f_r7HdDZPa4dQ,Payless Pizza,Las Vegas,,36.0994967,-115.22008559999999,american,1.0,1.94,0.03978668556901737,0.29602491347065135,0.3122385759097185,0.1057523563943634,0.08179121716153473,0.16440625149471477
8pmGz3Lg4f_r7HdDZPa4dQ,Payless Pizza,Las Vegas,,36.0994967,-115.22008559999999,italian,1.0,1.94,0.03978668556901737,0.29602491347065135,0.3122385759097185,0.1057523563943634,0.08179121716153473,0.16440625149471477
8qAtou9A4ksXGkjyLibWDg,D. Vino,Las Vegas,The Strip,36.104917057600005,-115.174168257,italian,2.0,1.5925925925925926,0.22580222639428338,0.1037935646801289,0.10362289788654219,0.2010797672418028,0.1610299573156654,0.20467158648157732
8yiLVWzJyyTEhYE0fVNvlA,Il Mulino New York,Las Vegas,The Strip,36.119468,-115.173077,italian,4.0,2.3157894736842106,0.15337485658899747,0.016318672106102893,0.09731266234466625,0.24078464678956482,0.37173925274799763,0.12046990942267088
9IpKGHaPy3hhXo9g5Bt7lg,Metro Pizza,Las Vegas,,36.1184484856,-115.209104221,italian,2.0,2.0714285714285716,0.07775097041466664,0.3522747662735509,0.13291132971561556,0.07153525352031079,0.17573747930043554,0.18979020077542064
A8CbZwWOPsd_9wrJlv94Lw,Dal Italia,Las Vegas,Eastside,36.1149304,-115.0709505,italian,1.0,1.6666666666666667,0.20771974672139715,0.23831121322062213,0.34396434428117306,0.1256112137297221,0.018412475323000038,0.06598100672408565
AMTNJbYbu0OMMAkx4meQxw,Circo,Las Vegas,The Strip,36.111990000000006,-115.177001,italian,4.0,2.357142857142857,0.1839586060048625,0.02791020139903919,0.08498129798512769,0.23808030586617188,0.38552863291120215,0.07954095583359665
AN0bWhisCf6LN9eHZ7DQ3w,Los Olivos Ristorante,Las Vegas,Eastside,36.1291778,-115.09248329999998,italian,2.0,5.0,0.0,0.019144306765072738,0.0,0.016479846959603,0.837355872084045,0.12701997419127914
ANAGlfG4ELW3jiO62GQ1zw,Corsa Cucina,Las Vegas,The Strip,36.1268768,-115.16587320000001,italian,3.0,1.5,0.07037361085149751,0.0,0.0,0.15794525765866899,0.4238837553715433,0.3477973761182901
AOEHe6uKrnC_Aje3kT8-7w,Angelo's Pizza  Kitchen,Las Vegas,Northwest,36.2384845,-115.2245482,italian,2.0,1.4666666666666666,0.050586590292387344,0.09177405388900944,0.4868762715047365,0.05357029766223203,0.10924928980411615,0.20794349684751864
AQKOuwrOCacAhd-jfFMABA,Carmine's Pizza Kitchen,Las Vegas,Downtown,36.145768200000006,-115.13665859999999,italian,2.0,1.5,0.12827939927876758,0.21562534486152996,0.21422433230675908,0.16971014401975917,0.06692982287175561,0.20523095666142854
AZlnpvILz5cEWJifjr2CSQ,Roma Deli II and Wine Shop,Las Vegas,Westside,36.1445144,-115.27752199999999,italian,2.0,2.176470588235294,0.12946697566210078,0.036852256061414575,0.14099293048563405,0.24298311208410303,0.16931389829495216,0.28039082741179555
Ay34xZOFax3X23zaA3nwdg,Roma Deli 1 & Restaurant,Las Vegas,Chinatown,36.125289,-115.21999299999999,italian,2.0,2.5714285714285716,0.0727724425134311,0.018087561615438653,0.14600232000685548,0.38346058748378564,0.1595785730324102,0.22009851534807898
B3GjNu23NqsbGnhcth_MNw,Palermo Pizza Kitchen,Las Vegas,Spring Valley,36.086549299999994,-115.2438663,italian,1.0,1.0,0.10432022008908255,0.3269474408470534,0.06305853864531194,0.08053297343186963,0.17232799583477124,0.2528128311519112
BCORM4dEleJXnyPXoaH3HQ,Giovanni's,Las Vegas,Southeast,36.0559061,-115.1163475,italian,2.0,4.0,0.07622739796288795,0.015729790569954966,0.039615226674230286,0.02616648141616853,0.002262678432899411,0.8399984249438588
BOQOuwSNhfKx1xvKtONsBg,Settebello Pizzeria Napoletana,Las Vegas,Westside,36.1472606377,-115.29965858899999,italian,2.0,2.21875,0.13964286633715706,0.412569355830394,0.07350166425385793,0.08386079152646149,0.14308930251310664,0.14733601953902295
BX-bp0raoO-V1phG66Q9SA,Aroma Garden Cafe,Las Vegas,Spring Valley,36.0816179,-115.24300890000002,italian,2.0,2.0,0.16879663734557804,0.1538793455677743,0.11187131994488614,0.38583716124335204,0.1796155358984096,0.0
BflNpVLfFQujE5uBHUgcFg,Don Antonio's Pizzeria,Las Vegas,Spring Valley,36.1081393459,-115.27829026299999,italian,,1.0,0.0,0.2959666555662915,0.0740293603225704,0.047407696597454106,0.17443879107164736,0.40815749644203664
By7P2EBBvhqoSDj8PnQa8g,D.O.C.G. Enoteca,Las Vegas,The Strip,36.1092162,-115.1732212,italian,3.0,2.275,0.13367719282455254,0.14303224434791093,0.06960621251899732,0.2728413660109576,0.1802186129101596,0.2006243713874219
CIu7ybFJhERiWzugrkPb8g,The Grill At Valentino,Las Vegas,The Strip,36.1226902,-115.1701939,italian,4.0,2.0,0.31082558620073575,0.0,0.0,0.5096297461687938,0.07400257992309171,0.1055420877073787
CR2DMfg3uP02PKT_fuygIw,Lefty's Pizza,Las Vegas,Southeast,36.0070206,-115.1462553,italian,1.0,2.033333333333333,0.0318986117818725,0.4059083184924945,0.2588586696552005,0.11123251429916754,0.08068038245237509,0.11142150331888995
CSaVK9wgqe2_tQuuCDINyQ,Frankie's Pizza,Las Vegas,Southeast,36.034614000000005,-115.11915790000002,italian,2.0,3.111111111111111,0.02664273618614483,0.33428260328587156,0.11258901984948085,0.15804955093248216,0.14780408163493566,0.22063200811108488
CZF9Nm8CFY2R9ZhfwYIARQ,Giuseppes Bar & Grille Las Vegas,Las Vegas,Spring Valley,36.078641999999995,-115.279971,american,2.0,1.6,0.20884142837667596,0.09670443962824768,0.15797274462213828,0.15236049035517255,0.1849894024055338,0.19913149461223173
CZF9Nm8CFY2R9ZhfwYIARQ,Giuseppes Bar & Grille Las Vegas,Las Vegas,Spring Valley,36.078641999999995,-115.279971,italian,2.0,1.6,0.20884142837667596,0.09670443962824768,0.15797274462213828,0.15236049035517255,0.1849894024055338,0.19913149461223173
CvpXZRF-I7wfm19dW1jOXA,Mark Rich's New York Pizza & Pasta,Las Vegas,Summerlin,36.159290696999996,-115.350952173,italian,2.0,1.8571428571428572,0.08141866787447175,0.3252356599133548,0.15089870684439338,0.17025006690065256,0.13606030025466653,0.13613659821246107
DESv2ys6SjBKA4SyDtJvxw,Ferraro's Restaurant,Las Vegas,Eastside,36.109198342199996,-115.151955374,italian,3.0,2.1379310344827585,0.20157819025207083,0.021160039615815213,0.060355191021734506,0.2145895600545952,0.27979353113948463,0.20528210860595475
DGDBFpZk-NIvah4M7MtDDg,Pizzeria Fracesco's,Las Vegas,The Strip,36.124748,-115.172082,italian,1.0,2.0,0.1776719729443584,0.13025570905290165,0.08594919524074654,0.18467159599636754,0.4123741865239019,0.009077340241723924
DLJCwHGtbAV31UQ1lnIjlw,Siena Italian Authentic Trattoria and Deli,Las Vegas,Westside,36.1449499,-115.301818,italian,2.0,1.836734693877551,0.1861998990970336,0.04076797760892711,0.11745643806979889,0.21865313290966076,0.2477373553001768,0.1891851970144029
DZwXQUa5KGUcJ0y4TO1pFQ,Brother's Italian Bistro,Las Vegas,Northwest,36.240299,-115.2499187,italian,2.0,1.4411764705882353,0.03778775356311941,0.12604681061985015,0.31236590270688425,0.16651924224925468,0.15539612049894705,0.20188417036194456
D_mVIUu5XyrHz-7U_z_pDg,Nove Italiano,Las Vegas,,36.114483,-115.194814,italian,3.0,2.0303030303030303,0.2406870311532234,0.008791052421922426,0.07430387254155094,0.13323205532537605,0.3981520934792072,0.14483389507871983
EBnR5M6upBcHfMK4063_Sw,Mob City Pizza,Las Vegas,,36.1075559,-115.22574159999999,italian,1.0,1.8,0.04617811990756739,0.2571095146224522,0.24118320653291328,0.03766508115171845,0.14445556924251216,0.2734085085428366
E_jLyf_YuGgMP_rw8tvNSA,Niko's Pizza Las Vegas,Las Vegas,Spring Valley,36.106477000000005,-115.29806570000001,italian,2.0,2.769230769230769,0.05912167521557167,0.19897409605854824,0.31772115303427245,0.05196403369424222,0.11581390256281798,0.2564051394345475
EbSX56Nddv-AcYlt58m0kg,Cafe Verdi,Las Vegas,Eastside,36.116132799999995,-115.13784469999999,italian,2.0,1.1607142857142858,0.033107474046944245,0.11985402246983465,0.43944820414594626,0.11879224495785552,0.13542000390062006,0.15337805047879918
Ehy00JWQixgoXzisVKhvag,Cucina by Wolfgang Puck,Las Vegas,The Strip,36.107676716,-115.17506169,italian,2.0,2.1707317073170733,0.1977881122934429,0.11375172372584245,0.07831125143908563,0.16487291340745008,0.3038249752505726,0.14145102388360645
EsVVTcYO9DhSK2oxakctjw,Amano,Las Vegas,Northwest,36.2636158,-115.25139180000001,italian,2.0,2.3333333333333335,0.15706384247844718,0.20249510265538495,0.1459574519761988,0.3691484148764917,0.04935137506830698,0.07598381294517033
F0fEKpTk7gAmuSFI0KW1eQ,Cafe Mastrioni,Las Vegas,Spring Valley,36.111057200000005,-115.2416881,italian,3.0,1.0,0.45080598339499733,0.009691824624808054,0.2309006644780444,0.2704704004722921,0.03528105196809569,0.0028500750617623943
F2daTLKFb2-hG5ysrJIQ5Q,Regale Ristorante Italiano,Las Vegas,The Strip,36.098909,-115.17555700000001,italian,2.0,1.0,0.016614415987890957,0.09480851394320976,0.036291611517370446,0.24629078722140324,0.2895468917116698,0.3164477796184557
F4VS-6xnpDoNBRGPoLrtjA,Novecento Pizzeria,Las Vegas,Spring Valley,36.0727196017,-115.24330354799999,italian,2.0,3.0,0.13713336410532712,0.43133537443584796,0.10774513348040111,0.053598741530607286,0.05668675731190542,0.21350062913591117
F5BCXUpQpCRPeFmWnQmSJA,Grape Vine Cafe,Las Vegas,,36.194594759699996,-115.25870360299999,italian,2.0,2.3636363636363638,0.17916759920810826,0.007689182850995823,0.1032910209327997,0.2525021006890892,0.2519308268744104,0.20541926944459668
F7E3qP0oz_SuVGZGL0D8Zw,Ristorante Italiano,Las Vegas,The Strip,36.135413299999996,-115.1600836,italian,,1.0,0.2986270550688877,0.004944358562938217,0.03716295326452184,0.08390610208020492,0.5189388475332606,0.05642068349018686
FKnIIONBcfdPSVW-r5_zfw,Naked City Pizza,Las Vegas,Downtown,36.169076200000006,-115.1389825,italian,2.0,2.3333333333333335,0.07005153522714258,0.43845477638560787,0.08829123111646871,0.24846491781467864,0.07609305052348472,0.07864448893261751
FW_zg6VuyW5v_vM394gWAw,Rocco's NY Pizzeria,Las Vegas,Summerlin,36.1931766054,-115.30422590100001,italian,2.0,2.0416666666666665,0.05617294501221162,0.32635055135486457,0.18652305770893426,0.11669542019029784,0.09694673990472143,0.21731128582897033
FXiPQQGr_2bwlJ4wOrW2eA,Spiedini Ristorante,Las Vegas,Westside,36.17579179999999,-115.29079640000002,italian,2.0,1.5789473684210527,0.2733043467375792,0.009986808118384597,0.11209665438111356,0.2180049356233499,0.24881152096723272,0.13779573417233998
FYRVCh_ctzqY1Yj_6hDk7A,Mac Shack,Las Vegas,Westside,36.157660013400005,-115.290716961,italian,2.0,2.1,0.08833295217975741,0.03761245256008556,0.16780907166681092,0.3140119714384698,0.11123678272320667,0.28099676943166974
FclR3tCyp3wPCZoxHXn_jQ,Papa Geo's,Las Vegas,Spring Valley,36.0875161,-115.24300659999999,italian,1.0,3.6666666666666665,0.11874985198287881,0.054514937997491165,0.08086808332643362,0.5201558755208296,0.0,0.22571125117236676
FevycwulBfHEZt77dv2EyA,Carmine's,Las Vegas,Westside,36.136072999999996,-115.27840800000001,italian,2.0,1.0,0.08331741916873472,0.0,0.026836974520775166,0.376172903528314,0.09206118688874364,0.42161151589343243
