business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Waiting Time,Dim Sum,Customer Service,Dumplings,Chicken Rice,Noodles/Soup
2SyYW8GiDZsqtPb-aCbosg,Noodle King,Toronto,Downtown Core,43.6511809,-79.3844646,chinese,1.0,3.2,0.045044277332210406,0.005645160349321901,0.21378099655926489,0.06511628749050648,0.040614945409825375,0.629798332858871
2TPyzxqlhIRYqd6zi317Lw,Umami Hakka,Toronto,Etobicoke,43.7248619,-79.5508426,chinese,2.0,2.0,0.0,0.02522225193548922,0.09856705518777044,0.019789642821909578,0.8564210500548307,0.0
2UFl9gLOQrSGY2sPu6U-kA,Little Sheep Mongolian Hot Pot,Toronto,Scarborough,43.791536548100005,-79.3127724142,chinese,2.0,2.0714285714285716,0.28488127057492163,0.022967270454343193,0.4170123544668646,0.03188734886632997,0.011419853903990949,0.23183190173354967
2ZZp5V8N0nHlsml01XBJUQ,JXY Dumpling Restaurant,Toronto,Milliken,43.8050673742,-79.287420474,chinese,2.0,3.0,0.025789406908767742,0.005338264422383429,0.05276497579152118,0.525935548825505,0.0,0.056838470718489346
2d9RbgRtHJyTRzY99GBNOQ,Garden Restaurant,Toronto,Downtown Core,43.6551786266,-79.3857817644,chinese,2.0,2.4,0.1864047031469513,0.025886121862773847,0.545050341637316,0.018228962019521334,0.04342065797987873,0.18100921335355874
2dSXKC4BQUFSqsiziNFwtA,Old Neighbour Restaurant,Toronto,Scarborough,43.7871559,-79.27600679999999,chinese,1.0,3.0,0.23620926116083385,0.010110611678680026,0.3893493627986499,0.2003693828749359,0.0,0.1639613814869005
2gDHQELrlq3jVuZZfJeWUg,Chop Chop,Toronto,Trinity Bellwoods,43.651939500000005,-79.40701999999999,chinese,1.0,2.0,0.1303827413610137,0.0013536479246641195,0.3572463637518693,0.19887785153265716,0.11625163162327225,0.19588776380652356
2jkJ7odjlDIvDqJf2dwzaA,New East Garden,Toronto,,43.7076409,-79.3023117,chinese,1.0,1.6666666666666667,0.2746989821817822,0.006234469534077268,0.23143238637673888,0.021101219032380446,0.39096060162213164,0.07557234125288957
3FekhBpUmAWXBCvXBhuqVQ,Da Ke Yi Snacks,Toronto,Milliken,43.81423606479999,-79.2918189615,chinese,1.0,2.5,0.19497840663824717,0.01011528494607129,0.15678039681759892,0.0,0.602842809046754,0.035283102551328646
3K9Ubut2voHsQeVq0PCn3w,Shanghai 360,Toronto,Downtown Core,43.654871,-79.380438,chinese,,1.25,0.053154889722223715,0.0034005521413864727,0.2839324027320089,0.05222048788115462,0.5177358447879921,0.08955582273523423
3cAy1gxlprn1ue0q3L_ziw,Lee Chen Asian Bistro,Toronto,Yorkville,43.6713265,-79.38744659999999,chinese,2.0,2.6666666666666665,0.18914028583260575,0.018991452035422414,0.250383959946877,0.1352821201751695,0.19065396059868137,0.215548221411244
3iq7mvnwfYlOmdzENYolng,Hutaoli Music Restaurant & Bar,Toronto,Scarborough,43.7986682795,-79.3181378541,chinese,,2.0,0.24742261613206967,0.008380122164613969,0.31561515504765114,0.1589651199141045,0.13019214204635993,0.1394248446952009
3nR6c2dXJNrjQEC65Vy_3A,Red Onion,Toronto,Chinatown,43.6557684,-79.3990253,chinese,1.0,2.0,0.0,0.040540265015369344,0.2856310937339199,0.03130041052810156,0.3419606418750764,0.30056758884753276
3ot6ucvk6eG6Zgtzc2-gwg,Sandy's Restaurant,Toronto,The Danforth,43.6855652,-79.3122921,chinese,1.0,2.6666666666666665,0.11116639145636197,0.02815943360004094,0.2203424761374999,0.0,0.32476352421539395,0.3155681745907032
3zKqIaiW_DENjZNcd31W4A,South Pacific,Toronto,Dovercourt,43.66749420000001,-79.4320645,chinese,1.0,2.0,0.05060375818673857,0.0,0.3208460716625224,0.0,0.6087257063358719,0.019824463814867195
47WDyaBzlYK24wY1m_XnsA,Congee Phoenix Cuisine,Toronto,,43.775248122700006,-79.33409378180001,chinese,2.0,2.230769230769231,0.2949321100852286,0.025273594176786925,0.3151319516352596,0.04121823010348432,0.21130275072954563,0.11214136326969497
4KHo1LnkM69RtWTDBdG16g,31 Kitchen,Toronto,,43.7903766,-79.365383,chinese,2.0,1.7857142857142858,0.3792860376976341,0.011801935217703273,0.3941888357628588,0.013851071992905766,0.0870471635687057,0.11382495576019233
4VFSvjuAkcpa2IOPc92Ksg,Scarborough Buffet,Toronto,Scarborough,43.7786531,-79.23213220000001,chinese,2.0,1.9090909090909092,0.21769006773141159,0.014599113837410398,0.616018886361372,0.015094487220104374,0.030554950640076163,0.10604249420962542
4YdRr-g57XM5rGMqoP2T9w,Hot Bunzz Street Cuizine,Toronto,Queen Street West,43.6491217,-79.3969014,chinese,1.0,2.0,0.0,0.0,0.15197579966067626,0.3995200303793171,0.0725207440096545,0.37598342595035206
4etFlEdWOTx3WhFldxW6XA,Yunnan Steamed Fish Pot,Toronto,Milliken,43.8058769951,-79.28831700239999,chinese,3.0,1.0,0.30503501709852926,0.005185806394546561,0.4185743952609993,0.000651227948725238,0.044812959858335014,0.22574059343886468
4h0JeXtiLaqqpB-9-V7few,98 Aroma,Toronto,Kensington Market,43.6570083,-79.399969,chinese,2.0,1.7,0.3385736589755857,0.02646765900742094,0.2767931850213152,0.08530331535834998,0.12238862113140818,0.15047356050591995
4oVN8DPTpUF4TySkpOU19Q,Northeast Chinese Restaurant,Toronto,Chinatown,43.6533156,-79.396884,chinese,2.0,2.0,0.26680984220583953,0.005663289035097841,0.36494379168732394,0.15350637241637274,0.033688034486287995,0.1753886701690779
52M-iwLEc185itv2BiuKmA,Buddy HK Cafe,Toronto,Milliken,43.799339948400004,-79.30664688350001,chinese,2.0,1.4285714285714286,0.2239012158939542,0.03865360659699579,0.2999373805231699,0.011872258954396012,0.16622344086728363,0.2594120971642004
5GcHJvxiTrIt23gB0qMdjw,Leslie Cafe,Toronto,,43.7915662,-79.3666354,chinese,1.0,2.4285714285714284,0.166291454080697,0.0143046515415286,0.34837458503658925,0.01515647567263502,0.12385692057900702,0.3320159130895431
5oV7oSbo9h4nzWxNfoLc4A,K-Wok,Toronto,Yorkville,43.6689115418,-79.38647009430001,chinese,,3.0,0.1498537529594584,0.0390401104399069,0.2966068419350238,0.0004186421652095961,0.08007928736063802,0.43400136513976323
5td-5D7aMQ6zSuSSNLAQjQ,Kong Kee Barbeque,Toronto,Milliken,43.8136578,-79.2914218,chinese,1.0,1.0,0.0455180093403096,0.0,0.5045931209134146,0.07395525423131442,0.13399725567893567,0.2419363598360256
68PJJkcq_i0SlLqO6t7Qxw,Asian Legend,Toronto,Chinatown,43.6537925,-79.3951548,chinese,2.0,2.3333333333333335,0.20878199602276745,0.05228192038484234,0.2134308043384498,0.17712980813744325,0.11428292626972356,0.23409254484677366
69YyslIwQ6bYacxd5A4sGw,House of Cheung,Toronto,Bloordale Village,43.6589114,-79.4410464,chinese,2.0,1.0,0.23106616876972605,0.01897160127551458,0.41415936093745326,0.0,0.23581046579710283,0.09999240322020321
6JMrdDVIoQGQaHlfWFRoyA,Original Congee,Toronto,Scarborough,43.8317345692,-79.2653150484,chinese,1.0,4.0,0.0,0.025100634602242287,0.3080570104004553,0.21209238094309862,0.3685508185198102,0.08619915553439364
6KBxEJcT46Ti14Az9Pc9Bg,Loco Hot Pot,Toronto,,43.78507380600001,-79.41603910180001,chinese,,2.5,0.16564499136587738,0.0,0.0544721001293828,0.0,0.017856249320380484,0.7620266591843594
6OhahrmtLGmkUdPfaMck0A,Ding Tai Fung,Toronto,Scarborough,43.796407,-79.270493,chinese,2.0,1.8888888888888888,0.38550775992378905,0.04682616864907648,0.23901804214599412,0.08015979932239382,0.049552955546212384,0.08782416330142302
6TLIuls4SiG9VFf2U42p1A,Pho Ngon,Toronto,Koreatown,43.664154700000005,-79.41504,chinese,1.0,1.0,0.0,0.0,0.3553063234308473,0.12433961301270001,0.37063869363717256,0.14971536991928022
6U73zDP4NuFKyOQLSigcPA,Spring China House,Toronto,Scarborough,43.7437714,-79.3020175,chinese,2.0,1.0,0.20067774261091229,0.0,0.31148464937172643,0.0,0.48783760801736137,0.0
6XnA2qGD60dPYCs88WlDXg,Jasmine Chinese Food,Toronto,Scarborough,43.798183441199996,-79.3183135986,chinese,1.0,3.0,0.021101078636917972,0.06449139372184835,0.10871262124401183,0.0,0.3657506377498262,0.4399442686473958
6hkHrWb82XfJdZ-SJmCKCg,Wok & Roast Chinese BBQ,Toronto,Riverdale,43.6650672,-79.3523283,chinese,1.0,1.625,0.2889666967700657,0.011787982221389538,0.3651521290025931,0.03552044750181004,0.14576521870679576,0.15280752579734588
6uA2uRexFr8kfv7ghzryHg,On Bridge Rice Noodle,Toronto,Willowdale,43.775037071499995,-79.4142769712,chinese,2.0,1.3333333333333333,0.08801009203995083,0.0020341788406684057,0.367338445287468,0.00886260236972709,0.035225971852508614,0.498528709609677
79e4GUc_y2A5Cn3z1lNERw,Dumpling King,Toronto,Chinatown,43.6535039,-79.3955005,chinese,2.0,2.6666666666666665,0.038458754809301006,0.0031410753514546385,0.12124468092251543,0.7516551004860297,0.01310598793590667,0.07239440049479258
7Rp2yHgW0JR3OrSWNdISKw,Popular Pot Inc / Zhuang Yuan Bbq Bar,Toronto,Chinatown,43.6558216,-79.3986901,chinese,1.0,2.3333333333333335,0.5845894292455586,0.0,0.08207723742110813,0.0,0.0,0.0
7T3WU-Up01pgCeygbc_K-A,Dagu Rice Noodle,Toronto,Downtown Core,43.655397799999996,-79.38429040000001,chinese,2.0,1.565217391304348,0.48939233080802347,0.008145641295676073,0.11401075904421212,0.0189256368905819,0.04580334956923014,0.3237222823922763
7d4_aSWLjzu9z778ac4g2g,Fish Soup Supreme,Toronto,Milliken,43.8216629028,-79.2986907959,chinese,2.0,1.5,0.13430855125775332,0.0,0.29003791365466497,0.0,0.10201020884167328,0.4736433262459085
7lvogweL-b7av26TUOCf4w,Hey Noodles,Toronto,Willowdale,43.776012,-79.414437,chinese,2.0,3.0,0.11530450753116081,0.00714841546873273,0.12553188633355328,0.0,0.055629084682209944,0.6963861059843433
8MXjK1lhVRhU3yGCUv9qsA,Mean Bao,Toronto,Downtown Core,43.6541583,-79.3904907,chinese,1.0,3.1818181818181817,0.013863021832049738,0.086428257043502,0.32646584610894835,0.25741915216022815,0.17000103522276516,0.14582268763250653
8Sqd1E8Jhjt3pbsoyOZ4dQ,Szechuan Express,Toronto,Financial District,43.6465059,-79.3801451,chinese,1.0,2.0,0.0,0.001993482743130797,0.3066842452585319,0.0040744525230949355,0.4119004075417065,0.2753474119335359
8f9Tl2gq78wqjtrToOTo7A,Phoenix Restaurant,Toronto,Scarborough,43.7979211345,-79.3186289817,chinese,2.0,1.8181818181818181,0.31149059182979427,0.004730965770206365,0.22809793507122408,0.037917119795264125,0.19390182266582803,0.22386156486768313
8rpkIPlk3gHGR2sULZbJAA,Ivan's Kitchen,Toronto,Chinatown,43.6562726,-79.3996306,chinese,2.0,2.0,0.06103329455739208,0.637136931211856,0.030120828261589485,0.19733683383950934,0.05468775167413552,0.01968436045551755
8ySvFNHBGHnVaQ3XwOuFqg,Tacos Baos,Toronto,Dovercourt,43.661972999999996,-79.4265865,chinese,1.0,2.0,0.008093699929694128,0.0,0.12261787137302321,0.1033612763049745,0.713309600410275,0.05261755198203319
95A_eit7YDcEtM7zPO9yHQ,Bamboo Cafe Chinese Restaurant,Toronto,Greektown,43.67825379999999,-79.3491033,chinese,2.0,3.5,0.07071680201445678,0.39126496697313545,0.33155598322758084,0.0451697124084876,0.16129253537633934,0.0
9Auncrq-xGueTzgkGO1AkA,E Pan Chinese Cuisine,Toronto,Chinatown,43.6558216,-79.3986901,chinese,2.0,1.0,0.6297193684394439,0.1512561030822545,0.10205096524253068,0.028838114611830126,0.012892602046783046,0.07524284657715777
9LNs7rIaRngiI57TEfSYiQ,I Love BBQ,Toronto,,43.789680600000004,-79.4180137,chinese,2.0,1.3333333333333333,0.3648185065938787,0.033432071381584445,0.5981064238806425,0.0,0.0,0.003642998143894344
9OD0pQ0QYa_7dO-LbOBFZQ,Furama Cake and Desserts Garden,Toronto,Alexandra Park,43.6515848,-79.39784370000001,chinese,1.0,2.5,0.11107335909578588,0.0438005088516622,0.5235772084318936,0.087607728212802,0.07936528523497426,0.15457591017288205
9WmvVbYoM9X1ZP6txZgohQ,Liwan Kitchen,Toronto,Scarborough,43.785527404899995,-79.2762500793,chinese,2.0,2.0,0.12053985690632496,0.01549431193071025,0.19451197858303276,0.11109980491172729,0.42888795911252753,0.12946608855567726
9Z7JJvzB_5FG27QrTiws3Q,Kowloon Dim Sum Restaurant,Toronto,Downtown Core,43.6560226,-79.3925088,chinese,2.0,1.1666666666666667,0.17660675976696086,0.11557488824445207,0.2797082379525713,0.03890808722575168,0.25800813995022603,0.131193886860038
9bPeWHLGZPFGLob-iJyQdQ,Dumpling Fresh Express,Toronto,,43.672385299999995,-79.387375,chinese,,1.0,0.14847298122809233,0.0,0.04146587305506534,0.3508401255447168,0.0,0.4592210201721256
9jJxXCuwku2l8arVGrBNTA,Manchu WOK,Toronto,Scarborough,43.776062100000004,-79.2575963,chinese,1.0,1.0,0.03490831711073799,0.009843262442612,0.27585872777210646,0.0,0.6793896926745435,0.0
9plS24hVE2wSw1RLGNBa9Q,Rougamo & Noodles,Toronto,Willowdale,43.764168,-79.411373,chinese,,3.0,0.4143802818577296,0.021340903229887135,0.13699310183885488,0.0,0.0,0.4272857130735285
9sFPbD1PUGmyg0CNdkBEew,Fortune House Restaurant,Toronto,Scarborough,43.7903388,-79.30224940000001,chinese,2.0,2.4,0.284889716445578,0.208627544631473,0.23610717819173727,0.02097729456898368,0.12066459840219652,0.12873366776003156
9xPK9u_AGM1sxoG2CU9psA,Golden Wok Chinese Restaurant,Toronto,,43.699580299999994,-79.29737659999999,chinese,,2.6666666666666665,0.17882378309365934,0.029482348172371418,0.21294320334156294,0.009232159511749159,0.26020637946278635,0.3093121264178708
9xitj8uws6IpbhlxV5tpSQ,The Only Cuisine Corp,Toronto,Scarborough,43.7867037446,-79.270709306,chinese,2.0,3.0,0.44249678413496857,0.0,0.043635974186889415,0.0,0.11329832558641163,0.40056891609173023
A1ailXV5E0e9RobODEJ2BQ,Tong Ha Supreme BBQ,Toronto,Milliken,43.822235713400005,-79.2987155914,chinese,1.0,3.0,0.0,0.08484204403190804,0.4678910982504016,0.20169281708731912,0.04300300749847128,0.20257103313189986
ABRgXNwdOX_JyqChNr8IYw,Swatow Restaurant,Toronto,Chinatown,43.653836,-79.39810909999999,chinese,2.0,2.933333333333333,0.11534917630488128,0.02613156192756964,0.36154460408539124,0.06267298998683245,0.17255542520471354,0.2395240202683897
ALU2waeVNN_X70sIhqOTig,Helena's Chinese Restaurant & Tavern,Toronto,,43.805958200000006,-79.3839728,chinese,,3.0,0.0,0.0,1.0,0.0,0.0,0.0
AOrWjg7SjqrtUtp_sw6MrA,Woburn Garden,Toronto,Scarborough,43.775714958900004,-79.2306143045,chinese,,1.75,0.21258429431202305,0.0,0.4531740485842797,0.021510366701746886,0.2959680379402155,0.016763252461734917
AVLj5MSJD1si-Rl6X6qTXQ,Rosewood Chinese Cuisine,Toronto,Chinatown,43.6531088463,-79.39671278,chinese,2.0,1.7142857142857142,0.3139818200325458,0.34123830082465395,0.21656008853289332,0.01225669052437599,0.05638845479216567,0.059574645293365286
AXOvlcEKQKtttJBklX74xA,Best Z,Toronto,Yonge and St. Clair,43.68842,-79.39350999999999,chinese,,2.5,0.0,0.01304722401412289,0.47228441801299675,0.0872081494827526,0.38334143716551844,0.044118771324609306
AbQMlXCfWvMnNXADMaiMIw,TCJ Restaurant,Toronto,Corktown,43.6533268947,-79.3755613063,chinese,2.0,2.5833333333333335,0.39181045149009314,0.023168717742621203,0.3338339997446625,0.043913316021372086,0.13494742262735293,0.07232609237389807
Ae-eZJr2njTu9XOPOF8z2Q,Hei Xiao Mian,Toronto,Milliken,43.8187262736,-79.2886278405,chinese,2.0,1.5,0.04253286188773995,0.0,0.30151397690900317,0.03851938853157663,0.024377988091595637,0.5930557845800846
AgumeejSSVoJ0Bdr5Iguww,Super Noodle Express,Toronto,Chinatown,43.6546169,-79.39909190000002,chinese,1.0,1.0,0.4165463591694883,0.004608829214430121,0.16738715771863713,0.0,0.4114576538974444,0.0
An-JJle53UMHokU4MwFktg,Deer Garden Signatures,Toronto,Milliken,43.822058,-79.298592,chinese,2.0,2.3333333333333335,0.3045936197458847,0.0060783721088058015,0.24217786491669419,0.011235316304637562,0.07036562409568953,0.36554920282828823
Auj0qSYqgt-T5Gd0HhA2Rw,Bubble Tease,Toronto,Downtown Core,43.6610457,-79.3816605,chinese,1.0,2.0,0.13035486277211425,0.0,0.7715499345042015,0.0,0.05463130040961922,0.04346390231406515
Ax1DHVBCpaBpViUvSwDdSg,China Island,Toronto,High Park,43.656176,-79.4538607,chinese,1.0,1.875,0.1742533224845399,0.001448709587026388,0.23664734452600675,0.03052322262127292,0.46229891788509614,0.09482848289605782
Axd4Ggd3H9dLAWD__UHYVQ,Easy Drink Easy Go,Toronto,Chinatown,43.6532199493,-79.3970802426,chinese,1.0,2.5,0.11955912356638837,0.03774420554413909,0.6566236408627977,0.0556523425691934,0.09394236195030684,0.036478325507174635
B2uv_PI7yHj__C20rXpVIQ,Golden Star,Toronto,Etobicoke,43.7348874,-79.6022411,chinese,,2.0,0.12880201592006238,0.0,0.1359240533277099,0.0,0.6742296340565154,0.061044296695712444
B8jsJJMhbASM2IvkU4tmKg,The Rice Kitchen,Toronto,Scarborough,43.7463493,-79.2888296,chinese,,3.0,0.15976719813772172,0.0,0.01448666954875349,0.0,0.48150953043311423,0.3442366018804106
BHi4nZxX5oYYu175aSY4sw,Jack Tan's,Toronto,Discovery District,43.6601367,-79.3858692,chinese,2.0,1.0,0.2023224667570583,0.009742918220175803,0.3369495427455576,0.03301847754128691,0.0937982213666936,0.3241683733692277
BJ0pJxKFxzVGDtsknbLFRQ,Ruyi Garden Chinese Restaurant,Toronto,Etobicoke,43.6274455,-79.4976095,chinese,2.0,1.6,0.15635935467219414,0.00041759133194341024,0.0734466448764266,0.011427198516997996,0.6047806308379711,0.15356857976446683
BJ9GwNMo8vIgSuKc6B_mOw,Dynasty Chinese Cuisine,Toronto,Yorkville,43.6710536,-79.3909546,chinese,2.0,1.9130434782608696,0.3583831298966154,0.1720402801813686,0.3437104960186075,0.05459949190546696,0.02272097429620601,0.04854562770173548
BOml4YRmKqx7MiEVvlUadg,China Gourmet Takeout,Toronto,,43.6640707787,-79.3683640197,chinese,1.0,2.4,0.17926438262103256,0.006546445310640384,0.21784573784997616,0.026606158296954098,0.46455759080349407,0.10517968511790274
BUcTdN-rNE8urCCQuxSOQA,Mother's Dumplings,Toronto,Chinatown,43.6571184,-79.3993309,chinese,2.0,2.2358490566037736,0.1270710448729969,0.009811426923788127,0.17177218446109668,0.5428846941100727,0.03968031994088211,0.09934636742701264
BsyNabKZJOVIHWmwUghreg,Spring Rolls,Toronto,Church-Wellesley Village,43.669058299999996,-79.3861005,chinese,2.0,1.5,0.31434683070259983,0.01039277184090659,0.3613572553404,0.039957322169897065,0.2042534123896668,0.06969240755652988
BwbPzuEuIN_oFmNRJIgHlg,Flaming Bull,Toronto,The Annex,43.666292299999995,-79.4062449,chinese,3.0,1.25,0.07061063413601038,0.00021797481063118258,0.2562268847320888,0.004814360802255673,0.052289315159956586,0.6158408303590575
C1JNZrYl3H-YzF1dys9SoQ,Spadina Garden Restaurant,Toronto,Downtown Core,43.655730600000005,-79.3843604,chinese,2.0,2.090909090909091,0.12174563672991502,0.020586289099706754,0.28030274033198077,0.06753623835265664,0.3206004670527797,0.18922862843296115
C7oHVsJyxNGH2D9yXUB2kw,Modern Wok,Toronto,Financial District,43.647468599999996,-79.3839517,chinese,1.0,2.3333333333333335,0.03804288238894684,0.010795955375128197,0.36686672651205265,0.06150367946491638,0.31665159858291714,0.20613915767603883
C8Ehjy_oDzYcy3-wf32Y4A,Mekong River,Toronto,Etobicoke,43.6323967,-79.54443509999999,chinese,1.0,2.1666666666666665,0.18924186000868418,0.08130653956869704,0.24914699307157892,0.08226873720080029,0.1088178166151612,0.28921805353507835
CIFjkjllhTPGyx9eWBwJGQ,Sprout Hainan Noodle,Toronto,Willowdale,43.774992299999994,-79.4134696,chinese,1.0,1.25,0.08902765909367516,0.014570765820718302,0.12704903485292673,0.05742195373422035,0.23449599745766836,0.4774345890407911
CPcy22Hd2F7z0EKG66FMRA,The Old House,Toronto,Scarborough,43.786989,-79.276122,chinese,2.0,2.5,0.05424486622908822,0.01596500260726744,0.6184440904334901,0.008966265806623616,0.1041501978106386,0.1982295771128919
CY3N_T_35gqOXkwQbSeSTA,Hong Fatt B-B-Q,Toronto,Chinatown,43.653206299999994,-79.3958906,chinese,1.0,2.5,0.14281802046772696,0.013767101648605512,0.41304157113990597,0.06953404035303103,0.16926889971372897,0.19157036667700164
CanfdSFEs_o_h9SBvxyXlg,Duck,Toronto,Downtown Core,43.6610059,-79.383213,chinese,1.0,2.625,0.1469770255659676,0.013328852575290689,0.15718583301706585,0.1063392031843945,0.24990449449443947,0.32626459116284195
CfYZJ81nL6-6fFqS8OMR9Q,Tropical Nights Restaurant & Lounge,Toronto,Scarborough,43.800607,-79.199402,chinese,2.0,1.0,0.6767039907167045,0.03034087078117504,0.2805009852737708,0.012454153228349547,0.0,0.0
Cjs6QghR-nIninfgAoErvw,New Saigon Gourmet,Toronto,Seaton Village,43.6716755,-79.4207827,chinese,2.0,1.0,0.07972917787550897,0.0018912075488611419,0.005591677870752445,0.0,0.31830237390221827,0.5944855628026592
Cu9fWbuFQKwVY13Spe5FiA,Oriental Gourmet House,Toronto,Downtown Core,43.6509609,-79.3793339,chinese,1.0,2.5,0.13157079062767635,0.0,0.43128233582666575,0.11027746858784802,0.2817992348654185,0.045070170092391316
