business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Chicken Rice/Shrimp,Dim Sum,Customer Service,Noodles/Soup,Waiting Time,Pad Thai/Curry
8FUzCm4Q13MJMX7N6ftmQw,China Hot Wok,Las Vegas,Northwest,36.239262756100004,-115.249271281,chinese,1.0,4.385416666666667,0.3122813256562862,0.006567866905739597,0.28058145022664643,0.10487892460134364,0.2547328027326922,0.040957629877291866
8KsMtzkmKgNsiVWyeeYQYw,Las Vegas Chinatown Plaza,Las Vegas,Chinatown,36.1272846,-115.1977659,chinese,2.0,3.4864864864864864,0.004602264549113957,0.10506093235437064,0.11244315796745874,0.04156998795579948,0.6702743909096508,0.06604926626360623
8SbEkKl-h0MOZWPmq1gwCg,Nihao Chinese Food,Las Vegas,Eastside,36.1301516,-115.11657199999999,chinese,1.0,3.6666666666666665,0.419432532273791,0.0,0.22813338924929183,0.08013795448571236,0.1969832953243856,0.07531282866681921
8itGZAOBMiTbHKOwLuh4_Q,Buffet Asia On Nellis,Las Vegas,Sunrise,36.1625707584,-115.06234811899999,chinese,,3.6666666666666665,0.28037445913049924,0.00791013222055942,0.07722344552155042,0.07284902391571894,0.5467266473348826,0.014916291876789388
966W5oXOBW0ZWhNYy0yjcA,Wendy's Noodle Cafe,Las Vegas,Chinatown,36.1275474479,-115.225216895,chinese,1.0,4.101995565410199,0.19515747597682256,0.014431407975145829,0.19015896548575797,0.25456679532211574,0.3035618827336334,0.042123472506524366
9SHoWGXsGOCa5hOjBOzPtg,China Joe's,Las Vegas,,36.1958234,-115.22480049999999,chinese,1.0,2.357142857142857,0.34698510882966077,0.003759118501142384,0.07766719898750238,0.10157975950361663,0.4608241391016618,0.009184675076416059
9V9RlgqqnPFQJfF_e9Lnmw,Baidu China Bistro,Las Vegas,Southwest,36.049805,-115.244096,chinese,1.0,4.1875,0.31781095275084253,0.009735758100070383,0.2921222768334874,0.08692531534521841,0.2564220429309572,0.03698365403942416
9WAnQD1nj1j3zLZ7ONtvfQ,Little Buddha Restaurant & Sushi Bar,Las Vegas,,36.1109751587,-115.207099915,chinese,3.0,3.7171052631578947,0.08576205607786215,0.017367976214771423,0.2034447064712345,0.0506901913030214,0.5962648746979017,0.04647019523520887
9_OPjioLbD9Q_zAeHfv6kw,The Red Pot,Las Vegas,Southeast,36.10044310000001,-115.13471570000002,chinese,2.0,4.0,0.027246654191944105,0.009830333316598005,0.26306070696059936,0.20330150429407984,0.45795948121185637,0.038601320024922205
9iNZ2o5jt-zpdMoAOgd7_g,China Kitchen,Las Vegas,,36.2401876928,-115.064757837,chinese,1.0,4.0,0.28668829007812074,0.019095364491555706,0.3583418640163006,0.0228173194091977,0.2600640777991481,0.052993084205677124
9r6ijZgxDLJFysxIohtTcQ,Northern China Restaurant,Las Vegas,,36.1164398193,-115.206268311,chinese,,5.0,0.22649195990001084,0.0,0.539112887795099,0.1471066081288506,0.010291849571188474,0.07699669460485095
9sbXPpRC_wDhCsp7qG2PDw,HK Seafood Garden,Las Vegas,Chinatown,36.1263583,-115.19811580000001,chinese,2.0,4.021052631578947,0.19184376388465327,0.0279145301979525,0.2535371655486597,0.12297842070544716,0.38456628664674497,0.01915983301654247
A6lKCuTrDSJ_eFKyumZCJQ,WuHu Noodle,Las Vegas,Southwest,36.0415806,-115.1835432,chinese,2.0,4.193548387096774,0.173672784967781,0.01690189623039062,0.1703632341703321,0.2262237757388275,0.3134205045156068,0.09941780437706187
ASxoWbHKUWBZLh2rWysLcw,Fortune Seafood Restaurant,Las Vegas,,36.0994039,-115.20836129999999,chinese,2.0,3.45,0.0896677267252655,0.4132516573378703,0.19753615842733624,0.035370878107133505,0.23808314047718065,0.026090438925213816
AbadN65irz8uSL8z6fkoBg,BBQ King,Las Vegas,Chinatown,36.125947499999995,-115.2189011,chinese,2.0,3.4516129032258065,0.13489759016809627,0.02748961892317938,0.19536420803392748,0.2438195931368081,0.3900335416317048,0.008395448106283895
AiXzyI2Xehh-1yvbB-WcYw,Panda Express,Las Vegas,,36.112237,-115.0615555,chinese,1.0,5.0,0.23904264702775674,0.0,0.35378076382846246,0.12380070603781328,0.2833758831059675,0.0
Akl6WDSUwYQ3zanxczLNSg,Rice & Company,Las Vegas,The Strip,36.095927,-115.175779,chinese,2.0,3.637873754152824,0.14181987248990355,0.004140911249033102,0.22311459181541032,0.08964622540342418,0.5009539186174489,0.04032448042478061
Ang2kQwTBd9S4LrhAS2pCA,Mala Restaurant,Las Vegas,,36.115354700000005,-115.2177135,chinese,2.0,4.529411764705882,0.12296273584938812,0.0313779363496146,0.18764866255760143,0.23889527230338475,0.3489581488224319,0.07015724411757909
AtD6B83S4Mbmq0t7iDnUVA,Veggie House,Las Vegas,Chinatown,36.1253966874,-115.21156311,chinese,2.0,4.675771971496437,0.20462058380402634,0.006577882108376469,0.2771003367283937,0.10912698639865877,0.32016315483459035,0.08241105612595404
B19KKE75ZxqoR3EDuvA1qw,China Star,Las Vegas,Westside,36.1586341,-115.20308929999999,chinese,1.0,3.6363636363636362,0.13691789736212753,0.013913392926568182,0.3030587982725031,0.034217961352929725,0.4984213574286244,0.013470592657247111
B1X-D4mRW3VjNUUolPDItA,Mr Beijing,Las Vegas,Eastside,36.115154100000005,-115.1480156,chinese,1.0,4.151260504201681,0.28247860982352824,0.006556869450704021,0.29852536677066804,0.09632854845927234,0.2694141068196686,0.046696498676158625
BKg8YIGX_5YyUczmBAyyCQ,China Passion,Las Vegas,Sunrise,36.139117600000006,-115.06696950000001,chinese,1.0,4.857142857142857,0.21114534754135633,0.007643413415999988,0.4021628055850503,0.07517178315026977,0.2670236213417209,0.0368530289656026
BjbR39fp7BnurXAq9gNNEg,China Olive,Las Vegas,Sunrise,36.162543,-115.06258829999999,chinese,1.0,1.0,0.288305759299439,0.0358457794226769,0.0,0.06558800659149623,0.6072542322847262,0.0030062224016617744
C2QQN6wmEBSCcohrMP7s5A,Ah So,Las Vegas,The Strip,36.117718246399996,-115.175288916,chinese,2.0,4.166666666666667,0.3136903360239725,0.017696374015276937,0.05644619343690762,0.10797494518934501,0.47772261250626835,0.0264695388282296
C5azlhXSTOlqVAM3nl95nw,Oasis Asian Kitchen,Las Vegas,Spring Valley,36.1166813884,-115.26231445399999,chinese,1.0,4.5928571428571425,0.2251330293613843,0.006480133182411179,0.30834468677571125,0.0928227557879837,0.22696135913399873,0.14025803575851092
C74ViML3zx1akYVafLaiXQ,Buffet At Asia,Las Vegas,Southeast,36.0106646,-115.1186365,chinese,2.0,3.3442622950819674,0.07179412553997536,0.02227266233881227,0.19216640322534126,0.034180818379949914,0.6307006805410202,0.04888530997490125
CCRgGKhzxSpl38w7yhqKUw,Noodles,Las Vegas,The Strip,36.1122690547,-115.17630053200001,chinese,2.0,3.608761329305136,0.10310982733142612,0.11485435046417866,0.12169788497713875,0.2740581985897227,0.3064231578889313,0.07985658074860252
CNW5hqoO-EpSOReYbWC-Sw,Golden China,Las Vegas,,36.1172631,-115.20993290000001,chinese,2.0,3.8333333333333335,0.3642629804965813,0.00831748443369699,0.26212500090282614,0.16330519848648214,0.18122312563567064,0.020766210044742807
CTsLzuZ_AR841SiSacdEvg,Panda Bowl Chinese Restaurant,Las Vegas,,36.1739669702,-115.118316114,chinese,1.0,4.423076923076923,0.22494225405086019,0.0032358842984357293,0.39901021797574576,0.06986753672350564,0.2856439051612116,0.01730020179024101
CVRTly4ag_q5ua0R3iqrVw,Ku Noodle by José Andrés,Las Vegas,The Strip,36.1427564,-115.15787479999999,chinese,2.0,4.1923076923076925,0.09187729839314358,0.05702809845027974,0.2423200553722574,0.28498873954421317,0.2906814626233027,0.03310434561680339
CeevPqFuG8g2SeyEO6TtCA,Champion Gourmet,Las Vegas,Chinatown,36.125587,-115.211199,chinese,1.0,4.1,0.06144134712830015,0.009179066104457097,0.13696587285113956,0.4463744424540893,0.32335011636265726,0.02268915509935663
Ch3HkwQYv1YKw_FO06vBWA,P.F. Chang's,Las Vegas,Eastside,36.113503884400004,-115.1541301,chinese,2.0,3.99468085106383,0.14720820273751303,0.012622855558451355,0.3011117978829095,0.07059394549100602,0.4434251782332741,0.02503802009684591
Cl-xl1vTUwHeaGgBxzdTRA,Chow Mein House,Las Vegas,Summerlin,36.160214025100004,-115.32155403600001,chinese,2.0,4.371900826446281,0.27031193918078716,0.008018339278577147,0.32197973813407144,0.07989213623808125,0.2663324804713028,0.0534653666971801
CztQkxRXch0__MsSmB0tTw,ChiAm Restaurant,Las Vegas,Westside,36.159498,-115.2308837,chinese,1.0,3.792452830188679,0.13219705881472749,0.24383143567922314,0.24344993840649506,0.07482812097176848,0.28949670480453427,0.016196741323251534
D6iaNp68eH0LFx5H1vWBCQ,Panda Express,Las Vegas,Southeast,36.0129039528,-115.135800718,chinese,1.0,3.730769230769231,0.20944210666104476,0.011018252470255794,0.29041988434697424,0.042753606952469776,0.40986060641405186,0.036505543155203594
D8a2usm9b-j89W9IrJ_Evw,Satay Thai Bistro & Bar,Las Vegas,Eastside,36.118199410100004,-115.154252802,chinese,2.0,4.3399602385685885,0.11745038943985593,0.0070708203860983185,0.23144378705537413,0.06966409322238672,0.2342223358474635,0.34014857404882126
D8yYMxz0p6oQnOQnLRUIyA,Yong Kang Street,Las Vegas,The Strip,36.112576452199995,-115.170832844,chinese,2.0,3.775623268698061,0.08191203702929606,0.2776927431350889,0.1667807116727436,0.24688403165167802,0.21272601450498424,0.01400446200620912
DIxgItsSI9QwX9H8lVptYg,China A Go Go,Las Vegas,Northwest,36.220386700000006,-115.32545549999999,chinese,1.0,4.544554455445544,0.2150578765731772,0.011726187386572749,0.4112660778849408,0.08155940874962056,0.2201378602912767,0.06025258911441213
DLw9rK8Qb6l7ESgxtR47qQ,Ohana Hawaiian BBQ,Las Vegas,Southwest,36.038729700000005,-115.1986027,chinese,1.0,4.280193236714976,0.21654485098568804,0.014687520155476853,0.31451355786726876,0.11634740841597709,0.2776472240401811,0.06025943853540819
DVfCbJhJUDWRlUfrKzaKOA,Sam Woo BBQ Restaurant,Las Vegas,Chinatown,36.125380799999995,-115.1959803,chinese,2.0,2.732142857142857,0.15363491962254955,0.025165341151693433,0.12478682022513518,0.17883187879106016,0.5061382290027043,0.01144281120685728
DW0ZvWuYaSvMcB_3LG5RGg,Pei Wei,Las Vegas,Summerlin,36.161278,-115.331443,chinese,2.0,3.7708333333333335,0.22578972600118005,0.005771920270248997,0.27865535913104605,0.06954392193925134,0.32577413991840204,0.09446493273987128
DiA78qPtp6rfRNdomzjBbw,Joshan Filipino Oriental Market,Las Vegas,Southeast,36.0833844974,-115.03399498299999,chinese,1.0,3.8,0.044412946740405655,0.018870145322631676,0.2265939653078029,0.06636594384610506,0.6178906085991713,0.025866390183883252
DiCWSyoaBkIpOVUdIO7Jlg,Little Dumpling,Las Vegas,,36.279407,-115.20645400000001,chinese,1.0,3.674698795180723,0.22991760988545204,0.009177555596568035,0.18802194146966406,0.08334310656160525,0.26009492732137535,0.22944485916533508
DitL2M_iiHq0DcuA1vNMAQ,Panda Express,Las Vegas,Westside,36.1443596405,-115.20722564299999,chinese,1.0,3.8333333333333335,0.26860442280993896,0.009499903852761421,0.27828773752456365,0.017220015123734358,0.42218504172200405,0.004202878966997563
E0zjBNt4_giYtJqUjugskw,Taste of China & Icy Bar,Las Vegas,,36.1130978745,-115.224425308,chinese,1.0,4.45,0.29051221749811046,0.00934900849549875,0.2727870871756887,0.08148697017334203,0.23382655218865828,0.11203816446870177
EN2foh9hQMXvNMtB3pMwmA,Red Gate Wok,Las Vegas,Chinatown,36.1263808965,-115.24167944700001,chinese,2.0,4.076923076923077,0.12110348415450047,0.011740073170735417,0.19550451513814446,0.37475714272386906,0.2774933280949539,0.019401456717796656
EWbNTPW0co_X4lZRB-QTLQ,Ocha Thai Cuisine,Las Vegas,Downtown,36.1566847,-115.14839180000001,chinese,2.0,4.429042904290429,0.08077917130530717,0.005304522067322769,0.2511839176043412,0.0811952103500541,0.1739637935747401,0.40757338509823465
EWmYNndtI9G0c2lI58vQWA,Phoenix,Las Vegas,The Strip,36.144089,-115.160774,chinese,4.0,4.538461538461538,0.1330086513557876,0.07916339966700742,0.1809697090306583,0.08943590016041127,0.4961667983659839,0.021255541420151593
Eau1XrNg91XSzJRn_sCWTg,Chinoise,Las Vegas,The Strip,36.1174528,-115.1766881,chinese,,4.0,0.305251185654306,0.0,0.22403596710040122,0.1344078511910682,0.33425691954422493,0.0020480765099996612
EdY6q0CO2mlATpoTFkvHAw,Dim Sum Cafe,Las Vegas,South Summerlin,36.1217538915,-115.31439294799999,chinese,1.0,4.150375939849624,0.11108089329251637,0.433716045103974,0.20386930965191538,0.060027265815691115,0.17749600226522513,0.013810483870678054
EjYGxyksao-Jhw86tIAiYQ,Noodle Palace,Las Vegas,Chinatown,36.125587,-115.211199,chinese,1.0,3.9302325581395348,0.17418323887528334,0.013585579134458152,0.12080201370416059,0.4424586272745452,0.23130452095965273,0.01766602005189994
