business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Waiting Time,Chicken/Sandwich,Beer/Bar/Drinks,Burger/Fries,Wings/Sauce,Customer Service
27_N5P9HZ86IviONPT_twg,Woodlot Restaurant,Toronto,Little Italy,43.655640999999996,-79.40991640000001,american,3.0,2.0,0.20115276183442163,0.2004373147896591,0.2074742290422063,0.03122773327469319,0.04697001368963073,0.3127379473693889
28TtvOd1npZQ-tH7Hm432w,Casey's Bar and Grill,Toronto,Downtown Core,43.6449099,-79.3833287,american,2.0,1.5555555555555556,0.19874318488481224,0.2025377088761159,0.15419399060890657,0.10775093620308764,0.08125708785723493,0.2555170915698427
28adZ4lsuUeVB2aWzohK9g,Prohibition Gastrohouse,Toronto,Riverdale,43.6588948,-79.35038399999999,american,2.0,2.1481481481481484,0.16151669433286941,0.14110277218200118,0.40221519350774515,0.043739450294509485,0.020176811961674,0.2312490777212009
2Mnz482BN5VFpJ9vcY84KQ,JP Restaurant,Toronto,,43.6730796,-79.31955390000002,american,,3.0,0.010264398278343998,0.0,0.4525182071818049,0.496755584082104,0.014835157070483928,0.025626653387263214
2Wff1lKhXu56Rdsf0omDGA,Rivoli Cafe & Club,Toronto,Queen Street West,43.6492932,-79.3949985,american,2.0,2.4210526315789473,0.15975878570326865,0.1766879734800196,0.44687957172276865,0.0708400867547259,0.020266275278628947,0.1255673070605882
2auigv5pF08RjJ8CL1dIVw,O&B Canteen,Toronto,Entertainment District,43.646693,-79.39021,american,2.0,1.836734693877551,0.15584908580853,0.3295278835009619,0.22490473286004867,0.08366124022715322,0.01820464178221056,0.18785241582109566
2rZy8hefL26IEpyA-sPQ-A,N'awlins Jazz Bar & Dining,Toronto,Entertainment District,43.6462726,-79.39016190000001,american,2.0,2.375,0.09375034511625463,0.3393031329835783,0.3424134936328486,0.005578828282801085,0.007035405318462001,0.21191879466605534
2vBo1wWJckBnGOHhxt9ecg,St. Louis Bar & Grill,Toronto,City Place,43.6404259,-79.39046090000001,american,2.0,1.7083333333333333,0.14325292804617015,0.09110437468722722,0.2118551309778051,0.04952761702952768,0.2816031561361129,0.2226567931231569
35Mdu_9unGIn4pMoQByWFQ,Signatures Restaurant,Toronto,The Annex,43.668525,-79.3963728,american,3.0,2.0,0.2904342427436948,0.3369122953102936,0.149204107062453,0.0,0.0,0.22344935488355866
3Pa3Y_3rjpjvMfYZLqBPpw,747 Wine Bar,Toronto,Riverdale,43.6591536,-79.3481684,american,2.0,2.0,0.2417314047272375,0.0,0.4845117367809242,0.009499419027060982,0.0,0.26425743946477737
3XUmcXMoToEFNJQ7gp5UYQ,Craft Kitchen,Toronto,,43.6466472975,-79.39660180359999,american,2.0,1.0,0.3001011320057213,0.0,0.355511461092285,0.0,0.02889093507705403,0.3154964718249397
3_pqjWhP3js9AQy3Ktm2uw,Shoxs Billiard Lounge,Toronto,The Junction,43.6653114,-79.4635943,american,2.0,2.857142857142857,0.06888405745638661,0.006701017982052198,0.6029164324956271,0.0029271122767710175,0.014211922239344884,0.3043594575498183
3a7Qby_IX7sU7O6ZsQZeOQ,RH Courtyard Cafe,Toronto,,43.7246843,-79.4541729,american,2.0,1.25,0.47461168449740215,0.1007785645619414,0.13190070749178032,0.08926954051676649,0.001749623017757999,0.20168987991435164
3cXsW6HxqW1HS4fcNCP1HQ,Pickle Barrel,Toronto,,43.7958126394,-79.4213057378,american,2.0,1.40625,0.25533046795549846,0.2507332707543591,0.14219285338297874,0.016461163199122754,0.01542593902786079,0.3198563056801803
3ohJ9WQLb5Cbb_j1zdJ-xg,Fabarnak Community Cafe and Catering,Toronto,Church-Wellesley Village,43.6665099,-79.3808819,american,2.0,2.3333333333333335,0.2497911759211783,0.32553248435757526,0.20495796181991413,0.013242819964756626,0.019384834099665075,0.18709072383691053
46iq4HvvVEKVjDs6aRc6eA,Chicken Tender,Toronto,,43.6980984201,-79.5027121707,american,,2.5,0.0,0.4023729171988673,0.4096003480698802,0.010624827781808736,0.1200618984412753,0.05734000850816838
4MQaqhBUJCpghGukSWNq7w,The Loose Moose,Toronto,Downtown Core,43.6452325,-79.38389699999999,american,2.0,2.1296296296296298,0.12332211673223838,0.11104463623009354,0.42998044160778576,0.09384527289587664,0.06745823942325997,0.17434929311074587
4iY-JA8swpJcLMGFit_G-g,KFC,Toronto,Downtown Core,43.6610059,-79.383213,american,1.0,1.4,0.07386042624067454,0.499859590693495,0.2604726180351117,0.04522748824247911,0.03983212275623675,0.08074775403200292
4oWEqa3paBylDXRfTPB-bA,Jack Astor's Bar & Grill,Toronto,Willowdale,43.7671908,-79.4119741,american,2.0,1.5862068965517242,0.22543024554027893,0.06938841594369478,0.27773058747263546,0.05177640791869976,0.013720767754145387,0.3619535753705457
4wtqTzXPPp_6vBfFQKiTGQ,Milestones Restaurants,Toronto,Ryerson,43.6567455,-79.380484,american,2.0,1.6153846153846154,0.30362101402593833,0.16368252941851566,0.2263513614903611,0.04177469222186855,0.01561539313829202,0.24895500970502438
5K1MooOvs4A9VXnykGP3UA,Stock Restaurant Bar & Lounge,Toronto,Downtown Core,43.6495049,-79.3799351,american,3.0,2.4,0.1235575812373974,0.10916007081500363,0.2892111166824184,0.019182712191339973,0.0021095741088058024,0.45677894496503485
5N8R7ALESZ30EoAzVJtabw,The Dirty Bird Chicken + Waffles,Toronto,Kensington Market,43.654786200000004,-79.4006905,american,2.0,2.6153846153846154,0.07111371777264126,0.6615153962230235,0.16771262739093823,0.01878712890412808,0.027737146439690025,0.053133983269579056
5PO5ZIHIcaTNIiHNoRKDqg,The Kensington Cornerstone Restaurant,Toronto,Kensington Market,43.6528952,-79.4001416,american,2.0,1.8333333333333333,0.12350470121043505,0.2918229125994735,0.3052845714937523,0.06109527297524805,0.00567740691281582,0.21261513480827532
5a2WPziZW2HoW10H1ovbpQ,The Peasant Table,Toronto,Riverdale,43.659535650900004,-79.3473240556,american,2.0,1.8181818181818181,0.3010012646635482,0.2983041432282551,0.08760411344169296,0.034165422854883026,0.0344184972814851,0.24450655853013564
5a2WPziZW2HoW10H1ovbpQ,The Peasant Table,Toronto,Riverdale,43.659535650900004,-79.3473240556,italian,2.0,1.8181818181818181,0.3010012646635482,0.2983041432282551,0.08760411344169296,0.034165422854883026,0.0344184972814851,0.24450655853013564
5vgieFiCubi43G6ciiFhNQ,CC Lounge & Whisky Bar,Toronto,St. Lawrence,43.6479658,-79.3745153,american,2.0,2.4,0.17289702697208745,0.18240047696871767,0.576444742088982,0.025233749988255522,0.03887546320606112,0.004148540775896324
6-u0uom4XEt42TfJBnDI8g,Zelda's Living Well,Toronto,Downtown Core,43.6677104,-79.3857339,american,2.0,2.6666666666666665,0.06855952519440665,0.2011098818206708,0.645362177461692,0.019529218445795464,0.01553687344997074,0.04990232362746442
64kpo_0UjVcy0x1o4CgyXQ,Steak & Cheese Factory,Toronto,Downtown Core,43.659909999999996,-79.37929,american,1.0,1.6666666666666667,0.01887198768473347,0.507940651868337,0.1866711690845354,0.18272481768290091,0.026513851545058184,0.07727752213443491
6E6-PZpjz98jlbOs_a3Jtg,Riverside Public House,Toronto,Riverdale,43.658896,-79.349192,american,3.0,1.5,0.20859946018015496,0.07487116349567416,0.38458746852171005,0.28934290619475805,0.0,0.0425990016077027
6OL984vuQvNiHqvLfSVDXQ,Entice Restaurant & Lounge,Toronto,West Queen West,43.6440172,-79.4202565,american,3.0,1.0,0.40785477223232175,0.11907252807440788,0.35101182725566993,0.0,0.010662146824996515,0.11139872561260403
6cL9Z4CY8_jZt0WOqnRJOg,Shoeless Joe's,Toronto,Downtown Core,43.6654057,-79.40337770000001,american,2.0,1.2,0.17107528607152803,0.009969936833637071,0.46895251251094905,0.0275215063581933,0.10134498813804438,0.22113577008764818
6md5a6HzI8oKkBTaOecygg,EPIC Restaurant,Toronto,Financial District,43.6456407034,-79.38223958020001,american,3.0,1.6666666666666667,0.24303499909628398,0.20744347910591204,0.27554549579588955,0.022280032273037414,0.0093944797760995,0.24230151395277766
6oq1tUbRkfC7Qye2SrdxMw,Tucker's Marketplace,Toronto,Etobicoke,43.689031299999996,-79.5851311,american,2.0,1.9473684210526316,0.14535755654100357,0.32522914121419555,0.3425597491933022,0.04226833927220191,0.007410870333025632,0.13717434344627122
769NudnrUxWFtJCGU66A_A,Thompson Diner,Toronto,Niagara,43.6429141584,-79.4020456979,american,2.0,1.8888888888888888,0.16070236264291168,0.21344126509788913,0.2420700010205653,0.15950530190048312,0.021317536766311866,0.20296353257183894
769NudnrUxWFtJCGU66A_A,Thompson Diner,Toronto,Niagara,43.6429141584,-79.4020456979,american,2.0,1.8888888888888888,0.16070236264291168,0.21344126509788913,0.2420700010205653,0.15950530190048312,0.021317536766311866,0.20296353257183894
7v91woy8IpLrqXsRvxj_vw,Old School,Toronto,Little Italy,43.6519218754,-79.4083632901,american,2.0,1.6818181818181819,0.3008542145093691,0.2826742796683575,0.1823438143820402,0.028148322282244512,0.01142040461939079,0.19455896453859783
8ZpXbFWIY4uEnmOJMr6gyQ,Pour Boy,Toronto,Little Italy,43.655321,-79.413309,american,2.0,4.0,0.0,0.0,0.5450022274312456,0.10516448645902365,0.14542419095177012,0.20440909515796057
8cusyHsqMhNAsrNSMpzB1A,The 420 Smokehouse,Toronto,Cabbagetown,43.6626591,-79.3673155,american,2.0,2.0,0.049937662565671365,0.2974566882607434,0.12853235848761152,0.07747704474546166,0.3391885791294564,0.10740766681105571
8owN7MXEQ4SC_3coyc7WPQ,Harvey's,Toronto,Upper Beach,43.666470200000006,-79.31508740000001,american,2.0,1.4,0.1875398586017783,0.17711965578162778,0.2883892830201003,0.10713210831879676,0.05904342933480926,0.1807756649428875
96X4OwboB2qCLY7tQ20wMg,Rainforest Cafe,Toronto,,43.7247752,-79.4553801,american,2.0,2.1666666666666665,0.20788882823933888,0.10577026222934165,0.4929453041158683,0.059562969311905856,0.048949758568739066,0.08488287753480632
9LimxWLM3URfrCcQsUJ3yg,Breakwall BBQ,Toronto,The Beach,43.669324200000005,-79.304498,american,2.0,1.25,0.18479322617676688,0.179361802055315,0.3638388763767065,0.07489888313709596,0.09477125863073801,0.1023359536233777
9N_5ggeHPuWxDLb-cCkcTg,Harvey's Restaurants,Toronto,,43.7105725,-79.35746809999999,american,2.0,1.0,0.38160781156392,0.05430172234750221,0.23074387405518793,0.00853506412049011,0.02187754495302781,0.3029339829598719
9cM7MCXiHuosXpD-z-ozZQ,Steve's Family Restaurant,Toronto,,43.7385253,-79.43431609999999,american,2.0,2.111111111111111,0.22294191980650524,0.23009700584040896,0.2551061018502373,0.053217475530683046,0.009072026858078426,0.2295654701140869
9jYnZymuaW-XpMIS75YxgQ,The Beaver,Toronto,Beaconsfield Village,43.6428749,-79.4264422,american,2.0,2.4285714285714284,0.08905674474648939,0.12256604115140833,0.47889713024786823,0.06915292302579105,0.01713509952710426,0.22319206130133887
9nBk3mCFXrwH8cpBqB5pFQ,Bloom Restaurant,Toronto,Swansea,43.650181700000005,-79.479737,american,3.0,2.3333333333333335,0.17133381647465495,0.27520605528754527,0.2905592986595511,0.0,0.04642298316590582,0.21647784641234277
9vLGuYpCoV9Od2b7hoBPrg,Detroit Eatery,Toronto,Greektown,43.6773905,-79.3516998,american,1.0,1.75,0.13338781787674278,0.02840220628781126,0.3912991886303397,0.3279198473838123,0.006127129078468244,0.1128638107428257
A-UC_QZwS1_gDB_masfJGA,Moxie's Grill & Bar,Toronto,Willowdale,43.764826,-79.4127798,american,2.0,1.5454545454545454,0.21283604842114306,0.21388663653724257,0.14736557161358713,0.10110506199422241,0.06126680537485658,0.26353987605894824
A-UC_QZwS1_gDB_masfJGA,Moxie's Grill & Bar,Toronto,Willowdale,43.764826,-79.4127798,american,2.0,1.5454545454545454,0.21283604842114306,0.21388663653724257,0.14736557161358713,0.10110506199422241,0.06126680537485658,0.26353987605894824
AercPW1B2YVNK3UsiPDkTg,Nota Bene,Toronto,Queen Street West,43.6507852,-79.3880479,american,3.0,2.4,0.22087135675113778,0.3036820667435284,0.2581352203508361,0.02542520036570465,0.003614252199354617,0.18827190358943857
Al-cFxIKoJpbPW9Roy0FEw,Swiss Chalet Rotisserie & Grill,Toronto,,43.6718021,-79.3787064,american,2.0,1.9,0.173238254622941,0.2847896784540426,0.18090573992189538,0.015995143792046928,0.11223286787881684,0.23283831533025728
Aq4bCSpn6rWRNDWfHh2WfA,Hooters,Toronto,Entertainment District,43.6480059,-79.3905647,american,,1.7727272727272727,0.19047443487061735,0.06478826435887398,0.26551629601065335,0.05247245398401175,0.2995276732073461,0.12722087756849756
B-_lsTh8uZx98Fe_esk1aw,Brant House,Toronto,,43.645081700000006,-79.3974485,american,3.0,1.8461538461538463,0.16700894275422495,0.06947883681274356,0.6289526186584816,0.011266300046102915,0.011063529941960016,0.11222977178648692
BGoh78jgne5RLAz0YY54Ng,AllStar Wings and Ribs,Toronto,Greektown,43.6779459,-79.3509916,american,2.0,1.25,0.12084620317078568,0.12235599395129507,0.252039681419835,0.02130517688851602,0.3556235912496117,0.1278293533199566
BNDhHX-TbsEw5QKJgHB_ag,Shakes and Franks,Toronto,The Beach,43.670404229300004,-79.2984681576,american,2.0,3.6666666666666665,0.2553975280258427,0.13557204054743588,0.27020597720030476,0.17535118131289248,0.07458511656745187,0.08888815634607232
BQDFlWHyabvHIlx6HGxR3Q,Pantry,Toronto,Summer Hill,43.6783169543,-79.3901964494,american,2.0,4.0,0.2401148094139397,0.46341492997601513,0.2786207386431784,0.017849521966866833,0.0,0.0
BSziytE1kGwE_6Qt4gkaVw,Toast Restaurant,Toronto,Leslieville,43.66133189999999,-79.33881170000001,american,2.0,1.0,0.34427663502063244,0.0521233736346235,0.1367596511571959,0.004223778194174439,0.0,0.46261656199337375
BZm3QkpLhO2TBNHKd0DbBQ,Gabby's Bar and Grill,Toronto,The Annex,43.66869129999999,-79.39527700000001,american,2.0,1.4210526315789473,0.23486208763028207,0.14217211742839406,0.20850738277772282,0.07828842091336334,0.1758093957821143,0.1603605954681233
Bj2g9Kgij_yOn5HQRt0BnQ,Liberty Village Market & Cafe,Toronto,Liberty Village,43.637868100000006,-79.42123520000001,american,1.0,1.0,0.5071108116224617,0.15939122659620825,0.0,0.0,0.0,0.33349796178133007
Blp_HNEoFEiHcGMr6aSU5w,KFC,Toronto,The Danforth,43.688243299999996,-79.3027621,american,,1.0,0.1484859440322716,0.3035318948961044,0.18354348075260438,0.012425421418805486,0.04998823103473736,0.3020250278654767
By2DQwaG2EiOxsuHnS8FoA,Vertical Restaurant & Bar,Toronto,Financial District,43.648636200000006,-79.3817439,american,3.0,2.6666666666666665,0.3199023107650792,0.10063551011428655,0.4598540520738446,0.008002750282734354,0.0,0.11160537676405534
By2DQwaG2EiOxsuHnS8FoA,Vertical Restaurant & Bar,Toronto,Financial District,43.648636200000006,-79.3817439,italian,3.0,2.6666666666666665,0.3199023107650792,0.10063551011428655,0.4598540520738446,0.008002750282734354,0.0,0.11160537676405534
ByR685ThcDqQ_bb4A1oj_Q,Tea N Bannock,Toronto,,43.671182,-79.3273557,american,2.0,1.5,0.042685278595319086,0.13933118377052567,0.006227274164947487,0.7694616794054463,0.01867109995718228,0.023623484106579124
ByrCDfyklGGk0D9O9P2Rog,Moxie's Grill & Bar,Toronto,,43.777990100000004,-79.34409140000001,american,2.0,2.1818181818181817,0.3182909126022952,0.19468437299398714,0.20014371853725288,0.006430585377878425,0.006134642078018512,0.27431576841056776
ByrCDfyklGGk0D9O9P2Rog,Moxie's Grill & Bar,Toronto,,43.777990100000004,-79.34409140000001,american,2.0,2.1818181818181817,0.3182909126022952,0.19468437299398714,0.20014371853725288,0.006430585377878425,0.006134642078018512,0.27431576841056776
Bz6UcQZgRkrGtDwcagvt9w,Ronnie B's Southern Kitchen & Taps,Toronto,Cabbagetown,43.6642408,-79.36810559999999,american,2.0,2.0,0.01913370289706107,0.4288538778873913,0.026262865594018567,0.0,0.525749553621529,0.0
C4O-xIlNZN6r0XzqtsVugw,Swiss Chalet Rotisserie & Grill,Toronto,Deer Park,43.6899297,-79.3949411,american,2.0,1.0,0.0,0.8747192645764269,0.07229216666342932,0.0,0.02933962048051819,0.02364894827962548
C6uJ3mbYCuQyy9PK2rBcKw,Granite Brewery & Restaurant,Toronto,Mount Pleasant and Davisville,43.7081764,-79.38956999999999,american,2.0,1.7857142857142858,0.10570458555609126,0.11532634836296318,0.4128893804491894,0.03337723798911189,0.10507384851468905,0.22762859912795516
CBMcVQlLdD5I5Vd-3PRFGw,Midtown Gastro Hub,Toronto,Deer Park,43.690091619499995,-79.3946665898,american,2.0,1.8181818181818181,0.10333991846689403,0.0989179478272785,0.25399334848654637,0.22824837603347126,0.1580398234506479,0.15746058573516192
CBMcVQlLdD5I5Vd-3PRFGw,Midtown Gastro Hub,Toronto,Deer Park,43.690091619499995,-79.3946665898,american,2.0,1.8181818181818181,0.10333991846689403,0.0989179478272785,0.25399334848654637,0.22824837603347126,0.1580398234506479,0.15746058573516192
CF2HAEZwaqpMqqHtC5c9tw,Chi-Ko-Roo,Toronto,Church-Wellesley Village,43.6651518,-79.3805922,american,2.0,2.0,0.0843922855402971,0.4836981253067174,0.24715714982049594,0.0,0.0,0.18475243933248953
CNrbvdH2DsnWOu9vHxiKAQ,Leonard's Family Restaurant,Toronto,,43.7123304,-79.36443680000001,american,2.0,1.0,0.223409507117043,0.1444993632921446,0.24601776446929777,0.08972115213532236,0.0,0.29635221298619224
CPIZ2HxNOiBqpsL3VTFnjQ,Swiss Chalet Rotisserie & Grill,Toronto,The Junction,43.67159275310001,-79.467455261,american,2.0,1.5,0.20710142808509913,0.5645280810612342,0.08879159170013917,0.013375299395853881,0.011619537655067935,0.11458406210260563
CZo5aeQpv55NKf0VG9wWEA,Wild Wing,Toronto,Corktown,43.652691100000006,-79.3754128,american,2.0,1.3333333333333333,0.12296711553655527,0.08803659074405407,0.11700102856630441,0.071115572704828,0.5060706425192976,0.09480904992896061
ClnWjgG9IMP7EPEu9lPsTg,The Dirty Bird Chicken + Waffles,Toronto,,43.665321500000005,-79.40931979999999,american,2.0,2.625,0.15984472592696755,0.48324597255753576,0.18643804485711457,0.036101636323595906,0.07084174867004416,0.06352787166474204
CmOFu9WDV0GsxD6QyFV4Iw,Richtree Eaton Centre,Toronto,Downtown Core,43.652465027299996,-79.3795499951,american,2.0,1.5555555555555556,0.09917598220270583,0.3988630098851192,0.23534966609483213,0.14843499547851324,0.014363571772144115,0.10381277456668549
CuR4Xxu_aHrYD0IGGRdm5Q,South of Temperance,Toronto,Downtown Core,43.6503063,-79.3793309,american,3.0,2.0,0.13474286207979996,0.18018603725041843,0.4373817433914029,0.019375134628565736,0.02746416976232524,0.2008500528874877
CvsTfS2pIWwZbwusZL4x0Q,Swiss Chalet Rotisserie & Grill,Toronto,Brockton Village,43.656013200000004,-79.43524690000001,american,2.0,1.6,0.321430259012738,0.2805830299938184,0.0946996446103806,0.01133106483072442,0.0039306412791364955,0.2880253602732021
Cw4CAZ3t7X1S-0svpc4YWQ,Hudson Kitchen,Toronto,Little Italy,43.6518348,-79.4084137,american,2.0,2.0,0.0037600477891454476,0.26355634486996166,0.20663056610005895,0.010791366179879911,0.0009621241602230514,0.514299550900731
D3jaTcBrVy7FdOzZwRbgDw,Swiss Chalet Rotisserie & Grill,Toronto,,43.7905653,-79.3918694,american,2.0,2.0,0.2507924110448224,0.32999735939002806,0.12027824287226287,0.0016894387633991006,0.13280314365219614,0.16443940427729148
DQbbE26lEFq4rEFSaEEhRg,Swiss Chalet Rotisserie & Grill,Toronto,Scarborough,43.8001625,-79.1984323,american,2.0,1.4444444444444444,0.3286534729736652,0.4429349713331167,0.03757282265121406,0.009491732280241496,0.049149457632407495,0.13219754312935503
D_Oa6N0aTUUE0eoAwRHFtg,Bistro Bela,Toronto,Roncesvalles,43.650098,-79.4502209,american,,1.2,0.024861138058335085,0.01610456112918001,0.16340111899803414,0.5742190948907131,0.00330319815346952,0.21811088877026816
Dgzrb9DTWozUcYOe4L9_FQ,Squirly's,Toronto,Niagara,43.6460948,-79.4088935,american,2.0,2.2,0.25176381882130106,0.08928722736116898,0.39508925119683136,0.03292947570095119,0.06060874271680583,0.17032148420294152
Dj-SKw-awL_g7rHgCbCOew,Popeyes Louisiana Kitchen,Toronto,Greektown,43.678239700000006,-79.3482024,american,1.0,1.0,0.16373176892863753,0.5420617283501916,0.09650882972030522,0.056582020384731126,0.06533841517306326,0.0757772374430712
Dv0OHpQSL4hOGl2KAEVvlA,Jack Astor's Bar & Grill,Toronto,Downtown Core,43.645396999999996,-79.3839517,american,2.0,2.0588235294117645,0.19834107757330338,0.15848445343209183,0.34020199232143894,0.05999238537827907,0.028532917683318493,0.21444717361156831
DxzF-hwT3OibWv12hGdkuw,Swiss Chalet Rotisserie & Grill,Toronto,Scarborough,43.7458273086,-79.2890008893,american,2.0,1.1428571428571428,0.24968149137378484,0.23429003752060157,0.26896521945851165,0.01637571765661892,0.074608990279676,0.15607854371080704
E58e6-o5SVlyaIRLVlOeCg,North 44 Restaurant,Toronto,Yonge and Eglinton,43.7130265,-79.39927970000001,american,4.0,2.6923076923076925,0.192013948050541,0.3456127428461026,0.25405598798340095,0.014614054757270666,0.0005063778232891358,0.19319688853939576
EEu0F38DozQCmhDkh9g6cw,The Mill,Toronto,,43.7416624,-79.3181436,american,,1.0,0.03765932612485003,0.33798846357572804,0.20360551855484638,0.12096312330915439,0.049640638785239014,0.25014292965018214
EKnU3om0PXGdkWfGnTM9Zw,Rosebud,Toronto,Niagara,43.646968900000005,-79.4046574,american,3.0,2.5,0.46227335731583474,0.06251979993132854,0.2830803748191079,0.015272424730955194,0.0031052492027824987,0.17374879399999113
E_cMkVDGE4jpL_ixIxJXUw,I Went To Philly,Toronto,,43.699671601800006,-79.4311594677,american,2.0,1.8571428571428572,0.10772866861829647,0.6090533086326888,0.06725090228466536,0.1411846051097077,0.026611819904862073,0.0481706954497795
EgrW38gqGcNH2tKdRd_XZQ,Fred's Not Here,Toronto,Entertainment District,43.646116299999996,-79.39079670000001,american,3.0,1.6538461538461537,0.14763041166061824,0.39106732752850804,0.149711733923017,0.0343166075082849,0.009273192185060012,0.26800072719451185
Ehl4wwFZnB6WhiHt-0tIwA,Kiwe Kitchen,Toronto,,43.6443463865,-79.40018612729999,american,3.0,1.75,0.23608442826890516,0.15514721430816114,0.34231645898301954,0.0,0.009837488926147601,0.25661440951376646
Ehl4wwFZnB6WhiHt-0tIwA,Kiwe Kitchen,Toronto,,43.6443463865,-79.40018612729999,italian,3.0,1.75,0.23608442826890516,0.15514721430816114,0.34231645898301954,0.0,0.009837488926147601,0.25661440951376646
Fn20yKQ2Flzt0vuM5xPYvA,Lucien Restaurant,Toronto,St. Lawrence,43.64850628560001,-79.3751491236,american,4.0,1.8,0.16528418843210074,0.288748826318607,0.1682233490427843,0.021791288467163182,0.013944653172184943,0.34200769456715985
G-cbWSrIddcCFUZqRdKvCA,The Corner Place,Toronto,St. Lawrence,43.6496625,-79.3715411,american,2.0,1.5714285714285714,0.2432031015907192,0.13500063602528384,0.34710297070656176,0.09135436674748791,0.021527954747049112,0.16181097018289822
GE0OgaPz42hvKuSLKo42WQ,Richtree Market Restaurants,Toronto,St. Lawrence,43.6475443,-79.3773804,american,2.0,2.4,0.20070829105877525,0.17388651923593496,0.5412977597003608,0.0015613487872427445,0.019344785178141276,0.06320129603954494
